,Unnamed: 0,Donor,lineage,# postB Cells in Cluster,# preB Cells in Cluster,postB fold enrichment norm,hypergeom p,Fisher p,Fisher -log10p,-log10p,# postA Cells in Cluster,# preA Cells in Cluster,Comparison,postA fold enrichment norm
24,24,3,5,,,,0.2219841275729941,0.8250119090080261,0.0835397839546203,0.6536780775939635,44.0,5.0,A_,1.2944669365721997
25,25,3,6,,,,0.1739343157128848,0.6409324407577514,0.1931877434253692,0.7596147270569542,39.0,4.0,A_,1.4342105263157894
26,26,3,7,,,,0.0927309759210872,0.465027779340744,0.3325211107730865,1.032775169582797,37.0,3.0,A_,1.8142150247413404
27,27,3,8,,,,0.0055350907123747,0.0743392184376716,1.128782033920288,2.2568752572493977,36.0,1.0,A_,5.295546558704453
28,28,3,9,,,,0.1368687423812741,0.6095205545425415,0.2150116562843322,0.8636957232416097,33.0,3.0,A_,1.6180836707152495
29,29,3,10,,,,0.1368687423812741,0.6095205545425415,0.2150116562843322,0.8636957232416097,33.0,3.0,A_,1.6180836707152495
30,30,3,11,,,,0.1810015735308403,0.7893342971801757,0.1027390286326408,0.7423176495905359,30.0,3.0,A_,1.4709851551956814
31,31,3,12,,,,0.0130769090613687,0.1648399829864501,0.782937467098236,1.8834948963959477,30.0,1.0,A_,4.412955465587045
32,32,3,13,,,,0.9762283075485764,0.0237716920673847,1.623939871788025,0.01044860332373,21.0,8.0,A_,0.3861336032388663
33,33,3,14,,,,0.105749156095078,0.5645302534103394,0.2483127862215042,0.9757230897185298,26.0,2.0,A_,1.9122807017543857
34,34,3,15,,,,0.2805053615151183,1.0,-0.0,0.5520588333234084,25.0,3.0,A_,1.2258209626630678
35,35,3,16,,,,0.7677503912984667,0.3642979562282562,0.4385432600975036,0.1147799535384635,21.0,5.0,A_,0.6178137651821862
36,36,3,17,,,,0.3866550842100092,1.0,-0.0,0.4126762748177962,21.0,3.0,A_,1.0296896086369771
37,37,3,18,,,,0.0539913222439185,0.5032732486724854,0.2981961667537689,1.2676760365553197,20.0,1.0,A_,2.941970310391363
38,38,3,19,,,,0.0715369825119618,0.494816780090332,0.3055555820465087,1.1454693826947695,18.0,1.0,A_,2.6477732793522266
39,39,3,20,,,,0.2764513542696656,1.0,-0.0,0.5583812782142947,17.0,2.0,A_,1.2503373819163293
40,40,3,21,,,,0.5878853658827202,0.4944365918636322,0.3058893978595733,0.2307073504853268,15.0,3.0,A_,0.7354925775978407
41,41,3,22,,,,0.1089557427387075,0.7083845138549804,0.1497309356927871,0.9627498744218213,15.0,1.0,A_,2.2064777327935223
42,42,3,23,,,,0.6998085759208854,0.4255055487155914,0.3710947632789611,0.1550207396863553,12.0,3.0,A_,0.5883940620782726
43,43,3,24,,,,0.1441026100238895,1.0,-0.0,0.8413281530603514,13.0,1.0,A_,1.9122807017543857
44,44,3,25,,,,0.8427653229101304,0.1572346836328506,0.803451657295227,0.0742933425212361,8.0,3.0,A_,0.3922627080521817
45,45,3,26,,,,0.3319528925606833,1.0,-0.0,0.4789235426589644,7.0,1.0,A_,1.0296896086369771
46,46,5,0,91.0,1.0,,2.07993067213863e-10,7.386760092487065e-10,9.13154602050781,9.68195114061869,60.0,3.0,A_,5.063752276867031
47,47,5,1,116.0,1.0,,0.3032248223127481,0.6694819927215576,0.1742611080408096,0.5182352497675454,30.0,7.0,A_,1.0850897736143637
48,48,5,2,83.0,1.0,,0.0452407565935125,0.1128305941820144,0.9475731253623962,1.344470140668776,28.0,5.0,A_,1.4178506375227689
49,49,5,3,79.0,1.0,,0.0030710749555102,0.0090184547007083,2.044867753982544,2.512709583632722,32.0,2.0,A_,4.0510018214936245
50,50,5,4,72.0,1.0,,0.4756888030961691,1.0,-0.0,0.3226770710118371,17.0,5.0,A_,0.8608378870673953
51,51,5,5,69.0,1.0,,0.047681127317609,0.1345186978578567,0.871217370033264,1.321653485188346,23.0,1.0,A_,5.823315118397086
52,52,5,6,75.0,1.0,,0.926471928338216,0.1309177726507186,0.8830013871192932,0.0331677350633837,11.0,4.0,A_,0.6962659380692167
53,53,5,7,67.0,1.0,,0.3383420015684082,0.7800017595291137,0.1079044193029403,0.4706440858149524,17.0,3.0,A_,1.4347298117789922
54,54,5,8,1.0,83.0,,0.9999995463596828,6.691360567856465e-07,6.174485683441161,1.970135312634533e-07,1.0,1.0,A_,0.2531876138433515
55,55,5,9,60.0,1.0,,0.0914573516901114,0.2561112940311431,0.5915712714195251,1.0387813785405442,20.0,5.0,A_,1.0127504553734064
56,56,5,10,67.0,1.0,,0.7130917792279614,0.5692431330680847,0.2447022199630737,0.1468545702223476,13.0,4.0,A_,0.8228597449908925
57,57,5,11,58.0,1.0,,0.0036633342425269,0.010108727030456,1.995303511619568,2.436123454509713,25.0,1.0,A_,6.329690346083788
58,58,5,12,52.0,1.0,,4.401006800802687e-05,0.0001562392571941,3.806209802627563,4.356447960328489,30.0,2.0,A_,3.7978142076502728
59,59,5,13,67.0,1.0,,0.8673750082463244,0.2524550259113311,0.597815990447998,0.0617930953727288,11.0,5.0,A_,0.5570127504553734
60,60,5,14,62.0,1.0,,0.4518175303303364,1.0,-0.0,0.3450369226453321,15.0,5.0,A_,0.7595628415300546
61,61,5,15,64.0,1.0,,0.9732166718949364,0.0566389113664627,1.246885061264038,0.0117904599036155,8.0,8.0,A_,0.2531876138433515
62,62,5,16,62.0,2.0,,0.985249658043066,0.0264109838753938,1.5782153606414795,0.0064537071957115,7.0,8.0,A_,0.2215391621129326
63,63,5,17,59.0,1.0,,0.3271224441545531,0.76564621925354,0.1159718558192253,0.4852896575317658,15.0,2.0,A_,1.8989071038251364
64,64,5,18,64.0,1.0,,0.9915801852174986,0.0154842007905244,1.810111165046692,0.0036721603397561,6.0,5.0,A_,0.3038251366120219
65,65,5,19,60.0,1.0,,0.8345191737678852,0.2930652201175689,0.5330357551574707,0.0785636805953653,10.0,4.0,A_,0.6329690346083789
66,66,5,20,55.0,1.0,,0.4916639765966402,1.0,-0.0,0.3083316105799168,13.0,5.0,A_,0.658287795992714
67,67,5,21,57.0,1.0,,0.7071954898816204,0.542227566242218,0.2658184170722961,0.1504605176864013,11.0,4.0,A_,0.6962659380692167
68,68,5,22,53.0,1.0,,0.7235147390886189,0.5268981456756591,0.2782733440399169,0.1405526172199196,10.0,4.0,A_,0.6329690346083789
69,69,5,23,1.0,62.0,,0.999972921785432,5.6212327763205394e-05,4.250168323516846,1.176007838832696e-05,1.0,1.0,A_,0.2531876138433515
70,70,5,24,48.0,1.0,,0.4893262966119739,1.0,-0.0,0.3104014444350406,11.0,3.0,A_,0.9283545840922888
71,71,5,25,41.0,1.0,,0.50051944743592,1.0,-0.0,0.3005790435592396,10.0,6.0,A_,0.4219793564055859
72,72,5,26,46.0,1.0,,0.6362723614413162,0.7315409779548645,0.1357613503932952,0.196356941346867,9.0,2.0,A_,1.139344262295082
73,73,5,27,4.0,50.0,,0.999849326213792,0.0003158580511808,3.500508069992065,6.544172421766663e-05,1.0,1.0,A_,0.2531876138433515
74,74,5,28,31.0,1.0,,0.0107618672844731,0.0378208495676517,1.4222687482833862,1.9681123679832964,15.0,2.0,A_,1.8989071038251364
75,75,5,29,32.0,1.0,,0.036573483032152,0.1247771978378295,0.9038648009300232,1.436833678174032,13.0,1.0,A_,3.29143897996357
76,76,5,30,26.0,1.0,,0.0011393250313522,0.004710916429758,2.326894521713257,2.943352360920401,16.0,1.0,A_,4.0510018214936245
77,77,5,31,33.0,1.0,,0.925829003898528,0.1657233834266662,0.7806162238121032,0.0334692179842103,4.0,6.0,A_,0.1687917425622343
78,78,5,32,1.0,37.0,,0.9970477023632794,0.0060663209296762,2.2170746326446533,0.0012840629746501,1.0,1.0,A_,0.2531876138433515
79,79,5,33,1.0,37.0,,0.9970477023632794,0.0060663209296762,2.2170746326446533,0.0012840629746501,1.0,1.0,A_,0.2531876138433515
80,80,5,34,27.0,1.0,,0.0484025247423375,0.1471627205610275,0.8322021961212158,1.315131984366581,11.0,1.0,A_,2.785063752276866
