FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value,Cluster 10 Average,Cluster 10 Log2 Fold Change,Cluster 10 P-Value,Cluster 11 Average,Cluster 11 Log2 Fold Change,Cluster 11 P-Value,Cluster 12 Average,Cluster 12 Log2 Fold Change,Cluster 12 P-Value,Cluster 13 Average,Cluster 13 Log2 Fold Change,Cluster 13 P-Value,Cluster 14 Average,Cluster 14 Log2 Fold Change,Cluster 14 P-Value
Nkx2-5_MA0063.1,Nkx2-5,1327.5137338647883,-0.034773096954099615,9.96451697747592e-45,1192.4612303519523,0.06310356064094401,1.3921859586243642e-143,1376.4579644759208,-0.037043488270396704,8.858399287947504e-54,1386.4604468755515,0.05343653724225807,1.5550757491654484e-116,1308.5310928826682,-0.016477913590376776,9.419459053751694e-09,1336.9604330112065,-0.00449740122324845,0.09805355242338311,1321.91192283821,-0.0037080107841141042,0.15117582149780964,1330.4603451842768,-0.008610030314741333,0.02210974913511905,1334.8355291462415,0.001829730064675387,0.3387584788217261,1273.625295378054,-0.0689122454839837,2.764030332865904e-97,1338.6122359586425,0.005251993766048019,0.08616434427633499,1386.6612280207119,0.021490651642333842,8.517917356825775e-05,1596.083324800792,0.0670094576615701,5.249745240687371e-22,1261.7467395946233,-0.04705299582935322,5.084513890712225e-12
Hoxd8_MA0910.1,Hoxd8,1967.768976983744,-0.040071260959564335,8.467583499193663e-32,1690.5325250584747,0.08756190011724888,1.3921859586243642e-143,2086.7084154464824,-0.06481352125628699,1.3626114351519625e-83,2080.995659039892,0.06901054705323365,1.2511102588089667e-99,1942.3333645352843,-0.015260698213871075,0.00012949655311646674,1989.879995782109,-0.013461490165602046,0.0020600837148343908,1956.4489635421282,-0.0043112128097666826,0.20199695651244606,1971.9166085552788,-0.008573464537240564,0.08595595278802189,1986.4250764556466,0.012963009345039713,0.009072277649624894,1843.3873634498377,-0.10410210680155182,2.6759764229436376e-113,2005.708442199594,0.0217233481720824,6.0134038976493125e-06,2110.4261245129514,0.036258232174868996,2.254518337827633e-06,2424.1281265448793,0.07666131001893502,3.3314343761301156e-15,1826.9800725824778,-0.06773482136081713,2.1219462672258235e-12
Sox5_MA0087.1,Sox5,2499.223849397869,-0.019505973746079514,2.2403123674551755e-19,2272.1893989972023,0.05489741495295664,3.568331121811142e-140,2603.003374891484,-0.04484443549992105,4.909878500652723e-99,2591.990779720633,0.046551536864351525,2.263495034473015e-113,2483.045562290556,-0.007735290249462063,0.001984056846695214,2514.8229956605815,-0.007321131968971612,0.00763141865727853,2481.696053191655,-0.003913278604031598,0.10732172537196566,2501.478383684154,-0.005461180671705794,0.08595595278802189,2511.0003598605304,0.005972126337392518,0.04386847890360148,2375.839152702271,-0.07905516471659907,7.439667422772978e-162,2539.5504108862633,0.02021862725387814,3.87070405183691e-11,2601.167337553318,0.020721613556260392,1.9766763965661474e-05,2906.7970499912526,0.055707535942370455,1.4660540981681584e-19,2366.549568862769,-0.04839146209820284,1.7794547950729098e-15
NFATC2_MA0152.1,NFATC2,840.9684976135375,-0.03385859921889512,5.182274693544964e-52,765.5659964038241,0.05597309924978243,3.6592456675163404e-140,868.5863503571449,-0.03276555601421856,3.0267000467408094e-52,875.1319630318795,0.04966720449078262,1.4669790826837508e-125,841.9165603487421,-0.003061928981192396,0.15231525147962874,846.7892958152747,-0.004412404958449849,0.0786451204642698,850.5442834940458,0.0027211128627737387,0.20791777010381152,841.1792224390585,-0.014727084297830928,2.567403341073982e-06,842.8067615041158,-0.007054937406548105,0.02337728280845135,813.2186613767745,-0.05715211995046241,7.303697730798419e-84,843.4401230315591,-0.0026476198590181656,0.23192093749589593,875.2978818255798,0.019560630587276112,6.13976667556564e-05,958.8571601083137,0.046977822264207804,3.193471385262761e-14,805.687347528446,-0.03998375905902496,3.9714916840514666e-11
FOXL1_MA0033.2,FOXL1,1453.475037441038,-0.013303725248657864,5.187461856066873e-10,1322.0822579783992,0.05430162615831205,9.43544110169463e-140,1526.0290506430185,-0.055584771379031096,1.7167456118250873e-152,1497.94535431905,0.039585906421044655,5.926826515135083e-85,1457.6089198909258,0.0008958195354105953,0.3802207658478148,1463.9704592979065,-0.010720559739035612,9.619826934978361e-05,1516.0662071390514,0.016431645479164935,6.302269359289182e-09,1452.043056762253,-0.009188425521881777,0.004362878982579464,1463.3358166765402,0.014135302366414757,1.032668689967007e-05,1375.5447882941119,-0.08473903779798976,2.127660610407559e-188,1475.8762444370848,0.020418553598668662,1.6531218897155374e-11,1505.3188982396398,0.018405613972774865,0.00011080049632483791,1687.5284032988004,0.0550554957950299,1.2189141182586061e-19,1354.6768017752338,-0.06097967937270922,1.0096460018665836e-24
Dlx2_MA0885.1,Dlx2,1002.0947252429581,-0.026329177829144852,6.772655661715757e-14,858.4634170581015,0.08794271590336993,4.730330989518361e-137,1068.7325591869314,-0.07322886091848876,1.3876880301287737e-99,1054.9399844491966,0.06564547794531332,4.125128125384368e-86,989.6286394027867,-0.013636345690577732,0.0008161158444291961,1013.3241665204743,-0.015737022489146706,0.000554008815668851,1025.5561893394492,0.008015425561077939,0.055121487138749196,1003.1174406286258,-0.007807384974630672,0.11040448620626517,1009.5416163669216,0.011191824249369535,0.02357801308471167,933.3102130438352,-0.11054210624052278,2.7281514282497188e-120,1016.2589340038176,0.016045178042379742,0.0010004534935049646,1071.54239172091,0.03523588398529219,7.636044523000205e-06,1178.4699514270787,0.05958419001334504,1.7673328044670743e-09,931.3055144785967,-0.06525726751002363,3.264605083064959e-11
FOXD2_MA0847.1,FOXD2,1538.8955378944527,-0.013451534453441426,4.830713629625601e-10,1400.8063396006498,0.05384700212036721,4.1066127013966184e-135,1615.6398052583813,-0.05545434008683737,3.761503305640215e-149,1586.593557326572,0.040027390329196534,4.327215403696436e-85,1543.6777157526253,0.0011105161676961866,0.35363756794811174,1550.1058394710158,-0.010838292281998842,9.619826934978361e-05,1608.0183612009912,0.017132953902976897,1.9568120460115864e-09,1537.304380721911,-0.009373124340089026,0.003919995685496629,1549.2761192637984,0.013989271720354617,1.3940894678614165e-05,1456.7670929620324,-0.08434324130268311,1.270690875431286e-183,1562.4317533835856,0.020223792652229098,3.87070405183691e-11,1593.4505434596422,0.018282475655495067,0.00014490071388541416,1772.5867688645083,0.05213776470591856,1.6919036748606447e-17,1434.343207382905,-0.06099019686863668,2.2688325400317426e-24
FOXP3_MA0850.1,FOXP3,1538.8955378944527,-0.013451534453441426,4.830713629625601e-10,1400.8063396006498,0.05384700212036721,4.1066127013966184e-135,1615.6398052583813,-0.05545434008683737,3.761503305640215e-149,1586.593557326572,0.040027390329196534,4.327215403696436e-85,1543.6777157526253,0.0011105161676961866,0.35363756794811174,1550.1058394710158,-0.010838292281998842,9.619826934978361e-05,1608.0183612009912,0.017132953902976897,1.9568120460115864e-09,1537.304380721911,-0.009373124340089026,0.003919995685496629,1549.2761192637984,0.013989271720354617,1.3940894678614165e-05,1456.7670929620324,-0.08434324130268311,1.270690875431286e-183,1562.4317533835856,0.020223792652229098,3.87070405183691e-11,1593.4505434596422,0.018282475655495067,0.00014490071388541416,1772.5867688645083,0.05213776470591856,1.6919036748606447e-17,1434.343207382905,-0.06099019686863668,2.2688325400317426e-24
NKX6-2_MA0675.1,NKX6-2,617.4855899667946,-0.043200056983156813,2.0822915445876985e-34,536.1921120196107,0.08234930684225383,1.203046398741758e-121,658.3272623173694,-0.07010208794923921,1.537416185947887e-92,654.3607616818866,0.07191194532146593,2.3240894934008895e-104,615.3835129738502,-0.007942882606900235,0.03882884385366091,622.9696404285651,-0.0060900976284130465,0.10795055473953578,612.816711207008,-0.005509111077127902,0.14001950296723306,620.2029370831111,-0.004757667581897142,0.2270861915668401,622.4365953652747,0.005980457060390052,0.15206562428924073,583.5550820183262,-0.09262039251161915,1.4497565899357442e-86,630.9869545288416,0.023943131634285846,1.1105898583324353e-06,641.7896720968204,0.018182262616970365,0.015480819124730507,738.647824906539,0.06458793027421356,5.2942802621847284e-11,568.6714860229565,-0.07496809246285745,1.4399169684547665e-14
PDX1_MA0132.2,PDX1,946.8287782347434,-0.03463736105330392,1.370001481866646e-24,826.0276760242969,0.07862466747432888,4.931023004390384e-120,1004.4238585670782,-0.06501693560332898,2.413809102245069e-86,999.5836748958134,0.06810200253287545,4.779769204446617e-101,935.7377734588044,-0.013980164869001565,0.0003418703087411819,957.4729107712585,-0.013339024275535658,0.0020023178633767507,964.2821508955924,0.005569900691722895,0.1295515849593733,950.5643721236021,-0.0021213980280946182,0.3647080818425872,954.8635401820135,0.010862795547536575,0.022756528406247672,887.8074891843331,-0.102178715058462,1.0717068000846353e-112,960.1367934703509,0.014144501666192634,0.002368031336683761,1010.5874390296373,0.03353709029169845,8.183290543233623e-06,1106.3898753399424,0.05669510425249938,2.0848280152009347e-09,884.2445236190247,-0.06186667694398486,3.9714916840514666e-11
