FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value,Cluster 10 Average,Cluster 10 Log2 Fold Change,Cluster 10 P-Value,Cluster 11 Average,Cluster 11 Log2 Fold Change,Cluster 11 P-Value,Cluster 12 Average,Cluster 12 Log2 Fold Change,Cluster 12 P-Value,Cluster 13 Average,Cluster 13 Log2 Fold Change,Cluster 13 P-Value,Cluster 14 Average,Cluster 14 Log2 Fold Change,Cluster 14 P-Value
IRF8_MA0652.1,IRF8,10.02761695,0.007134839,0.352707944,10.09274355,-0.004438625,0.410357374,9.748140367,0.029554439,0.045832561,9.820158575,-0.028133148,0.048686336,9.766169226,-0.022205484,0.179495902,9.868007171,0.028760253,0.122079927,10.88109408,0.033820336,0.091536655,9.69254374,-0.105895577,3.83E-05,9.73924532,-0.078100626,0.00290192,10.43236409,0.062197257,0.004197846,10.21702528,0.029803671,0.143221685,11.17299534,0.060166371,0.081663766,11.93776251,0.065238709,0.113766206,10.12414821,0.00895377,0.438548474
Nkx2-5_MA0063.1,Nkx2-5,1327.513734,-0.034773097,9.96E-45,1192.46123,0.063103561,1.39E-143,1376.457964,-0.037043488,8.86E-54,1386.460447,0.053436537,1.56E-116,1308.531093,-0.016477914,9.42E-09,1336.960433,-0.004497401,0.098053552,1321.911923,-0.003708011,0.151175821,1330.460345,-0.00861003,0.022109749,1334.835529,0.00182973,0.338758479,1273.625295,-0.068912245,2.76E-97,1338.612236,0.005251994,0.086164344,1386.661228,0.021490652,8.52E-05,1596.083325,0.067009458,5.25E-22,1261.74674,-0.047052996,5.08E-12
Hoxd8_MA0910.1,Hoxd8,1967.768977,-0.040071261,8.47E-32,1690.532525,0.0875619,1.39E-143,2086.708415,-0.064813521,1.36E-83,2080.995659,0.069010547,1.25E-99,1942.333365,-0.015260698,0.000129497,1989.879996,-0.01346149,0.002060084,1956.448964,-0.004311213,0.201996957,1971.916609,-0.008573465,0.085955953,1986.425076,0.012963009,0.009072278,1843.387363,-0.104102107,2.68E-113,2005.708442,0.021723348,6.01E-06,2110.426125,0.036258232,2.25E-06,2424.128127,0.07666131,3.33E-15,1826.980073,-0.067734821,2.12E-12
Sox5_MA0087.1,Sox5,2499.223849,-0.019505974,2.24E-19,2272.189399,0.054897415,3.57E-140,2603.003375,-0.044844435,4.91E-99,2591.99078,0.046551537,2.26E-113,2483.045562,-0.00773529,0.001984057,2514.822996,-0.007321132,0.007631419,2481.696053,-0.003913279,0.107321725,2501.478384,-0.005461181,0.085955953,2511.00036,0.005972126,0.043868479,2375.839153,-0.079055165,7.44E-162,2539.550411,0.020218627,3.87E-11,2601.167338,0.020721614,1.98E-05,2906.79705,0.055707536,1.47E-19,2366.549569,-0.048391462,1.78E-15
NFATC2_MA0152.1,NFATC2,840.9684976,-0.033858599,5.18E-52,765.5659964,0.055973099,3.66E-140,868.5863504,-0.032765556,3.03E-52,875.131963,0.049667204,1.47E-125,841.9165603,-0.003061929,0.152315251,846.7892958,-0.004412405,0.07864512,850.5442835,0.002721113,0.20791777,841.1792224,-0.014727084,2.57E-06,842.8067615,-0.007054937,0.023377283,813.2186614,-0.05715212,7.30E-84,843.440123,-0.00264762,0.231920937,875.2978818,0.019560631,6.14E-05,958.8571601,0.046977822,3.19E-14,805.6873475,-0.039983759,3.97E-11
FOXL1_MA0033.2,FOXL1,1453.475037,-0.013303725,5.19E-10,1322.082258,0.054301626,9.44E-140,1526.029051,-0.055584771,1.72E-152,1497.945354,0.039585906,5.93E-85,1457.60892,0.00089582,0.380220766,1463.970459,-0.01072056,9.62E-05,1516.066207,0.016431645,6.30E-09,1452.043057,-0.009188426,0.004362879,1463.335817,0.014135302,1.03E-05,1375.544788,-0.084739038,2.13E-188,1475.876244,0.020418554,1.65E-11,1505.318898,0.018405614,0.0001108,1687.528403,0.055055496,1.22E-19,1354.676802,-0.060979679,1.01E-24
Dlx2_MA0885.1,Dlx2,1002.094725,-0.026329178,6.77E-14,858.4634171,0.087942716,4.73E-137,1068.732559,-0.073228861,1.39E-99,1054.939984,0.065645478,4.13E-86,989.6286394,-0.013636346,0.000816116,1013.324167,-0.015737022,0.000554009,1025.556189,0.008015426,0.055121487,1003.117441,-0.007807385,0.110404486,1009.541616,0.011191824,0.023578013,933.310213,-0.110542106,2.73E-120,1016.258934,0.016045178,0.001000453,1071.542392,0.035235884,7.64E-06,1178.469951,0.05958419,1.77E-09,931.3055145,-0.065257268,3.26E-11
FOXD2_MA0847.1,FOXD2,1538.895538,-0.013451534,4.83E-10,1400.80634,0.053847002,4.11E-135,1615.639805,-0.05545434,3.76E-149,1586.593557,0.04002739,4.33E-85,1543.677716,0.001110516,0.353637568,1550.105839,-0.010838292,9.62E-05,1608.018361,0.017132954,1.96E-09,1537.304381,-0.009373124,0.003919996,1549.276119,0.013989272,1.39E-05,1456.767093,-0.084343241,1.27E-183,1562.431753,0.020223793,3.87E-11,1593.450543,0.018282476,0.000144901,1772.586769,0.052137765,1.69E-17,1434.343207,-0.060990197,2.27E-24
FOXP3_MA0850.1,FOXP3,1538.895538,-0.013451534,4.83E-10,1400.80634,0.053847002,4.11E-135,1615.639805,-0.05545434,3.76E-149,1586.593557,0.04002739,4.33E-85,1543.677716,0.001110516,0.353637568,1550.105839,-0.010838292,9.62E-05,1608.018361,0.017132954,1.96E-09,1537.304381,-0.009373124,0.003919996,1549.276119,0.013989272,1.39E-05,1456.767093,-0.084343241,1.27E-183,1562.431753,0.020223793,3.87E-11,1593.450543,0.018282476,0.000144901,1772.586769,0.052137765,1.69E-17,1434.343207,-0.060990197,2.27E-24
NKX6-2_MA0675.1,NKX6-2,617.48559,-0.043200057,2.08E-34,536.192112,0.082349307,1.20E-121,658.3272623,-0.070102088,1.54E-92,654.3607617,0.071911945,2.32E-104,615.383513,-0.007942883,0.038828844,622.9696404,-0.006090098,0.107950555,612.8167112,-0.005509111,0.140019503,620.2029371,-0.004757668,0.227086192,622.4365954,0.005980457,0.152065624,583.555082,-0.092620393,1.45E-86,630.9869545,0.023943132,1.11E-06,641.7896721,0.018182263,0.015480819,738.6478249,0.06458793,5.29E-11,568.671486,-0.074968092,1.44E-14
PDX1_MA0132.2,PDX1,946.8287782,-0.034637361,1.37E-24,826.027676,0.078624667,4.93E-120,1004.423859,-0.065016936,2.41E-86,999.5836749,0.068102003,4.78E-101,935.7377735,-0.013980165,0.00034187,957.4729108,-0.013339024,0.002002318,964.2821509,0.005569901,0.129551585,950.5643721,-0.002121398,0.364708082,954.8635402,0.010862796,0.022756528,887.8074892,-0.102178715,1.07E-112,960.1367935,0.014144502,0.002368031,1010.587439,0.03353709,8.18E-06,1106.389875,0.056695104,2.08E-09,884.2445236,-0.061866677,3.97E-11
VAX1_MA0722.1,VAX1,865.5718905,-0.028814548,8.18E-14,739.0981174,0.089664767,5.40E-119,929.0311181,-0.080355135,1.43E-99,913.0069244,0.067790928,8.63E-77,856.7065385,-0.012023506,0.00642653,875.6272239,-0.015670827,0.001708497,894.0771193,0.011624689,0.015910721,866.5723954,-0.008589264,0.110404486,873.6359258,0.015377935,0.006416473,807.0411989,-0.109225026,3.80E-98,877.2781053,0.014553838,0.005845091,925.6328982,0.035056815,5.02E-05,1040.884161,0.067850734,4.55E-10,799.1145918,-0.071125914,3.97E-11
Dlx4_MA0881.1,Dlx4,948.0744844,-0.035584832,2.04E-24,824.7183813,0.080299411,1.05E-117,1012.845501,-0.073786135,1.57E-103,997.5663356,0.063343869,1.62E-82,946.2237783,-0.005607141,0.114630969,957.5003508,-0.010734542,0.013348051,974.9899124,0.009513907,0.026068623,950.0319543,-0.008326008,0.096904597,956.2123257,0.01104121,0.023638461,893.7189974,-0.094644742,1.79E-91,969.0225393,0.026092503,9.54E-08,981.3187405,0.016585433,0.024333305,1132.354609,0.064849127,3.86E-11,878.5994668,-0.068640258,1.61E-12
Dlx3_MA0880.1,Dlx3,876.3755368,-0.03501343,3.16E-24,763.8255516,0.079276199,1.27E-117,936.2532324,-0.073876734,2.68E-106,920.6092748,0.061305485,1.90E-79,875.7400012,-0.004510254,0.167977478,884.945499,-0.010502348,0.013846683,904.5024165,0.011008456,0.010704411,878.1360958,-0.008328938,0.094423829,883.7489984,0.010738554,0.025371914,826.7487727,-0.0934836,1.59E-91,896.0382079,0.026693682,3.29E-08,908.3253719,0.017364105,0.018363421,1046.352992,0.064690783,2.32E-11,811.7931964,-0.068924591,6.24E-13
VAX2_MA0723.1,VAX2,895.36793,-0.028780907,1.03E-13,765.0376563,0.089221008,3.17E-117,961.050111,-0.080315245,6.43E-99,944.4128197,0.067697648,4.12E-76,886.7128505,-0.011515473,0.009095167,905.835713,-0.015812154,0.00164532,927.7251694,0.012872397,0.008662376,896.3110215,-0.008906291,0.104982442,903.6092974,0.015076284,0.007631627,835.0590802,-0.108774131,7.53E-97,907.6161669,0.014787808,0.005270225,957.3655194,0.034973481,5.55E-05,1067.638036,0.06472347,2.91E-09,825.9528722,-0.071811096,3.26E-11
Foxj3_MA0851.1,Foxj3,1696.610101,-0.033413034,7.49E-34,1523.676283,0.063027327,2.29E-116,1761.100057,-0.039024228,3.36E-48,1785.065896,0.063600307,4.16E-131,1665.599746,-0.01953047,1.09E-09,1708.583476,-0.005517714,0.07864512,1637.423237,-0.01628306,6.37E-06,1700.393964,-0.006912147,0.085955953,1706.475093,0.004068841,0.189479932,1615.791258,-0.079073161,3.19E-102,1709.684401,0.005035885,0.12510322,1811.991164,0.034066814,3.68E-08,2014.371438,0.062749172,7.82E-16,1629.91652,-0.037732099,8.14E-07
NKX6-1_MA0674.1,NKX6-1,891.3152759,-0.024566523,2.92E-11,767.5041804,0.084750502,9.55E-116,955.9715792,-0.07995733,6.83E-107,934.1145579,0.059851075,1.79E-65,892.4534567,-0.001685481,0.368045952,901.2136181,-0.015687861,0.001036892,934.6309757,0.01792352,0.000198371,891.6356512,-0.009456053,0.08365356,897.7226553,0.010986022,0.032176571,834.2749282,-0.102717182,1.09E-94,903.3295676,0.015332094,0.002687837,942.3367506,0.029036115,0.000466637,1043.8977,0.058158543,2.38E-08,818.9478441,-0.074746342,5.23E-13
FOXI1_MA0042.2,FOXI1,379.5554847,-0.015928937,2.28E-07,335.6288457,0.07119252,1.62E-115,403.7111595,-0.07284625,2.85E-125,394.5236531,0.052003485,2.03E-70,381.2944225,0.002253417,0.305077289,383.4095854,-0.016881321,1.99E-05,406.3501968,0.027248554,2.30E-11,379.4624298,-0.007481088,0.095618674,381.8492559,0.011582316,0.010319763,355.4436658,-0.101322729,7.28E-130,382.8253733,0.010103967,0.01603794,395.619291,0.021955922,0.001444549,455.3421327,0.066424539,2.23E-14,347.7618178,-0.076161106,1.10E-18
FOXO4_MA0848.1,FOXO4,379.5554847,-0.015928937,2.28E-07,335.6288457,0.07119252,1.62E-115,403.7111595,-0.07284625,2.85E-125,394.5236531,0.052003485,2.03E-70,381.2944225,0.002253417,0.305077289,383.4095854,-0.016881321,1.99E-05,406.3501968,0.027248554,2.30E-11,379.4624298,-0.007481088,0.095618674,381.8492559,0.011582316,0.010319763,355.4436658,-0.101322729,7.28E-130,382.8253733,0.010103967,0.01603794,395.619291,0.021955922,0.001444549,455.3421327,0.066424539,2.23E-14,347.7618178,-0.076161106,1.10E-18
FOXO6_MA0849.1,FOXO6,379.5554847,-0.015928937,2.28E-07,335.6288457,0.07119252,1.62E-115,403.7111595,-0.07284625,2.85E-125,394.5236531,0.052003485,2.03E-70,381.2944225,0.002253417,0.305077289,383.4095854,-0.016881321,1.99E-05,406.3501968,0.027248554,2.30E-11,379.4624298,-0.007481088,0.095618674,381.8492559,0.011582316,0.010319763,355.4436658,-0.101322729,7.28E-130,382.8253733,0.010103967,0.01603794,395.619291,0.021955922,0.001444549,455.3421327,0.066424539,2.23E-14,347.7618178,-0.076161106,1.10E-18
SHOX_MA0630.1,SHOX,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
Prrx2_MA0075.2,Prrx2,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
LHX9_MA0701.1,LHX9,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
PRRX1_MA0716.1,PRRX1,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
RAX2_MA0717.1,RAX2,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
UNCX_MA0721.1,UNCX,532.0091584,-0.04357814,2.22E-33,462.3751463,0.082086129,3.22E-115,568.1080951,-0.072411461,1.34E-93,561.0157729,0.065411526,1.55E-82,532.9862545,-0.003349085,0.253168938,536.9493067,-0.007215995,0.07864512,540.775114,0.004353623,0.209351283,533.3108097,-0.010694967,0.046887073,537.2550053,0.011460498,0.023377283,502.525321,-0.093454117,8.34E-84,546.8951875,0.033261121,4.80E-11,548.4988297,0.013796424,0.059597848,630.939532,0.061325048,1.04E-09,487.6473845,-0.078993681,3.21E-15
ISX_MA0654.1,ISX,530.2595718,-0.0435726,3.08E-33,460.7463733,0.082188383,4.67E-115,566.7166922,-0.073386157,1.38E-95,559.0709682,0.065118727,1.57E-81,531.6720648,-0.002662781,0.302845144,535.2004551,-0.007209714,0.078828808,538.9172248,0.004280976,0.213837491,531.7102046,-0.009852033,0.066972029,535.5700216,0.011803451,0.021243471,500.6548753,-0.094122611,1.51E-84,545.33542,0.033882646,2.70E-11,546.1626067,0.013237061,0.066684442,630.959425,0.062556185,5.46E-10,485.9457676,-0.079168662,3.21E-15
Arid5a_MA0602.1,Arid5a,1554.121393,-0.039444059,7.52E-20,1306.843805,0.098500568,1.43E-114,1646.448092,-0.062695904,1.33E-49,1649.787129,0.072800992,7.24E-70,1519.204195,-0.023746007,3.32E-06,1568.393988,-0.008228047,0.091073791,1508.248165,-0.014288366,0.009267349,1555.630249,-0.013347808,0.041083051,1563.447869,0.002290262,0.386389257,1452.746979,-0.107137507,1.62E-75,1569.08279,0.00669994,0.164643729,1719.021718,0.052965888,6.72E-08,2024.472459,0.098083511,2.59E-15,1463.447685,-0.055640819,4.83E-06
DLX6_MA0882.1,DLX6,727.4340892,-0.036699977,6.06E-22,626.3229766,0.086060836,6.94E-114,779.896999,-0.07791403,5.26E-97,764.0190141,0.060686815,3.15E-64,726.4446677,-0.005330258,0.15011002,736.4561253,-0.015122193,0.001929665,749.9899162,0.010447657,0.025396291,728.9877193,-0.008978818,0.099416266,734.4026167,0.013096906,0.016138323,683.2628584,-0.100353127,2.26E-86,748.6995419,0.036257246,1.31E-11,760.7640698,0.022170177,0.007756668,886.9033678,0.0724179,1.48E-11,670.4720455,-0.0734581,3.96E-12
POU4F3_MA0791.1,POU4F3,1302.627798,-0.033726501,4.30E-18,1116.220138,0.088110135,1.80E-113,1381.71452,-0.065056233,2.55E-65,1378.277266,0.070420357,6.47E-81,1295.578563,-0.008358467,0.049152079,1319.379204,-0.017185998,0.00064761,1280.321733,-0.008814947,0.0567013,1303.117507,-0.012792275,0.031535099,1313.700406,0.011440476,0.033540506,1219.951379,-0.103855442,1.52E-87,1314.218493,0.006746336,0.13798267,1410.836624,0.041771514,2.02E-06,1651.147996,0.0876559,2.94E-15,1210.128131,-0.066525022,1.08E-09
Foxd3_MA0041.1,Foxd3,1126.304395,-0.039752166,3.83E-50,1020.569219,0.05845489,1.21E-107,1167.323603,-0.035725896,1.58E-43,1191.01248,0.069588324,8.39E-169,1103.420959,-0.02221137,5.75E-13,1135.019779,-0.004521294,0.112120143,1114.265371,-0.006597202,0.039728323,1130.83425,-0.004729241,0.16721145,1134.167783,0.004234133,0.168265524,1076.232482,-0.075666705,1.02E-100,1135.172161,0.003604399,0.199615513,1192.906095,0.028745613,1.35E-06,1222.385128,0.028618041,0.000100304,1072.182485,-0.046180701,3.05E-10
Arid3a_MA0151.1,Arid3a,3667.899873,-0.005925975,3.65E-06,3486.805619,0.028249088,2.92E-107,3750.602429,-0.023903173,1.83E-81,3719.090529,0.018007986,1.23E-51,3658.61232,-0.003010831,0.032585791,3683.584666,-0.00552563,0.000667891,3594.631695,-0.008551071,5.57E-07,3664.684215,-0.006509835,0.000538792,3679.966844,0.006183953,0.001107057,3584.239662,-0.035343968,7.49E-96,3716.551364,0.017757678,4.57E-23,3768.748983,0.014149315,7.47E-07,4072.727519,0.039215222,2.10E-27,3560.739516,-0.025079835,3.57E-13
POU3F3_MA0788.1,POU3F3,1124.136916,-0.056664725,2.24E-29,929.5041805,0.108502284,2.83E-104,1212.488043,-0.080495993,2.01E-60,1211.96043,0.090203804,4.40E-80,1103.299314,-0.022568458,0.000118598,1134.732594,-0.002896742,0.349501266,1140.926513,0.002782836,0.357304059,1129.864273,-0.009018493,0.166555973,1134.9532,0.004552976,0.302843466,1042.793203,-0.122226251,2.07E-73,1142.715506,0.012718181,0.050371983,1218.444296,0.040191106,0.000381409,1408.509152,0.082321105,7.03E-09,1015.940434,-0.093135075,3.97E-11
Hmx3_MA0898.1,Hmx3,938.8728791,-0.056354051,4.18E-44,808.4856559,0.086919067,6.57E-104,997.5522693,-0.062777408,1.91E-57,1004.087854,0.080959001,4.33E-100,922.0396384,-0.022021257,3.22E-06,950.5888884,-0.009414679,0.04853502,943.4686161,-0.001163535,0.421467474,945.3033635,-0.002979439,0.346289386,949.4932656,0.009742633,0.067438756,885.1646888,-0.09893287,3.42E-75,956.5022718,0.016399659,0.003042683,1010.137351,0.03618577,5.78E-05,1104.311694,0.058191905,2.92E-07,884.3881817,-0.057307297,3.18E-07
LMX1B_MA0703.1,LMX1B,672.1023449,-0.032314835,1.27E-15,577.7121418,0.086595615,3.39E-102,714.9479332,-0.0685974,2.16E-67,711.3376031,0.071469547,3.97E-78,660.2331863,-0.019058207,5.54E-05,678.8361001,-0.011286411,0.02183988,667.7139804,-0.004467247,0.232004036,674.2541647,-0.003937686,0.2998664,678.2453027,0.013143384,0.021933377,628.1020069,-0.106568345,5.71E-86,681.3721177,0.014013161,0.010696377,720.8771764,0.036320019,5.67E-05,797.8543104,0.062658715,3.33E-08,619.5287815,-0.072991451,8.48E-11
Lhx3_MA0135.1,Lhx3,1149.692423,-0.043050484,9.91E-21,967.2355814,0.09839741,1.14E-101,1215.604352,-0.059425437,6.20E-40,1226.830271,0.079118698,2.32E-73,1120.567282,-0.026793619,7.78E-07,1160.931383,-0.007840956,0.113152409,1131.987001,-0.008677264,0.097454898,1153.133129,-0.009020962,0.142994693,1154.82632,-0.00383693,0.320059237,1078.82479,-0.10235739,1.11E-61,1155.482607,-0.001236572,0.443062445,1211.100097,0.02565552,0.010973831,1529.964134,0.10566057,9.74E-16,1076.466869,-0.060964887,2.32E-06
Hmx2_MA0897.1,Hmx2,934.1747831,-0.051346633,6.77E-36,803.2425767,0.087042308,1.34E-101,994.4236235,-0.065560347,7.58E-61,1002.690604,0.086647094,2.34E-111,914.2962896,-0.024309861,3.82E-07,945.5125364,-0.009969734,0.04056092,932.5323648,-0.003586394,0.283019683,940.2502082,-0.001989161,0.394170593,943.9171098,0.009128618,0.085062637,876.5338664,-0.104788704,6.72E-82,948.4285028,0.012105645,0.025417874,1010.055119,0.039186295,1.89E-05,1070.4133,0.048654129,2.13E-05,883.2396725,-0.053509339,2.47E-06
Shox2_MA0720.1,Shox2,410.8310843,-0.045548093,3.48E-28,353.9111165,0.087073086,7.18E-100,439.7314149,-0.074682248,9.82E-77,433.0679531,0.064190629,1.22E-61,410.0503206,-0.006968271,0.100968745,415.5773057,-0.010831693,0.028708035,410.32889,-0.003042789,0.315139335,412.1617178,-0.009633785,0.102601625,415.9131901,0.017136875,0.004377688,386.8315627,-0.098681501,6.36E-72,426.2934221,0.046755192,7.15E-16,430.3236411,0.022302139,0.011862365,494.9507714,0.067021358,5.24E-09,374.8331876,-0.083314955,3.57E-13
ONECUT3_MA0757.1,ONECUT3,1167.945947,-0.042360489,2.65E-32,1026.52843,0.075255887,5.26E-99,1224.668719,-0.049586329,4.49E-46,1244.0733,0.078094896,2.03E-117,1135.365586,-0.02902178,3.14E-12,1179.199686,-0.008039337,0.056969386,1116.088388,-0.020803861,9.25E-06,1173.10562,-0.004108049,0.264523051,1176.190893,0.003840624,0.270886912,1112.298754,-0.080876297,2.11E-64,1178.562978,0.005125309,0.184540271,1276.174623,0.045864025,1.08E-08,1388.809779,0.06302939,3.82E-10,1113.348607,-0.045441159,4.83E-06
TEAD3_MA0808.1,TEAD3,235.471317,-0.05132212,8.89E-36,204.1816786,0.084424454,5.86E-96,246.8059721,-0.048313797,2.97E-34,251.5759022,0.08324542,1.08E-104,231.0051606,-0.022509395,2.25E-06,237.3717193,-0.002380245,0.347622069,235.5957085,-0.002611015,0.333651046,237.268667,0.002428599,0.369708337,235.8854684,-0.014401394,0.014384678,222.885168,-0.092640998,3.03E-65,233.9872477,-0.019993787,0.000414524,252.62541,0.03511844,9.08E-05,271.5193248,0.050173042,8.16E-06,225.4479016,-0.042545153,0.000126648
LMX1A_MA0702.1,LMX1A,445.1858315,-0.045674481,6.41E-23,377.5237893,0.095014291,7.84E-95,479.9126119,-0.082737196,6.88E-75,472.1719589,0.071772271,2.57E-61,442.9945035,-0.009774984,0.050841208,450.9189536,-0.012757937,0.022035195,434.7133717,-0.012394091,0.028625486,447.3995781,-0.004940261,0.279324156,450.5692364,0.015469197,0.018455865,416.207641,-0.109106298,7.92E-70,463.0336609,0.049781493,2.08E-14,470.1864119,0.02667073,0.008096707,557.1464141,0.081389676,3.28E-10,404.4622793,-0.087071586,1.13E-11
POU4F1_MA0790.1,POU4F1,1001.079716,-0.031362085,4.14E-13,856.0943474,0.088881931,5.30E-94,1064.552962,-0.067925266,6.58E-58,1060.245197,0.071922676,5.81E-69,992.0984785,-0.011322636,0.020486713,1014.437959,-0.018055534,0.001267164,986.2964684,-0.007793352,0.10864213,1003.436163,-0.006230285,0.214959619,1009.15584,0.01045887,0.067556723,937.1018962,-0.104213567,6.07E-72,1007.023923,0.002441197,0.371671466,1082.56118,0.040922415,2.57E-05,1283.528174,0.092027546,7.94E-14,920.431873,-0.075075797,5.70E-10
LIN54_MA0619.1,LIN54,581.6481871,-0.040019586,2.40E-21,501.1580313,0.086042862,1.06E-93,615.8392928,-0.061413676,1.06E-50,613.7459955,0.066114562,1.36E-62,575.7532233,-0.013342924,0.005506227,587.5037608,-0.009240791,0.060162451,578.7205846,-0.004274081,0.250324193,583.3446146,-0.008169351,0.145185876,584.6403648,-0.000840726,0.456833003,553.0533163,-0.082562954,4.03E-49,587.3867581,0.006640558,0.159399992,607.8206647,0.021411942,0.017378117,760.0148278,0.098050974,1.71E-16,540.8342418,-0.066286384,1.30E-08
Hoxd3_MA0912.1,Hoxd3,963.6080438,-0.042698382,6.24E-20,814.9554541,0.095405906,2.17E-93,1032.153692,-0.074801208,2.51E-60,1027.891219,0.079105712,1.08E-71,947.8334019,-0.018965174,0.000464266,975.7194105,-0.013330728,0.01999212,932.0107096,-0.015926236,0.00749596,969.1499236,-0.00039143,0.482385833,973.560798,0.012244757,0.052275408,896.6849283,-0.114552515,1.24E-74,982.9966002,0.021293411,0.000992724,1049.274124,0.043847967,2.89E-05,1257.170628,0.098055388,1.57E-13,884.3831941,-0.077944242,2.39E-09
FOXC2_MA0846.1,FOXC2,902.6006049,-0.042687928,3.39E-30,792.0854474,0.076091333,3.19E-93,953.7235063,-0.058792901,8.55E-59,960.8229436,0.077329051,1.86E-106,895.2751334,-0.01193763,0.005135796,913.077777,-0.011621345,0.012462055,887.818528,-0.009113981,0.041863904,906.3666008,-0.005502413,0.208247734,911.1731635,0.010172841,0.045388496,849.1121958,-0.099643221,1.61E-88,916.7430417,0.014707579,0.003938439,962.7103663,0.032427871,9.16E-05,1061.721222,0.058778005,1.95E-08,847.8546604,-0.058080498,2.10E-08
Lhx4_MA0704.1,Lhx4,514.8584425,-0.044603112,8.95E-25,442.1747131,0.088018277,4.58E-93,551.6180776,-0.075195776,6.23E-71,544.7094051,0.068701531,4.24E-64,511.5493358,-0.010930111,0.023691903,521.8258843,-0.014352279,0.008148537,504.7619277,-0.010688484,0.040234959,517.3641135,-0.00479325,0.271524544,521.2295249,0.016697444,0.007856096,483.6933822,-0.101696722,1.85E-69,534.5752257,0.047385602,7.38E-15,539.8490594,0.022756516,0.013977814,640.1839799,0.07902133,7.32E-11,471.9682564,-0.079222133,3.83E-11
FOXA1_MA0148.3,FOXA1,886.9745569,-0.049975113,1.41E-34,769.6820483,0.082365774,1.24E-92,936.7123848,-0.056139721,5.90E-46,950.1667238,0.083793962,4.63E-106,868.8297526,-0.02356662,7.05E-07,897.7432477,-0.009972382,0.039247413,876.1902448,-0.007848322,0.089631888,893.527194,0.000811789,0.464720174,896.1475913,0.008958874,0.087874478,837.7016759,-0.094872613,1.05E-68,894.3934137,0.00184103,0.399633703,937.0185649,0.026416714,0.003549268,1044.321819,0.058830189,2.56E-07,833.1383564,-0.059041991,1.58E-07
