"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"MYBL1",0.00434330251541781,0.45046555114649,0.591,0.344,1
"ATF2",0.00461507278133664,-0.409919226260857,0.436,0.623,1
"ELF1",0.00678973369682541,-0.39111402683216,0.136,0.213,1
"ZNF682",0.00685597010211692,-0.373426993195384,0.409,0.59,1
"ESR1",0.00692278650242198,-0.434656160458206,0.255,0.426,1
"FOXO3",0.00815174885436255,0.466486752920608,0.618,0.557,1
"ZIC5",0.00815174885436255,0.385690997189843,0.673,0.574,1
"ETV4",0.0100303978887303,-0.494869412973153,0.218,0.41,1
"PITX2",0.0126253274271316,-0.394816044494792,0.355,0.557,1
"FOXI1",0.0127404890883167,0.398404340345293,0.627,0.557,1
"FOXL1",0.0127404890883167,0.398404340345293,0.627,0.557,1
"FOXO4",0.0127404890883167,0.398404340345293,0.627,0.557,1
"FOXO6",0.0127404890883167,0.398404340345293,0.627,0.557,1
"FOXP3",0.0127404890883167,0.398404340345293,0.627,0.557,1
"PITX3",0.0196512648749361,-0.342748606285453,0.418,0.607,1
"GABPA",0.0206900336711935,-0.383360909420593,0.227,0.213,1
"EHF",0.0208677380831819,-0.394053624495227,0.191,0.164,1
"IKZF1",0.0225278483517889,-0.336687716345803,0.273,0.41,1
"FOXD1",0.02330178366714,0.396472708989531,0.664,0.525,1
"TFAP2B(var.3)",0.0238972850949522,0.321828287601296,0.518,0.361,1
"NFIC::TLX1",0.0270768044292955,-0.34924165841629,0.373,0.508,1
"MSANTD3",0.0286814671101578,0.302587141609323,0.545,0.311,1
"SMAD2::SMAD3::SMAD4",0.0321376888752907,-0.33143310682499,0.382,0.525,1
"ELF3",0.0329230612317823,-0.370045104803649,0.191,0.262,1
"ONECUT2",0.0353784808118496,0.317779603294181,0.536,0.426,1
"FOXA3",0.0371008561928062,0.336998669457729,0.636,0.508,1
"HOXB13",0.039508003972,0.362935663600033,0.636,0.574,1
"FOXA1",0.0457610808982246,0.306045637665473,0.664,0.525,1
"SPI1",0.0479012645662662,-0.338411337042445,0.109,0.18,1
"ALX3",0.0490025188621769,0.326229385496774,0.664,0.59,1
"RARA(var.2)",0.0524345157661445,-0.305185308100135,0.445,0.574,1
"OTX2",0.0528279641294253,-0.239158647133224,0.482,0.639,1
"HES5",0.0536222649389013,0.30704570179107,0.445,0.361,1
