"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"OSR1",0.00467429219019745,0.457588554721443,0.667,0.521,1
"ZNF135",0.00496207675901628,-0.443422484726723,0.298,0.423,1
"ZNF460",0.00705110046830053,-0.264491577598616,0.246,0.451,1
"SOHLH2",0.00790580425573569,0.436615902673712,0.509,0.437,1
"HOXD4",0.0101766575267239,0.409913557899476,0.614,0.408,1
"EVX2",0.0107540490515431,-0.403169431948386,0.421,0.648,1
"HES5",0.0110535234697476,-0.380990087028082,0.281,0.549,1
"ZBTB14",0.0113603841050114,0.411468909913545,0.667,0.437,1
"CREM",0.0126647896416675,-0.403710880634388,0.439,0.62,1
"TBX3",0.0128368264133469,-0.429335592511567,0.421,0.479,1
"HOXA2",0.0146742183182252,-0.486670539275688,0.404,0.648,1
"HES7",0.0167396145611927,-0.317470037398803,0.211,0.465,1
"EVX1",0.0211062003630755,-0.381124690321268,0.456,0.676,1
"SOX15",0.0245413189116053,-0.324691777073657,0.439,0.592,1
"BARHL2",0.0251586157155915,0.38895386983279,0.544,0.366,1
"SPI1",0.0298679069194434,-0.399866052079324,0.158,0.127,1
"HOXA1",0.0302315483138156,-0.474324974504917,0.421,0.563,1
"HOXA5",0.0302315483138156,-0.474324974504917,0.421,0.563,1
"HOXB5",0.0302315483138156,-0.474324974504917,0.421,0.563,1
"ZNF317",0.0321073464329419,0.314528282310878,0.561,0.408,1
"FOXN3",0.0324942442428714,0.392353836716264,0.614,0.493,1
"TCFL5",0.0340820235156988,0.384934620183723,0.632,0.549,1
"NKX2-3",0.03573565519049,0.350019195039437,0.614,0.479,1
"ELK4",0.0365878199021377,-0.313126491190933,0.351,0.549,1
"ELF1",0.0365878199021377,-0.38113657791938,0.211,0.366,1
"GSC",0.0370203553016364,0.293176562613842,0.667,0.408,1
"ELF3",0.0378984991880304,-0.514786273391261,0.228,0.324,1
"FOS",0.0392489027631352,-0.361494559860462,0.491,0.577,1
"EN1",0.0435476732707195,-0.377728645439922,0.386,0.606,1
"FOSB::JUNB(var.2)",0.0435476732707195,-0.396013833325455,0.386,0.592,1
"TEF",0.0450662394926271,-0.385905050261633,0.351,0.493,1
"ATOH1(var.2)",0.046629213193392,0.291026294846472,0.544,0.451,1
"ZNF148",0.0471602394317968,-0.195936925720562,0.474,0.648,1
"ZNF24",0.0476963430757007,0.354573807556642,0.596,0.451,1
"ETV1",0.0476963430757007,-0.348918355789239,0.333,0.423,1
"ZBTB18",0.0482375602323069,0.298011544290378,0.614,0.479,1
"TP73",0.0482375602323069,-0.38619460723863,0.404,0.521,1
"FOSL1::JUN(var.2)",0.0498922554645895,-0.369387797527434,0.456,0.563,1
"RARA",0.0504542898858678,-0.364109865224394,0.316,0.535,1
"NFE2",0.0510216199490508,-0.402084603500423,0.386,0.577,1
"RXRB(var.2)",0.0539389940063011,-0.381694989120252,0.298,0.479,1
"PDX1",0.055144306268066,-0.355428115733754,0.456,0.606,1
"EMX1",0.055144306268066,-0.355428115733754,0.456,0.606,1
"HOXB2",0.055144306268066,-0.355428115733754,0.456,0.606,1
"HOXD3",0.055144306268066,-0.355428115733754,0.456,0.606,1
"RELA",0.0557553319896961,-0.350496877372865,0.404,0.423,1
"PAX6",0.0563719873812212,0.301460613364614,0.509,0.408,1
"IRF7",0.0569943100067833,0.336522921880034,0.614,0.493,1
"NFKB2",0.0576223375140246,-0.241008660863792,0.281,0.394,1
"JUND(var.2)",0.0582561076322462,-0.372071840907198,0.509,0.606,1
"HES6",0.0582561076322462,-0.247663811018523,0.386,0.549,1
"E2F4",0.0582561076322462,-0.332434437719552,0.509,0.648,1
"GABPA",0.0588956581705415,-0.338366916612882,0.263,0.394,1
"NKX2-8",0.0628564771034849,0.300192879283079,0.579,0.451,1
"MGA",0.0635375555363715,-0.268678569943909,0.439,0.535,1
"TBX15",0.0635375555363715,-0.268678569943909,0.439,0.535,1
"SPIB",0.0721962019159238,-0.430558786224797,0.105,0.211,1
"MAZ",0.0737291995339992,-0.23627967251569,0.491,0.662,1
"VENTX",0.0768750474204687,0.214170150027721,0.596,0.423,1
"ZKSCAN5",0.0768750474204687,-0.334684493238091,0.14,0.282,1
"NR2C2(var.2)",0.0784885234765341,-0.359583484405812,0.404,0.521,1
"E2F2",0.0817981468287791,-0.312581331876376,0.509,0.62,1
"NR2F2",0.0826430045987887,-0.227766416807958,0.368,0.437,1
"ELF5",0.0834949216058889,-0.322224281299132,0.281,0.408,1
"RARA(var.2)",0.0834949216058889,-0.220347345908237,0.404,0.577,1
"TBX6",0.0834949216058889,-0.292711388392282,0.386,0.521,1
"TFE3",0.084353937088481,0.278433705711508,0.544,0.366,1
"TFDP1",0.0860934204273501,0.294436854830336,0.649,0.493,1
"HIC2",0.0869739667458442,-0.244624938689689,0.404,0.592,1
"CDX4",0.0887568647733475,0.29649275773673,0.632,0.507,1
"POU6F1",0.089659294882341,0.271055927748455,0.684,0.521,1
"HOXB7",0.089659294882341,-0.324492267514815,0.456,0.549,1
"CEBPG",0.0905690979610337,-0.349888508111148,0.228,0.366,1
"VSX1",0.0914863131644688,-0.367506714521867,0.491,0.507,1
"VSX2",0.0914863131644688,-0.367506714521867,0.491,0.507,1
"PBX2",0.0914863131644688,0.342248355221997,0.632,0.493,1
"GATA1::TAL1",0.0924109796245546,0.773687397141396,0.719,0.676,1
"ELF4",0.0924109796245546,-0.317369898362947,0.404,0.479,1
"PRRX1",0.0924109796245546,0.251142987308793,0.614,0.394,1
"UNCX",0.0924109796245546,0.251142987308793,0.614,0.394,1
"JDP2",0.0933431364471664,-0.345204457135451,0.421,0.592,1
"GSC2",0.0952300774557713,0.217434646427471,0.667,0.479,1
"PAX7",0.0961849396969779,0.298067178440793,0.561,0.451,1
"BHLHA15(var.2)",0.0971474484051957,0.318977261014933,0.579,0.493,1
"CEBPB",0.0981176425119385,-0.352581224033684,0.246,0.352,1
"CDX1",0.099095560904864,0.337950559727158,0.561,0.493,1
"IKZF1",0.103085253385682,-0.300057872292846,0.193,0.394,1
"KLF15",0.106160525607445,0.231881878792439,0.684,0.521,1
"JUN::JUNB(var.2)",0.107201631969856,-0.3255217459893,0.649,0.634,1
"FOSL2::JUNB(var.2)",0.112529005056198,-0.327983309541501,0.509,0.634,1
"FOS::JUNB",0.113619114740047,-0.433589090230967,0.526,0.563,1
"FOSL2::JUN",0.114717524647652,-0.455259146676495,0.544,0.606,1
"TBX1",0.115824272538241,-0.183204913606883,0.368,0.535,1
"KLF13",0.118062932811287,-0.288634571510453,0.404,0.563,1
"MLX",0.118062932811287,0.250375098874364,0.667,0.549,1
"BATF::JUN",0.118062932811287,-0.361278183641774,0.491,0.563,1
"NR1I3",0.119194920208135,-0.159532184164532,0.491,0.634,1
"POU5F1",0.121484396251787,0.234424273780082,0.632,0.479,1
"EHF",0.123808121616179,-0.43199151946013,0.228,0.197,1
"NEUROD2",0.127358573036472,0.246985814341919,0.614,0.479,1
"FOXD1",0.128559500368017,0.34275664702618,0.579,0.521,1
"MSX1",0.1297692101698,-0.240088659924311,0.421,0.521,1
"MSX2",0.1297692101698,-0.240088659924311,0.421,0.521,1
"BSX",0.1297692101698,-0.240088659924311,0.421,0.521,1
"BATF",0.1297692101698,-0.321036831760562,0.544,0.563,1
"IRF9",0.130987738659635,-0.248204890146176,0.298,0.451,1
"NR2F1",0.130987738659635,-0.300125217639469,0.333,0.31,1
"RARB(var.3)",0.133451395856918,-0.26697494593989,0.456,0.563,1
"SOX18",0.134696596271563,0.316723199727645,0.632,0.493,1
"PPARA::RXRA",0.135950758781549,-0.173075985770528,0.439,0.521,1
"CEBPE",0.137213918854932,-0.346768297144057,0.246,0.296,1
"REST",0.138486111799112,-0.269168594629058,0.351,0.451,1
"TP63",0.138486111799112,-0.221297678026315,0.386,0.479,1
"GATA6",0.139767372757239,0.643878772293414,0.737,0.718,1
"MIXL1",0.141057736704609,0.220382819909932,0.579,0.437,1
"MYB",0.142357238445049,0.262600979682899,0.614,0.451,1
"HSF1",0.146310915814826,0.216494314851634,0.614,0.521,1
"PITX3",0.146310915814826,0.14998153432512,0.614,0.479,1
"EMX2",0.150348069035921,-0.239682158167628,0.474,0.62,1
"GATA3",0.150348069035921,0.712991751102843,0.667,0.648,1
"ETV5",0.150348069035921,-0.256370396920681,0.316,0.465,1
"ZBTB26",0.15171249466806,-0.266267325440191,0.386,0.493,1
"SREBF2",0.153086329914115,-0.209418281830208,0.351,0.507,1
"ETV4",0.15446960787051,-0.25714342912578,0.281,0.338,1
"INSM1",0.157264623255814,-0.196746814436144,0.474,0.577,1
"TBX21",0.164419684918794,0.189833867359528,0.596,0.507,1
"ZBTB6",0.167349386405141,-0.217011989237499,0.316,0.423,1
"POU1F1",0.16882886414854,0.17172840308024,0.632,0.465,1
"FOSL1::JUN",0.16882886414854,-0.343526731700953,0.509,0.577,1
"SIX1",0.17031813411092,-0.169959900449052,0.439,0.493,1
"FOXK1",0.171817226645968,0.224956421167682,0.596,0.493,1
"DBP",0.174844999580871,-0.236454854488589,0.404,0.507,1
"TCF7L2",0.176373739408907,0.167713037770872,0.632,0.465,1
"SOX4",0.177912420658476,-0.124958198559178,0.404,0.648,1
"ZNF740",0.17946107238158,-0.162287556302939,0.439,0.606,1
"BHLHE22(var.2)",0.17946107238158,0.162043744018336,0.614,0.451,1
"PPARG",0.182588402094744,-0.249237681505287,0.421,0.521,1
"HOXB4",0.182588402094744,0.272783058732157,0.579,0.507,1
"ELK1",0.185755955465316,0.2000141465448,0.649,0.479,1
"REL",0.187354885699601,-0.255292871098877,0.421,0.437,1
"CEBPG(var.2)",0.187354885699601,-0.301794354527091,0.333,0.352,1
"MYC",0.188963954885085,0.169218214774612,0.596,0.479,1
"MXI1",0.190583190094047,0.234346172387343,0.456,0.352,1
"FOXF2",0.192212618100992,0.157700403567516,0.632,0.479,1
"NR1H2::RXRA",0.195502158095599,0.235947111901069,0.526,0.465,1
"RORA(var.2)",0.197162322109844,-0.221002062924163,0.509,0.563,1
"ZNF410",0.197162322109844,0.280170237530097,0.596,0.479,1
"FOS::JUND",0.197162322109844,-0.327522647196341,0.544,0.577,1
"HNF4A(var.2)",0.198832782967805,-0.201031969107753,0.404,0.577,1
"BATF3",0.198832782967805,-0.299481343431084,0.439,0.521,1
"NFIX(var.2)",0.200513565899252,0.227744439873575,0.474,0.423,1
"NFYB",0.200513565899252,-0.187402865017598,0.333,0.493,1
"ZNF282",0.202204695813875,-0.240316021104557,0.509,0.577,1
"SREBF1",0.203906197297584,-0.193137894346911,0.404,0.493,1
"ZNF75D",0.203906197297584,-0.179317014459736,0.439,0.493,1
"ONECUT3",0.207340411674882,0.243710616143719,0.614,0.549,1
"TBX4",0.207340411674882,-0.217773742118418,0.351,0.451,1
"TBX5",0.207340411674882,-0.217773742118418,0.351,0.451,1
"ISL2",0.207340411674882,0.282578898632692,0.474,0.394,1
"SP8",0.210816399102843,-0.187729349330285,0.509,0.62,1
"RXRG(var.2)",0.210816399102843,-0.292123031784757,0.386,0.437,1
"MEIS2(var.2)",0.210816399102843,0.221078834571353,0.632,0.507,1
"MEIS3",0.216109107139926,0.234333065874781,0.596,0.507,1
"MYOG",0.216109107139926,0.187292213604918,0.561,0.479,1
"MAF::NFE2",0.225141688753152,-0.175932591529482,0.439,0.592,1
"FOSL2::JUNB",0.226980103954804,-0.259762732278586,0.526,0.592,1
"LHX1",0.226980103954804,0.18751560735365,0.561,0.394,1
"RORC",0.228829198881019,0.21046943174392,0.614,0.521,1
"PAX3",0.230688992823337,0.254168387826457,0.667,0.479,1
"FOSL1::JUND",0.230688992823337,-0.239416450931054,0.509,0.634,1
"KLF5",0.232559504691653,-0.139326323273602,0.474,0.62,1
"EGR2",0.240149096069096,0.131405597583713,0.579,0.507,1
"MYBL2",0.240149096069096,0.186062938684522,0.614,0.479,1
"GATA5",0.242073467613394,0.514578784844458,0.719,0.606,1
"HOXC8",0.24400866233301,-0.194056189990887,0.509,0.62,1
"PITX2",0.247911585452756,0.140073092246124,0.526,0.408,1
"NFKB1",0.249879344903592,-0.166644192789041,0.263,0.366,1
"NFIC",0.251857989624425,0.204004745177784,0.579,0.493,1
"HEY2",0.253847534098918,-0.23226271192112,0.421,0.465,1
"VAX1",0.253847534098918,-0.170415793637706,0.456,0.676,1
"VAX2",0.253847534098918,-0.170415793637706,0.456,0.676,1
"DRGX",0.253847534098918,-0.170415793637706,0.456,0.676,1
"GSX2",0.253847534098918,-0.170415793637706,0.456,0.676,1
"TFAP4",0.255847992388071,0.207536016052758,0.596,0.521,1
"ELF2",0.255847992388071,-0.231744488408873,0.421,0.479,1
"GATA1",0.255847992388071,0.303252214155832,0.754,0.662,1
"FOXO3",0.257859378126923,0.23041636821413,0.614,0.507,1
"MEF2B",0.257859378126923,-0.223784659356985,0.351,0.451,1
"THRB(var.2)",0.257859378126923,-0.229773337944589,0.456,0.521,1
