"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"POU6F1",0.00228427252280117,0.571650508947093,0.64,0.494,1
"POU2F1",0.00383934845332851,-0.424891547686837,0.32,0.565,1
"LHX1",0.00383934845332851,-0.476476262626423,0.28,0.565,1
"POU5F1B",0.00412702411590392,-0.403282081991036,0.44,0.612,1
"PAX1",0.0124469343192473,-0.440108004043362,0.42,0.565,1
"GSC2",0.0134406629194221,-0.533598955876389,0.36,0.553,1
"RFX7",0.0154458151468722,0.342188962678488,0.6,0.424,1
"PITX1",0.0179292364675469,-0.376336277626267,0.38,0.612,1
"ARNT::HIF1A",0.0190631360740675,0.366000010441877,0.66,0.4,1
"MZF1",0.0190631360740675,-0.412611520650642,0.32,0.518,1
"SNAI1",0.0207557120195915,0.352480589782505,0.56,0.424,1
"PITX2",0.0215203027477975,-0.464476403991872,0.34,0.588,1
"OTX2",0.022043550380236,-0.429530734474365,0.42,0.612,1
"PAX9",0.0231233295653335,-0.402269768816969,0.44,0.553,1
"FOS::JUN(var.2)",0.0231233295653335,-0.410866904924934,0.4,0.576,1
"SP2",0.0248290483928631,-0.186918270814736,0.4,0.588,1
"HES7",0.0251236831129756,0.363235238621886,0.56,0.341,1
"FOSL2::JUN(var.2)",0.0257220429556706,-0.488534116112055,0.54,0.612,1
"ELK3",0.0260258177055257,-0.415914869577439,0.5,0.682,1
"NFIX(var.2)",0.0269558216768786,0.340970983113139,0.64,0.435,1
"CREB3L4(var.2)",0.0275916436069429,-0.448839905439221,0.42,0.553,1
"NFIC(var.2)",0.0289021752138122,0.41670915362678,0.58,0.412,1
"MEIS2",0.030615401627346,0.394510501292887,0.52,0.424,1
"MEIS3",0.0331599874588478,0.395729679615594,0.54,0.447,1
"JUNB(var.2)",0.0331599874588478,-0.456518905177723,0.48,0.6,1
"PITX3",0.0339194513758149,-0.440852933288526,0.4,0.553,1
"ZNF341",0.0339194513758149,-0.323457407122121,0.32,0.529,1
"PPARG",0.0350865086209669,0.298299416838957,0.66,0.506,1
"ATF4",0.0366957721813333,-0.425904700277137,0.28,0.459,1
"STAT1",0.0423668150507145,-0.354444062012217,0.38,0.624,1
"TWIST1",0.0423668150507145,0.308857207784578,0.56,0.388,1
"JUND(var.2)",0.0442544065063925,-0.368514169973307,0.44,0.529,1
"POU3F2",0.0447372423241734,-0.297290984026588,0.4,0.565,1
"HOXC12",0.0447372423241734,-0.254437923714869,0.34,0.576,1
"POU3F3",0.0457162523178588,-0.310341806536495,0.38,0.506,1
"NFIC",0.0498146474054591,-0.296204443928628,0.38,0.529,1
"EN1",0.0519767397753159,0.351340383867809,0.56,0.388,1
"SREBF2",0.0530868896674406,-0.307469623959926,0.38,0.447,1
"POU1F1",0.0542167807260372,-0.367745994068926,0.44,0.518,1
"ELF5",0.056536809715922,0.324408780168558,0.52,0.4,1
"BCL6",0.056536809715922,-0.277401974855917,0.44,0.588,1
"JUN",0.0577274622205901,-0.358837251514812,0.42,0.471,1
"GLIS3",0.058330561082625,0.245731370065957,0.56,0.435,1
"SNAI3",0.058330561082625,0.296782138382666,0.54,0.435,1
"SMAD2::SMAD3::SMAD4",0.0614250819577868,0.243641194327988,0.54,0.365,1
"ELK4",0.0633461921616125,-0.346555711023943,0.5,0.635,1
"STAT3",0.0666582210070949,-0.321196209475001,0.42,0.553,1
"PBX1",0.0751915554959929,0.251004858509753,0.58,0.388,1
"ZIC1",0.0751915554959929,-0.156193292815672,0.34,0.576,1
"ZNF449",0.0751915554959929,-0.222533243445688,0.38,0.447,1
"NR1H4::RXRA",0.078226841958801,0.306831193101004,0.62,0.506,1
"DLX6",0.0790010483450583,-0.337167380555192,0.42,0.553,1
"POU3F4",0.0805681583201677,-0.257045206826382,0.54,0.635,1
"FOSL1::JUND(var.2)",0.0813611292340755,-0.329162167377883,0.32,0.624,1
"NFE2L1",0.08296607128254,-0.340345369542566,0.44,0.6,1
"GSC",0.0896441152974728,-0.31508361562034,0.42,0.471,1
"SOHLH2",0.0913795417863077,0.430138354144881,0.52,0.447,1
"RUNX2",0.0931418724516079,0.261051672679044,0.74,0.576,1
"HEY1",0.0931418724516079,0.202034081926423,0.54,0.459,1
"NFIA",0.0958364009683412,-0.207447264244357,0.42,0.588,1
"LHX6",0.0967483198189182,0.309029563579434,0.56,0.447,1
"HES5",0.0976671657569665,0.254301045651865,0.44,0.388,1
"HNF4G",0.0985929721807353,0.280075422639031,0.52,0.424,1
"RORA",0.101412487778027,0.282059416472525,0.52,0.353,1
"ETV3",0.106253995501179,-0.300256330328316,0.48,0.624,1
"HOXD10",0.10724394230727,-0.256491301204125,0.5,0.576,1
"HOXA4",0.108241181145439,-0.315754474158668,0.42,0.506,1
"PROX1",0.11127697810583,-0.266912225773094,0.4,0.529,1
"LMX1A",0.11127697810583,0.349052758745035,0.62,0.459,1
"MAFA",0.113337903541697,-0.322268616450819,0.42,0.494,1
"TFAP2A",0.11754987136642,-0.283274790294658,0.3,0.435,1
"CREB1",0.118621826307382,-0.332619088219024,0.44,0.541,1
"INSM1",0.120788716793023,-0.288726716001709,0.38,0.506,1
"ZNF382",0.121883716273124,0.221676655827392,0.6,0.459,1
"HNF4A",0.126341483899019,0.244653317848358,0.56,0.412,1
"ATF7",0.128617471233181,-0.310338314622166,0.46,0.612,1
"ELK1",0.128617471233181,-0.350408882335461,0.52,0.741,1
