"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"STAT1::STAT2",8.42429571915907e-06,0.696386105540453,0.4,0.148,0.00533257919022769
"ELF5",0.00112651091403135,0.65367580358661,0.52,0.295,0.713081408581848
"SPIB",0.00187919829600044,0.697176032746265,0.26,0.049,1
"ETV6",0.00195599089278614,0.640699939224298,0.34,0.23,1
"EHF",0.00199545803453404,0.661059342796471,0.32,0.164,1
"NR1H4::RXRA",0.00216074484229075,0.646354434305986,0.62,0.393,1
"ZKSCAN5",0.00331610814911624,0.55959296373238,0.42,0.18,1
"GABPA",0.00500963459885716,0.49830069431567,0.5,0.213,1
"PPARG",0.00657753155756426,0.446140828732354,0.66,0.443,1
"SP2",0.00842533927878789,-0.291856238816494,0.4,0.689,1
"MSANTD3",0.0107243552131812,0.369344555969393,0.52,0.311,1
"ELF3",0.0112841603104124,0.556932574123988,0.34,0.262,1
"IRF1",0.0114764460650566,0.417105821161712,0.28,0.197,1
"HES5",0.0129058071095668,0.450564555371881,0.44,0.361,1
"SPIC",0.0131223650427185,0.46095803630219,0.4,0.18,1
"IRF7",0.0133421301899075,0.514499493639326,0.58,0.426,1
"E2F8",0.0135651422155803,-0.460390531526566,0.28,0.574,1
"HOXD9",0.0147303187674207,-0.437827615006768,0.36,0.639,1
"ELF1",0.0152205458582115,0.430157412875359,0.4,0.213,1
"SPI1",0.0187714948926033,0.489386962328848,0.22,0.18,1
"ATF2",0.0209686039691485,-0.401354944402412,0.4,0.623,1
"MEOX2",0.0272588420288775,-0.41222545838,0.5,0.689,1
"MEOX1",0.0285234981226631,-0.436561752689829,0.5,0.721,1
"OTX2",0.0336021636006912,-0.334598848075127,0.42,0.639,1
"MEF2B",0.0341000418979837,0.402559723282124,0.54,0.311,1
"POU3F3",0.034604212232083,-0.372443347151833,0.38,0.475,1
"ETS2",0.0383147954039827,0.43253461374975,0.64,0.443,1
"PITX2",0.0388715461422248,-0.443325126236116,0.34,0.557,1
"POU2F1",0.0394351547118379,-0.266756478352409,0.32,0.557,1
"ATF6",0.0394351547118379,-0.34668356484233,0.4,0.541,1
