"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"PPARA::RXRA",0.00375182741493953,0.41432688874081,0.521,0.311,1
"RARB(var.3)",0.00514370637195221,0.46159568965122,0.563,0.295,1
"HOXD4",0.00670457301332641,-0.478055417182137,0.408,0.59,1
"HIC2",0.0113037325860301,0.394352885861668,0.592,0.328,1
"BARHL2",0.0123767522722853,-0.446147761942293,0.366,0.59,1
"NR2F2",0.013197491547546,0.296987532594118,0.437,0.311,1
"ESRRB",0.0149845414178529,0.353861909676051,0.521,0.328,1
"IRF9",0.0163591582378394,0.426453383070613,0.451,0.311,1
"SRF",0.0189745063720636,0.34334757967599,0.535,0.377,1
"PRRX1",0.0227523589068572,-0.346592499738487,0.394,0.623,1
"UNCX",0.0227523589068572,-0.346592499738487,0.394,0.623,1
"CDX2",0.027167439707328,-0.288213401283245,0.408,0.689,1
"JUN::JUNB(var.2)",0.02813414645181,0.421504155744495,0.634,0.443,1
"ETV6",0.0284629031071199,0.446269972161841,0.394,0.23,1
"TFCP2",0.0291303543971079,0.390973650374956,0.62,0.475,1
"FOSL1::JUN",0.0305057472686632,0.426924224626553,0.577,0.41,1
"HES5",0.0323031134996178,0.374443693224567,0.549,0.361,1
"MYBL1",0.0338056274612656,0.387518247097624,0.535,0.344,1
"STAT1::STAT2",0.0341904611506557,0.34138849875898,0.197,0.148,1
"ETV5",0.0395438061334279,0.398441608151687,0.465,0.279,1
"HOXA10",0.0408755604521144,-0.322115499740938,0.479,0.672,1
"RARG(var.3)",0.0422451287158405,0.341770259731217,0.507,0.393,1
"MEF2B",0.0427101942712626,0.368430389204657,0.451,0.311,1
"FOS::JUND",0.0436533205709105,0.409693719085799,0.577,0.393,1
"FOSB::JUNB(var.2)",0.0446139762121449,0.41452535908813,0.592,0.475,1
"HES6",0.047603569525239,0.240231917166097,0.549,0.377,1
"GABPA",0.0481178549179241,0.364316698883047,0.394,0.213,1
"NFIC::TLX1",0.0513025279900482,-0.26950744142531,0.324,0.508,1
"FOSB::JUN",0.0524025422377639,0.310969859749522,0.606,0.443,1
"FOSL2::JUN",0.0535222084717036,0.40578511913032,0.606,0.475,1
"CDX4",0.0546617828147063,-0.370574132164662,0.507,0.607,1
"RAX",0.055821522596357,-0.277629890152868,0.479,0.574,1
"TBX3",0.0575995082265001,0.355502059372454,0.479,0.41,1
"HOXD9",0.0594243250488127,-0.317682957947627,0.479,0.639,1
"FOXD2",0.0600431566212515,-0.345603788393997,0.451,0.607,1
"NR1I2",0.0612968554590302,0.349036300433112,0.521,0.443,1
"TEF",0.0651886109907105,0.279796740605405,0.493,0.344,1
"RXRB(var.2)",0.0651886109907105,0.393141686223919,0.479,0.344,1
"NFIB",0.0651886109907105,-0.20933355942474,0.352,0.525,1
"OTX1",0.0658566388993544,0.366983027223088,0.662,0.475,1
"TFAP2B(var.3)",0.0658566388993544,0.280647157941635,0.507,0.361,1
"TBX1",0.0672096241251238,0.325223351588727,0.535,0.393,1
"NR2F6(var.3)",0.0721263395479923,0.379209318735719,0.493,0.361,1
"MEF2D",0.0735840123401796,0.35259145366319,0.38,0.311,1
"ZBTB14",0.0743218330183885,-0.344641012840287,0.437,0.59,1
"MLX",0.0765716367440386,0.186050702960044,0.549,0.426,1
"ZNF282",0.0765716367440386,0.298178712947572,0.577,0.459,1
"ELF1",0.0773337977235513,0.341185427058759,0.366,0.213,1
"ETV1",0.0781021282062898,0.376662715999815,0.423,0.262,1
"NOTO",0.0788766619972292,-0.284882454401338,0.493,0.623,1
"RORA(var.2)",0.0812378214583801,0.269593839988672,0.563,0.443,1
"KLF15",0.0820375067702004,-0.262276950395345,0.521,0.623,1
