"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"NR1I3",0.00238005617754781,-0.345925187881818,0.336,0.512,1
"PAX5",0.00257072571583527,0.338848056533819,0.552,0.429,1
"ZNF24",0.0032754772078522,-0.298841789711798,0.345,0.459,1
"VAX1",0.00645616604029555,-0.286760846998068,0.31,0.482,1
"VAX2",0.00645616604029555,-0.286760846998068,0.31,0.482,1
"DRGX",0.00645616604029555,-0.286760846998068,0.31,0.482,1
"GSX2",0.00645616604029555,-0.286760846998068,0.31,0.482,1
"HNF4A(var.2)",0.00686587000156987,0.279264074483275,0.517,0.4,1
"OLIG2",0.00952490532728593,-0.267945420345708,0.319,0.459,1
"DBP",0.0105818297741941,-0.296137183917496,0.302,0.447,1
"ZKSCAN1",0.011358906510803,-0.259739031180568,0.302,0.476,1
"OLIG3",0.0176565750448128,-0.24629682793714,0.353,0.441,1
"PKNOX1",0.0188014471388644,0.25679416051457,0.595,0.529,1
"TEF",0.0208809945703778,-0.300130936334201,0.319,0.465,1
"NFATC4",0.025456025208194,-0.230703174415187,0.345,0.447,1
"LMX1A",0.025744594049305,-0.252465371756796,0.328,0.488,1
"FOSL1::JUND(var.2)",0.0268270159591044,0.261629083655462,0.491,0.394,1
"IKZF1",0.0272302534691234,-0.260678112532745,0.483,0.618,1
"HOXA6",0.0282613008782662,-0.228097942180407,0.353,0.441,1
"PAX3(var.2)",0.0288959380656805,0.273542220204899,0.483,0.376,1
"NR4A2::RXRA",0.0290028950475364,-0.272694563876405,0.362,0.488,1
"TFAP2B(var.2)",0.0295428060315802,-0.186259816959072,0.397,0.512,1
"CLOCK",0.0309871972513905,-0.238841476896601,0.336,0.459,1
"ARNT2",0.0350544286088519,-0.250927086915516,0.397,0.471,1
"TEAD2",0.0404147690100822,-0.212599327599577,0.362,0.471,1
"TCF7L1",0.0428950509476775,0.216516140856883,0.526,0.382,1
"SRF",0.0436485887131151,0.262256645519185,0.5,0.429,1
"KLF16",0.0470982864743153,-0.137350534162662,0.353,0.471,1
"EGR2",0.0490747246933715,-0.256427196673543,0.405,0.441,1
"ZNF740",0.0514680829348898,-0.219671201894016,0.336,0.4,1
"ZEB1",0.0518178377598639,-0.195844353167888,0.353,0.424,1
"NKX2-2",0.0521695789545042,0.184114775612844,0.526,0.371,1
"MEOX1",0.0532368036329222,-0.253619718906891,0.379,0.447,1
"ZBTB7C",0.0573071850425602,-0.220889872353222,0.405,0.459,1
"MNX1",0.0574981892870087,-0.242801828622993,0.44,0.524,1
"ELF2",0.0596343850491022,0.140619893188058,0.474,0.365,1
"SMAD2::SMAD3::SMAD4",0.0606269263127712,0.183573376820501,0.526,0.471,1
"CUX1",0.0666570909550777,0.165682498986701,0.483,0.406,1
"HOXC8",0.069740331490373,-0.173360582941863,0.302,0.453,1
"KLF17",0.0734063978659568,-0.175298516963175,0.362,0.459,1
"KLF10",0.0745838535714015,-0.140072459130891,0.414,0.482,1
"TFAP2E",0.0762581683377444,-0.158047800787042,0.336,0.441,1
"DMRTA2",0.0799492725727283,-0.192526297917805,0.414,0.471,1
