"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"DBP",5.36034312539803e-05,-0.619375681023951,0.302,0.551,0.0339309719837695
"DUXA",0.00357512854697597,0.431353221970326,0.578,0.393,1
"TEF",0.00409633725130467,-0.513562315378039,0.319,0.562,1
"BACH1",0.00783177525027471,0.489806484806939,0.552,0.382,1
"ATF3",0.00913449446446497,0.346381904434269,0.552,0.36,1
"ZNF24",0.00919805852204923,-0.343178576043634,0.345,0.506,1
"PAX5",0.0112217161505093,0.286535321692355,0.552,0.36,1
"HNF4A(var.2)",0.0125837829404872,0.283008108631965,0.517,0.371,1
"XBP1",0.0131858993766213,0.320981815751716,0.517,0.404,1
"KLF17",0.0156512227050936,-0.312505176230312,0.362,0.416,1
"NR4A2::RXRA",0.0163806981088842,-0.375785260338788,0.362,0.472,1
"HOXA7",0.0164873107252134,-0.356251151677376,0.405,0.596,1
"HOXB8",0.0164873107252134,-0.356251151677376,0.405,0.596,1
"HOXD8",0.0164873107252134,-0.356251151677376,0.405,0.596,1
"JUND",0.0165945323428348,0.550454781878695,0.534,0.427,1
"KLF13",0.0172508124770469,-0.255205190426248,0.414,0.551,1
"FOSL1::JUND",0.0175874086886463,0.450816148095148,0.517,0.404,1
"NRL",0.0211494494675763,0.301749245098874,0.534,0.348,1
"DUX4",0.0225157994198279,0.304851140232387,0.56,0.382,1
"SOX18",0.0254801468306107,-0.242080740739566,0.405,0.539,1
"ZNF274",0.0269206770181257,-0.299831359418668,0.414,0.494,1
"TEAD2",0.0284309836922248,-0.278456508320696,0.362,0.494,1
"SP4",0.0298342023740606,0.181430941667894,0.44,0.337,1
"HOXB3",0.0303755516793927,-0.336245911183659,0.362,0.517,1
"JUN(var.2)",0.0307411211972334,0.474269601947521,0.586,0.483,1
"CTCF",0.0332106194563189,-0.541925301708079,0.405,0.483,1
"MEOX2",0.0332106194563189,-0.256917298520953,0.319,0.36,1
"BATF3",0.0346093177953357,0.440859501802009,0.552,0.461,1
"MSANTD3",0.0348131826484116,0.302082432724487,0.44,0.292,1
"ZNF684",0.0354309407714443,0.265409349809507,0.5,0.348,1
"ONECUT3",0.0386618529493857,-0.300446233831281,0.379,0.562,1
"FOSL1::JUN",0.039337228933771,0.469639920154749,0.569,0.438,1
"BATF",0.0409521531854907,0.465970323786379,0.543,0.472,1
"NR1H4::RXRA",0.0411873804238457,-0.253884570027846,0.397,0.517,1
"ZEB1",0.0414237512060791,-0.259683869796897,0.353,0.494,1
"JUNB",0.0414237512060791,0.464324610472891,0.526,0.461,1
"ZBTB32",0.04311072125473,0.23181178667122,0.526,0.382,1
"PKNOX1",0.04311072125473,0.300504933689111,0.595,0.494,1
"NR1I3",0.0443509402028758,-0.283787091345768,0.336,0.483,1
"FOSL2::JUND",0.0448553904534306,0.422691989833187,0.578,0.472,1
"NFIL3",0.0453646711170541,-0.351372601616643,0.422,0.551,1
"BATF::JUN",0.0461377249637848,0.465988273316718,0.534,0.472,1
"ONECUT1",0.0482536123177277,-0.366686247269091,0.448,0.517,1
"ONECUT2",0.0487951401213743,-0.256788619933402,0.44,0.596,1
"FOSL1",0.0487951401213743,0.471089427071591,0.543,0.449,1
"LHX1",0.050171318705204,-0.257679032355971,0.466,0.539,1
"TCFL5",0.0521525022287574,-0.256343042884019,0.388,0.472,1
"LEF1",0.0533136973140578,0.226382006730845,0.457,0.371,1
"SP1",0.0533136973140578,0.128798765769689,0.431,0.348,1
"FOSL2::JUN",0.0539023455821651,0.442036141646793,0.586,0.472,1
"ISL2",0.0547954831760844,-0.339349081363089,0.397,0.506,1
"FOS::JUN",0.055095924575066,0.406824443126762,0.56,0.438,1
"FOS::JUND",0.055095924575066,0.437762715871918,0.578,0.472,1
"CREB3",0.0553977379859748,0.259700498802584,0.543,0.404,1
"ATF7",0.0560054990678671,0.244449952120451,0.457,0.337,1
"NFE2",0.0560054990678671,0.322917742898919,0.526,0.427,1
"RBPJ",0.0594482447757688,-0.240819679264798,0.414,0.506,1
"JUN::JUNB",0.0630647800294726,0.290233802481414,0.483,0.393,1
"NFE2L1",0.0634023867455765,0.305086904395935,0.509,0.404,1
"MEF2B",0.064424177480089,-0.191431416994311,0.448,0.573,1
"POU6F1",0.0708439955341885,-0.251702969121753,0.405,0.528,1
"HOXA6",0.0723396464337132,-0.276778213234333,0.353,0.494,1
"MAFA",0.0734782702336391,0.2418105078562,0.509,0.427,1
"MSC",0.0750191931053593,-0.258930034634508,0.448,0.562,1
"CLOCK",0.0757994934269079,-0.23518141229531,0.336,0.472,1
"RFX2",0.0773799621417674,0.200213758392516,0.552,0.416,1
"SOX21",0.0793931935816936,-0.226221684521155,0.405,0.539,1
"DLX5",0.0798009069347527,-0.281274196856394,0.483,0.539,1
"JDP2(var.2)",0.081034266961441,0.253755502938521,0.448,0.371,1
"USF1",0.0818650713239997,-0.251836615134656,0.422,0.551,1
"FOSB::JUN",0.0822830571226623,0.249495906856644,0.5,0.382,1
"FOSL2",0.0835474062520661,0.387536496815203,0.569,0.438,1
"RFX1",0.0835474062520661,0.278179286933326,0.5,0.382,1
"HLF",0.084399013171881,-0.34714545162518,0.397,0.517,1
"SP2",0.086123296806182,0.135253330140547,0.414,0.36,1
"TCF7L1",0.086558785088688,0.232527329427831,0.526,0.393,1
"ZBTB7B",0.0869960498619159,-0.230625260211462,0.397,0.483,1
"FOSL1::JUNB",0.0919245742315392,0.37452514576633,0.56,0.483,1
