"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"BCL6",0.0115135090783744,-0.391136007740236,0.33,0.449,1
"ONECUT1",0.0125103711602766,-0.415557771673677,0.39,0.517,1
"TCFL5",0.0203988450194761,-0.257820886338359,0.28,0.472,1
"RXRG",0.0233099803417397,0.343714762424578,0.61,0.472,1
"ONECUT2",0.0302282097168079,-0.285725045791539,0.43,0.596,1
"LHX1",0.0316788331810034,-0.281867290734443,0.41,0.539,1
"NFATC2",0.033409402466674,0.25456077183637,0.51,0.326,1
"ZNF684",0.0361566207906517,0.262662230606204,0.5,0.348,1
"VDR",0.037600968583494,-0.267831776980903,0.38,0.483,1
"BARX2",0.0419624987191694,-0.2145597353946,0.39,0.562,1
"MAFA",0.0438790335517273,0.353466168788679,0.51,0.427,1
"RFX2",0.0444400036562178,0.293456683982725,0.54,0.416,1
"FOS::JUN(var.2)",0.0450070131489552,-0.313502258673544,0.31,0.483,1
"EGR3",0.0452927978940112,0.190718604705836,0.43,0.348,1
"ZNF24",0.0458689579341784,-0.279988315105456,0.4,0.506,1
"ZBTB32",0.0526242873534757,0.23873073841609,0.54,0.382,1
"BCL6B",0.0542704375249678,-0.289329772469998,0.36,0.461,1
"ESR2",0.054940821413605,0.298959862003228,0.51,0.449,1
"RARA::RXRA",0.0552785940612438,0.304872522648555,0.51,0.461,1
"RORA(var.2)",0.0556180957361858,0.23734215736527,0.52,0.382,1
"EGR4",0.0556180957361858,0.222647757772978,0.48,0.348,1
"DLX5",0.0563023118928415,-0.30094834926037,0.46,0.539,1
"MAF",0.0569935214144284,0.325419897148579,0.45,0.404,1
"BACH1",0.058752480504627,0.351822753876663,0.53,0.382,1
"PAX9",0.0594685744236864,-0.225455644469674,0.33,0.472,1
"MSANTD3",0.061660425793836,0.292319217257636,0.42,0.292,1
"CEBPG(var.2)",0.0643016756690333,-0.370205531434176,0.49,0.551,1
"TFAP2B(var.3)",0.0650732474610756,-0.208079589864583,0.4,0.483,1
"HOXC12",0.0654618878384717,-0.312872428063444,0.45,0.551,1
"HNF4A(var.2)",0.0654618878384717,0.18765634103163,0.5,0.371,1
"SOX8",0.0682362720557657,-0.195051381804755,0.4,0.539,1
