"","p_val","avg_diff","pct.1","pct.2","p_val_adj"
"CTCFL",8.72427419049124e-05,0.571362378539815,0.583,0.32,0.0552246556258095
"MZF1",0.000632428270777275,0.408362874037515,0.533,0.37,0.400327095402015
"CEBPG(var.2)",0.000791862828780335,0.740348309976808,0.625,0.49,0.501249170617952
"ATF4",0.000804130239745317,0.65119389748584,0.583,0.44,0.509014441758786
"NFIL3",0.000973103610979375,0.629292376824603,0.633,0.45,0.615974585749945
"TCFL5",0.00104946866042912,0.558774575084504,0.6,0.28,0.664313662051633
"GCM1",0.00113134650021366,0.442315801568038,0.6,0.41,0.716142334635248
"BARHL2",0.00118326754837447,0.45576973801037,0.567,0.39,0.749008358121038
"TFCP2",0.00121004567674341,0.440683622017952,0.558,0.36,0.765958913378576
"CEBPA",0.00131309375839032,0.798339173270684,0.667,0.5,0.831188349061074
"HLF",0.00153263674902843,0.615152931222703,0.658,0.49,0.970159062134996
"XBP1",0.00162481765759776,0.529104712640216,0.533,0.39,1
"PHOX2B",0.00164864679352579,0.399898653683072,0.558,0.37,1
"FOXD2",0.00222954503609476,0.471021033724462,0.5,0.36,1
"SOX15",0.00267761454137923,0.31751423593153,0.583,0.41,1
"CREB3L4",0.00291097473785901,0.45254330254336,0.533,0.35,1
"BCL6",0.00299279394653577,0.388896982084835,0.508,0.33,1
"GRHL1",0.00370156286553396,0.396198957561416,0.633,0.38,1
"PLAG1",0.00418004065158229,0.300892427635777,0.583,0.45,1
"TCF7",0.00420819935803895,0.386380054876672,0.542,0.35,1
"ATF6",0.00446947729441073,0.399211330104686,0.583,0.44,1
"FOXC2",0.00484070341103495,0.418724632648233,0.525,0.36,1
"DBP",0.00510345694355151,0.487956830352523,0.625,0.53,1
"TCF7L2",0.00513719192282371,0.449480796095622,0.5,0.37,1
"E2F6",0.00523960949198814,0.328446350437145,0.6,0.42,1
"MGA",0.00530890893246486,0.30460162759361,0.533,0.34,1
"TBX15",0.00530890893246486,0.30460162759361,0.533,0.34,1
"FOXG1",0.00534386815476186,0.417378630319369,0.558,0.38,1
"FOXB1",0.007380251454411,0.363713890427085,0.592,0.39,1
"HES2",0.00796252524150139,0.388689111723324,0.458,0.37,1
"PPARG",0.00858560506646384,-0.323900910074135,0.417,0.56,1
"RFX1",0.00858560506646384,0.368665295173362,0.667,0.51,1
"ZNF384",0.00880278241544558,0.317479499549695,0.458,0.32,1
"EWSR1-FLI1",0.00902485488198273,0.32716694462183,0.525,0.44,1
"FOXE1",0.0090811488338647,0.397804137328123,0.533,0.39,1
"FOXO3",0.0097815415076813,0.308081162924698,0.525,0.43,1
"RARA",0.00990284281783017,0.301690677651156,0.5,0.37,1
"PAX9",0.0105942608384889,0.363888917980638,0.492,0.33,1
"ZIC5",0.011397205104851,0.331832144913271,0.558,0.4,1
"DUX4",0.0118185823143623,0.320915121670605,0.55,0.42,1
"SOHLH2",0.0124018863317064,0.400396725035954,0.525,0.44,1
"TFEB",0.012476563562088,0.323397788472517,0.592,0.44,1
"ZNF317",0.0141394889285897,0.304791073358356,0.592,0.47,1
"TFAP2C(var.3)",0.01456315023843,0.233521749029808,0.55,0.34,1
"PRDM4",0.01456315023843,0.217098655768604,0.517,0.36,1
"MEF2C",0.0149100975776794,0.290380527532486,0.592,0.44,1
"NFE2",0.0149100975776794,-0.344289394813839,0.383,0.49,1
"POU4F1",0.0149979641962474,0.307819729012136,0.633,0.47,1
"TFAP2B(var.2)",0.0158095123958471,0.327674158310021,0.5,0.36,1
"FOSL2::JUND",0.0177525119522017,-0.416178457798304,0.392,0.53,1
"GBX1",0.0186930932609924,0.321200067763332,0.525,0.46,1
"FOXD1",0.019344110476611,0.264629981556641,0.517,0.36,1
"TBX3",0.0194545181469297,0.277101779099435,0.483,0.38,1
"TEF",0.0199016727975018,0.434352260009722,0.583,0.54,1
"HOXC12",0.0202429019276341,0.344869447363947,0.542,0.45,1
"NR6A1",0.0207058080202766,0.360046068231342,0.525,0.43,1
"ONECUT1",0.0207058080202766,0.34801628997173,0.475,0.39,1
"DMRT3",0.0208229665535487,0.235882994637167,0.6,0.48,1
"BACH1",0.0208229665535487,-0.379678283374926,0.392,0.53,1
"MEOX2",0.0214174665662914,0.302008264191735,0.508,0.36,1
"BHLHE41",0.0235506829537593,0.306295330465273,0.55,0.45,1
"CEBPD",0.0235506829537593,0.576096498379504,0.625,0.53,1
"VDR",0.0236817170839288,0.331787411987839,0.458,0.38,1
"GRHL2",0.0236817170839288,0.362185446263623,0.533,0.39,1
