,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
SOX14,0.00147382673933533,0.42233109796221,0.61,0.416,0.932932325999263,0.198008220360987
ZBTB14,0.00159502794169953,-0.396431089397672,0.519,0.701,1,0.198008220360987
MAFK,0.00228613344059821,0.464364054145782,0.474,0.26,1,0.198008220360987
MAX,0.00257153532936347,-0.365365456686117,0.435,0.61,1,0.198008220360987
NRF1,0.00383320911052858,-0.36053962706164,0.532,0.753,1,0.236125681208561
ZEB1,0.00567034461735587,0.32365370038414,0.545,0.325,1,0.239200853344499
MAX::MYC,0.00619985688374224,-0.394297966421791,0.442,0.584,1,0.239200853344499
EBF3,0.00631895870229032,0.32178593679701,0.435,0.234,1,0.239200853344499
TFAP2C(var.2),0.00698963532500158,0.296116898342868,0.481,0.338,1,0.239200853344499
EN1,0.0134443601509529,-0.33676265563939,0.461,0.61,1,0.347619233455807
POU4F3,0.0136022498681206,-0.327821872763335,0.513,0.688,1,0.347619233455807
IRF3,0.0148395495846064,-0.279879227554223,0.338,0.506,1,0.347619233455807
DUXA,0.0167380341448284,-0.31782397595486,0.487,0.61,1,0.347619233455807
NFIB,0.0167380341448284,0.315823835989013,0.474,0.299,1,0.347619233455807
TBX18,0.0169295081228477,0.271030873735168,0.468,0.325,1,0.347619233455807
PITX2,0.0197088591984982,0.269144970675644,0.506,0.403,1,0.379395539571091
ZNF136,0.0252301293247845,0.277254740638995,0.506,0.39,1,0.457110578354919
NFIC(var.2),0.0277879347636001,0.274170820205247,0.481,0.325,1,0.458103727899993
FOSB::JUN,0.0283857753306393,-0.252489102632062,0.455,0.623,1,0.458103727899993
LBX2,0.0304058940467891,-0.251568278408681,0.448,0.61,1,0.458103727899993
HESX1,0.0330606648655397,-0.26563088965118,0.539,0.662,1,0.458103727899993
ESRRB,0.0364686091344549,0.273682135435236,0.416,0.299,1,0.458103727899993
MITF,0.0374136773171124,-0.25487615864024,0.403,0.519,1,0.458103727899993
FOXF2,0.0403748646495598,-0.289581051848269,0.584,0.675,1,0.458103727899993
EVX1,0.0411972848200736,-0.236490374917198,0.506,0.636,1,0.458103727899993
TCF12(var.2),0.0418233737518734,0.229977504884565,0.5,0.351,1,0.458103727899993
TBX6,0.0426706715017546,0.217001748730686,0.403,0.312,1,0.458103727899993
MEIS2,0.0466652654558526,0.265710409209363,0.513,0.403,1,0.458103727899993
ETS2,0.0473607166432079,0.245821139782947,0.5,0.377,1,0.458103727899993
