,Cluster,Sample,0_0,0_1,0_2,0_3,10_0,10_1,10_2,10_3,11_0,11_1,11_2,11_3,12_0,12_1,12_2,12_3,13_0,13_1,13_2,13_3,14_0,14_1,14_2,14_3,15_0,15_1,15_2,15_3,16_0,16_1,16_2,16_3,17_0,17_1,17_2,17_3,18_0,18_1,18_2,18_3,19_0,19_1,19_2,19_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3,4_0,4_1,4_2,4_3,5_0,5_1,5_2,5_3,6_0,6_1,6_2,6_3,7_0,7_1,7_2,7_3,8_0,8_1,8_2,9_0,9_1,9_2,9_3
20,11,J2,0.0392156862745098,0.07142857142857142,0.10204081632653061,0.058823529411764705,0.06666666666666667,0.07692307692307693,0.06,0.030303030303030304,0.05357142857142857,0.030303030303030304,0.10227272727272728,0.07142857142857142,0.04310344827586207,0.027190332326283987,0.0625,0.05263157894736842,0.08633093525179857,0.058823529411764705,0.06666666666666667,0.14285714285714285,0.05555555555555555,0.06976744186046512,0.07894736842105263,0.03225806451612903,0.058823529411764705,0.06666666666666667,0.03286384976525822,0.0625,0.046511627906976744,0.012345679012345678,0.0379746835443038,0.05,0.037037037037037035,0.034482758620689655,0.05,0.07692307692307693,0.1276595744680851,0.06666666666666667,0.02564102564102564,0.1,0.0625,0.010416666666666666,0.027777777777777776,0.08333333333333333,0.06779661016949153,0.029411764705882353,0.10344827586206896,0.0979381443298969,0.05154639175257732,0.058823529411764705,0.016129032258064516,0.05263157894736842,0.06164383561643835,0.15,0.08163265306122448,0.13793103448275862,0.034482758620689655,0.08333333333333333,0.08823529411764706,0.037037037037037035,0.05263157894736842,0.07142857142857142,0.0375,0.0625,0.045454545454545456,0.023809523809523808,0.05405405405405406,0.031746031746031744,0.03225806451612903,0.08,0.041666666666666664,0.045454545454545456,0.06451612903225806,0.04878048780487805,0.0625,0.025,0.009345794392523364,0.06382978723404255,0.125
22,12,J2,0.0196078431372549,0.07142857142857142,0.02040816326530612,0.058823529411764705,0.03333333333333333,0.038461538461538464,0.04,0.06060606060606061,0.07142857142857142,0.06060606060606061,0.022727272727272728,0.07142857142857142,0.017241379310344827,0.06042296072507553,0.03125,0.05263157894736842,0.06474820143884892,0.058823529411764705,0.06666666666666667,0.047619047619047616,0.05555555555555555,0.023255813953488372,0.02631578947368421,0.0967741935483871,0.11764705882352941,0.06666666666666667,0.028169014084507043,0.0625,0.023255813953488372,0.04938271604938271,0.05063291139240506,0.15,0.018518518518518517,0.06896551724137931,0.075,0.038461538461538464,0.06382978723404255,0.06666666666666667,0.07692307692307693,0.05,0.125,0.041666666666666664,0.027777777777777776,0.022435897435897436,0.11864406779661017,0.029411764705882353,0.06896551724137931,0.044673539518900345,0.010309278350515464,0.058823529411764705,0.016129032258064516,0.05263157894736842,0.0136986301369863,0.05,0.01020408163265306,0.034482758620689655,0.06896551724137931,0.08333333333333333,0.04411764705882353,0.1111111111111111,0.039473684210526314,0.07142857142857142,0.0375,0.0625,0.030303030303030304,0.023809523809523808,0.02702702702702703,0.031746031746031744,0.03225806451612903,0.16,0.041666666666666664,0.09090909090909091,0.03225806451612903,0.024390243902439025,0.0625,0.05,0.06542056074766354,0.0425531914893617,0.0625
24,13,J2,0.0196078431372549,0.07142857142857142,0.02040816326530612,0.058823529411764705,0.03333333333333333,0.038461538461538464,0.02,0.06060606060606061,0.017857142857142856,0.030303030303030304,0.011363636363636364,0.07142857142857142,0.008620689655172414,0.09365558912386707,0.0625,0.05263157894736842,0.09352517985611511,0.0392156862745098,0.06666666666666667,0.047619047619047616,0.05555555555555555,0.023255813953488372,0.02631578947368421,0.06451612903225806,0.058823529411764705,0.06666666666666667,0.07981220657276995,0.0625,0.023255813953488372,0.04938271604938271,0.02531645569620253,0.1,0.018518518518518517,0.034482758620689655,0.025,0.038461538461538464,0.0851063829787234,0.06666666666666667,0.05128205128205128,0.05,0.0625,0.010416666666666666,0.05555555555555555,0.00641025641025641,0.01694915254237288,0.058823529411764705,0.034482758620689655,0.022336769759450172,0.010309278350515464,0.058823529411764705,0.04838709677419355,0.05263157894736842,0.00684931506849315,0.05,0.030612244897959183,0.10344827586206896,0.034482758620689655,0.041666666666666664,0.058823529411764705,0.037037037037037035,0.05263157894736842,0.07142857142857142,0.025,0.0625,0.015151515151515152,0.07142857142857142,0.02702702702702703,0.015873015873015872,0.03225806451612903,0.04,0.041666666666666664,0.045454545454545456,0.06451612903225806,0.024390243902439025,0.0625,0.05,0.018691588785046728,0.02127659574468085,0.0625
26,14,J2,0.0196078431372549,0.07142857142857142,0.061224489795918366,0.058823529411764705,0.1,0.11538461538461539,0.04,0.030303030303030304,0.017857142857142856,0.030303030303030304,0.011363636363636364,0.07142857142857142,0.017241379310344827,0.054380664652567974,0.0625,0.05263157894736842,0.02877697841726619,0.0392156862745098,0.06666666666666667,0.047619047619047616,0.05555555555555555,0.046511627906976744,0.05263157894736842,0.03225806451612903,0.058823529411764705,0.06666666666666667,0.051643192488262914,0.0625,0.023255813953488372,0.037037037037037035,0.02531645569620253,0.05,0.018518518518518517,0.034482758620689655,0.025,0.038461538461538464,0.02127659574468085,0.06666666666666667,0.07692307692307693,0.05,0.0625,0.03125,0.027777777777777776,0.003205128205128205,0.0847457627118644,0.029411764705882353,0.034482758620689655,0.001718213058419244,0.010309278350515464,0.058823529411764705,0.016129032258064516,0.05263157894736842,0.00684931506849315,0.05,0.02040816326530612,0.034482758620689655,0.034482758620689655,0.041666666666666664,0.07352941176470588,0.037037037037037035,0.05263157894736842,0.07142857142857142,0.025,0.0625,0.015151515151515152,0.023809523809523808,0.04054054054054054,0.031746031746031744,0.03225806451612903,0.04,0.041666666666666664,0.045454545454545456,0.03225806451612903,0.04878048780487805,0.0625,0.025,0.009345794392523364,0.02127659574468085,0.0625
1,1,P2,0.07142857142857142,0.03571428571428571,0.05263157894736842,0.038461538461538464,0.10416666666666667,0.06666666666666667,0.05555555555555555,0.16279069767441862,0.09523809523809523,0.10256410256410256,0.1,0.13333333333333333,0.06521739130434782,0.11382113821138211,0.07142857142857142,0.1111111111111111,0.07547169811320754,0.10416666666666667,0.08695652173913043,0.13636363636363635,0.05263157894736842,0.1111111111111111,0.058823529411764705,0.13636363636363635,0.058823529411764705,0.09090909090909091,0.10714285714285714,0.12,0.09411764705882353,0.037037037037037035,0.1267605633802817,0.10526315789473684,0.10256410256410256,0.045454545454545456,0.043478260869565216,0.07692307692307693,0.1111111111111111,0.06666666666666667,0.057692307692307696,0.16666666666666666,0.07142857142857142,0.06349206349206349,0.0625,0.2361904761904762,0.058823529411764705,0.034482758620689655,0.1388888888888889,0.2528409090909091,0.05555555555555555,0.047619047619047616,0.05405405405405406,0.1935483870967742,0.16,0.07142857142857142,0.09090909090909091,0.1,0.10526315789473684,0.09433962264150944,0.06451612903225806,0.08,0.05405405405405406,0.15789473684210525,0.13333333333333333,0.09523809523809523,0.043478260869565216,0.047619047619047616,0.15384615384615385,0.1111111111111111,0.13953488372093023,0.09375,0.037037037037037035,0.125,0.1111111111111111,0.05405405405405406,0.05,0.05555555555555555,0.08823529411764706,0.06666666666666667,0.058823529411764705
3,2,P2,0.16666666666666666,0.25,0.10526315789473684,0.23076923076923078,0.2916666666666667,0.06666666666666667,0.35185185185185186,0.11627906976744186,0.047619047619047616,0.358974358974359,0.05,0.06666666666666667,0.2826086956521739,0.16260162601626016,0.10714285714285714,0.1111111111111111,0.16981132075471697,0.4166666666666667,0.2608695652173913,0.09090909090909091,0.10526315789473684,0.037037037037037035,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.24242424242424243,0.11607142857142858,0.16,0.3176470588235294,0.1111111111111111,0.18309859154929578,0.05263157894736842,0.2564102564102564,0.045454545454545456,0.13043478260869565,0.23076923076923078,0.05555555555555555,0.13333333333333333,0.25,0.05555555555555555,0.07142857142857142,0.3333333333333333,0.0625,0.23047619047619047,0.058823529411764705,0.3793103448275862,0.25,0.1590909090909091,0.2777777777777778,0.047619047619047616,0.16216216216216217,0.22580645161290322,0.30666666666666664,0.07142857142857142,0.06060606060606061,0.1,0.34210526315789475,0.3018867924528302,0.16129032258064516,0.12,0.10810810810810811,0.15789473684210525,0.1,0.14285714285714285,0.2391304347826087,0.09523809523809523,0.1282051282051282,0.037037037037037035,0.32558139534883723,0.125,0.2962962962962963,0.0625,0.1111111111111111,0.2702702702702703,0.2,0.05555555555555555,0.3382352941176471,0.3,0.058823529411764705
5,3,P2,0.11904761904761904,0.07142857142857142,0.21052631578947367,0.038461538461538464,0.08333333333333333,0.13333333333333333,0.14814814814814814,0.023255813953488372,0.047619047619047616,0.02564102564102564,0.275,0.06666666666666667,0.043478260869565216,0.16260162601626016,0.07142857142857142,0.05555555555555555,0.09433962264150944,0.041666666666666664,0.08695652173913043,0.045454545454545456,0.05263157894736842,0.1111111111111111,0.11764705882352941,0.09090909090909091,0.058823529411764705,0.06060606060606061,0.17857142857142858,0.08,0.08235294117647059,0.07407407407407407,0.2676056338028169,0.05263157894736842,0.05128205128205128,0.18181818181818182,0.08695652173913043,0.07692307692307693,0.1111111111111111,0.06666666666666667,0.23076923076923078,0.05555555555555555,0.07142857142857142,0.1111111111111111,0.0625,0.0019047619047619048,0.17647058823529413,0.15517241379310345,0.08333333333333333,0.014204545454545454,0.16666666666666666,0.047619047619047616,0.1891891891891892,0.03225806451612903,0.08,0.07142857142857142,0.18181818181818182,0.05,0.02631578947368421,0.1320754716981132,0.1935483870967742,0.04,0.16216216216216217,0.10526315789473684,0.16666666666666666,0.047619047619047616,0.08695652173913043,0.047619047619047616,0.15384615384615385,0.14814814814814814,0.023255813953488372,0.09375,0.1111111111111111,0.0625,0.1111111111111111,0.05405405405405406,0.1,0.05555555555555555,0.1323529411764706,0.2,0.058823529411764705
7,4,P2,0.047619047619047616,0.17857142857142858,0.05263157894736842,0.038461538461538464,0.14583333333333334,0.06666666666666667,0.018518518518518517,0.023255813953488372,0.047619047619047616,0.1282051282051282,0.05,0.06666666666666667,0.10869565217391304,0.04065040650406504,0.07142857142857142,0.05555555555555555,0.03773584905660377,0.020833333333333332,0.043478260869565216,0.045454545454545456,0.10526315789473684,0.07407407407407407,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.09090909090909091,0.017857142857142856,0.04,0.08235294117647059,0.14814814814814814,0.028169014084507043,0.05263157894736842,0.1282051282051282,0.18181818181818182,0.06521739130434782,0.038461538461538464,0.05555555555555555,0.06666666666666667,0.019230769230769232,0.05555555555555555,0.07142857142857142,0.07936507936507936,0.0625,0.0038095238095238095,0.058823529411764705,0.05172413793103448,0.08333333333333333,0.011363636363636364,0.08333333333333333,0.14285714285714285,0.08108108108108109,0.03225806451612903,0.06666666666666667,0.07142857142857142,0.030303030303030304,0.05,0.10526315789473684,0.03773584905660377,0.03225806451612903,0.04,0.08108108108108109,0.05263157894736842,0.03333333333333333,0.047619047619047616,0.021739130434782608,0.047619047619047616,0.05128205128205128,0.037037037037037035,0.11627906976744186,0.0625,0.07407407407407407,0.0625,0.07407407407407407,0.02702702702702703,0.05,0.05555555555555555,0.04411764705882353,0.05,0.058823529411764705
9,5,P2,0.047619047619047616,0.14285714285714285,0.05263157894736842,0.11538461538461539,0.020833333333333332,0.06666666666666667,0.037037037037037035,0.16279069767441862,0.047619047619047616,0.02564102564102564,0.05,0.06666666666666667,0.043478260869565216,0.04878048780487805,0.10714285714285714,0.05555555555555555,0.05660377358490566,0.08333333333333333,0.043478260869565216,0.18181818181818182,0.10526315789473684,0.037037037037037035,0.058823529411764705,0.045454545454545456,0.11764705882352941,0.06060606060606061,0.05357142857142857,0.12,0.08235294117647059,0.037037037037037035,0.014084507042253521,0.15789473684210525,0.10256410256410256,0.045454545454545456,0.06521739130434782,0.11538461538461539,0.05555555555555555,0.06666666666666667,0.057692307692307696,0.1111111111111111,0.07142857142857142,0.031746031746031744,0.0625,0.1657142857142857,0.058823529411764705,0.06896551724137931,0.027777777777777776,0.15625,0.027777777777777776,0.14285714285714285,0.08108108108108109,0.0967741935483871,0.013333333333333334,0.07142857142857142,0.12121212121212122,0.1,0.10526315789473684,0.03773584905660377,0.03225806451612903,0.08,0.02702702702702703,0.05263157894736842,0.03333333333333333,0.19047619047619047,0.06521739130434782,0.09523809523809523,0.02564102564102564,0.07407407407407407,0.046511627906976744,0.0625,0.037037037037037035,0.0625,0.07407407407407407,0.02702702702702703,0.1,0.1111111111111111,0.04411764705882353,0.06666666666666667,0.17647058823529413
11,6,P2,0.11904761904761904,0.03571428571428571,0.05263157894736842,0.038461538461538464,0.10416666666666667,0.06666666666666667,0.09259259259259259,0.046511627906976744,0.19047619047619047,0.05128205128205128,0.05,0.06666666666666667,0.10869565217391304,0.032520325203252036,0.10714285714285714,0.05555555555555555,0.03773584905660377,0.0625,0.08695652173913043,0.045454545454545456,0.05263157894736842,0.07407407407407407,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.030303030303030304,0.07142857142857142,0.04,0.058823529411764705,0.18518518518518517,0.09859154929577464,0.05263157894736842,0.05128205128205128,0.045454545454545456,0.17391304347826086,0.07692307692307693,0.05555555555555555,0.06666666666666667,0.07692307692307693,0.05555555555555555,0.07142857142857142,0.06349206349206349,0.0625,0.013333333333333334,0.058823529411764705,0.034482758620689655,0.16666666666666666,0.005681818181818182,0.08333333333333333,0.047619047619047616,0.10810810810810811,0.03225806451612903,0.09333333333333334,0.07142857142857142,0.030303030303030304,0.05,0.02631578947368421,0.09433962264150944,0.0967741935483871,0.12,0.02702702702702703,0.05263157894736842,0.06666666666666667,0.047619047619047616,0.06521739130434782,0.047619047619047616,0.07692307692307693,0.07407407407407407,0.046511627906976744,0.125,0.07407407407407407,0.0625,0.037037037037037035,0.08108108108108109,0.05,0.1111111111111111,0.08823529411764706,0.06666666666666667,0.058823529411764705
