	Before	After	A/B
0	2008	2064	1.0278884462151394
1	2040	2239	1.0975490196078432
2	2012	2069	1.0283300198807157
3	2038	2211	1.0848871442590775
4	2029	2156	1.062592410054214
5	1978	2135	1.0793731041456016
6	2039	2220	1.0887690044139284
7	2033	2181	1.0727988194786031
8	2051	2157	1.051682106289615
9	2035	2146	1.0545454545454545
10	1991	2182	1.0959316926167755
11	1987	2106	1.0598892803220936
12	1952	2086	1.0686475409836065
13	1928	2074	1.0757261410788381
14	2055	2159	1.0506082725060828
15	1974	2054	1.0405268490374873
16	2098	2215	1.055767397521449
17	2080	2121	1.0197115384615385
18	2012	2070	1.02882703777336
19	1954	2101	1.0752302968270215
20	2067	2213	1.0706337687469762
21	1942	1973	1.0159629248197735
22	2073	2171	1.0472744814278823
23	1958	2066	1.0551583248212462
24	2022	2079	1.0281899109792285
25	1969	2013	1.0223463687150838
26	1940	2107	1.086082474226804
27	2083	2180	1.0465674507921268
28	2006	2077	1.035393818544367
29	1960	2076	1.0591836734693878
30	2026	2176	1.0740375123395853
31	1997	2105	1.0540811216825239
32	1992	2052	1.0301204819277108
33	2009	2141	1.065704330512693
34	1990	2145	1.0778894472361809
35	2058	2257	1.096695821185617
36	1973	1986	1.00658895083629
37	2000	2112	1.056
38	1962	2117	1.0790010193679918
39	2023	2052	1.0143351458230352
40	1947	2104	1.0806368772470467
41	1974	2084	1.055724417426545
42	1993	2157	1.0822880080280983
43	2017	2158	1.0699058006941002
44	1980	2165	1.0934343434343434
45	1966	2138	1.0874872838250254
46	2042	2132	1.0440744368266406
47	1922	2060	1.0718002081165452
48	1996	2162	1.0831663326653307
49	1971	2088	1.0593607305936072
50	2002	2090	1.043956043956044
51	2070	2181	1.0536231884057972
52	1972	2063	1.0461460446247464
53	1951	2096	1.0743208610968733
54	2045	2123	1.0381418092909536
55	1977	2087	1.0556398583712696
56	1939	2079	1.0722021660649819
57	2000	2088	1.044
58	1940	2089	1.0768041237113402
59	2102	2183	1.038534728829686
60	1914	2087	1.0903866248693834
61	1908	2112	1.1069182389937107
62	2019	2164	1.0718177315502724
63	2043	2162	1.0582476749877632
64	1994	2031	1.018555667001003
65	1964	2104	1.0712830957230142
66	2013	2093	1.0397416790859413
67	2036	2096	1.0294695481335954
68	1972	2041	1.0349898580121704
69	2004	2096	1.0459081836327346
70	2042	2130	1.0430950048971597
71	1912	2086	1.0910041841004183
72	1951	2112	1.0825217837006664
73	2007	2166	1.0792227204783258
74	2026	2154	1.0631786771964462
75	1975	2067	1.0465822784810126
76	1983	2108	1.0630358043368633
77	1935	2057	1.0630490956072352
78	1992	2140	1.0742971887550201
79	1951	2136	1.0948231676063558
80	1956	2090	1.0685071574642127
81	2014	2135	1.0600794438927508
82	2019	2149	1.0643883110450718
83	2034	2163	1.0634218289085546
84	2055	2173	1.0574209245742092
85	2075	2161	1.0414457831325301
86	1953	2111	1.0809011776753712
87	1977	2109	1.0667678300455234
88	2031	2170	1.068439192516002
89	1960	2106	1.0744897959183672
90	1986	2143	1.0790533736153072
91	2001	2126	1.0624687656171914
92	2070	2228	1.076328502415459
93	1999	2167	1.0840420210105053
94	1961	2087	1.0642529321774605
95	1971	2060	1.0451547437848807
96	2054	2129	1.0365141187926
97	2025	2089	1.031604938271605
98	1998	2194	1.098098098098098
99	2043	2097	1.026431718061674
