	Before	After	A/B
0	1995	2119	1.0621553884711779
1	2040	2229	1.0926470588235293
2	2012	2164	1.0755467196819086
3	2081	2351	1.129745314752523
4	1994	2068	1.037111334002006
5	2035	2193	1.0776412776412776
6	2029	2131	1.0502710694923607
7	1897	2088	1.1006852925672115
8	1970	2005	1.017766497461929
9	1963	2086	1.0626591951095263
10	1989	2067	1.0392156862745099
11	1980	2107	1.064141414141414
12	2034	2206	1.0845624385447394
13	2007	2088	1.0403587443946187
14	2001	2153	1.0759620189905048
15	1939	2058	1.0613718411552346
16	2032	2186	1.0757874015748032
17	1979	2132	1.077311773623042
18	1900	2060	1.0842105263157895
19	1982	2126	1.072653884964682
20	2017	2159	1.0704015865146257
21	2022	2132	1.0544015825914936
22	2026	2159	1.0656465942744324
23	2037	2177	1.0687285223367697
24	1967	2075	1.0549059481443823
25	2008	2197	1.0941235059760956
26	2065	2166	1.048910411622276
27	1959	1982	1.0117406840224605
28	1998	2099	1.0505505505505506
29	2009	2120	1.055251368840219
30	1996	2119	1.061623246492986
31	1971	2078	1.054287163876205
32	2019	2134	1.0569588905398712
33	2050	2171	1.0590243902439025
34	2020	2140	1.0594059405940595
35	1955	2078	1.0629156010230179
36	1969	2114	1.0736414423565261
37	1983	2084	1.0509329299041856
38	2059	2239	1.0874210781932978
39	1957	2043	1.0439448134900358
40	1989	2071	1.0412267471091001
41	1977	2105	1.0647445624683864
42	1926	2121	1.101246105919003
43	2039	2157	1.0578715056400196
44	1978	2122	1.0728008088978767
45	2004	2117	1.0563872255489022
46	1978	2088	1.0556117290192113
47	1942	2040	1.050463439752832
48	1995	2118	1.061654135338346
49	1981	2041	1.0302877334679454
50	1992	2114	1.0612449799196788
51	2027	2077	1.0246669955599408
52	1941	1967	1.013395157135497
53	2043	2099	1.0274106705824768
54	2029	2138	1.0537210448496797
55	1983	2161	1.0897629853756934
56	2031	2101	1.034465780403742
57	1971	2091	1.060882800608828
58	2050	2199	1.0726829268292684
59	1996	2162	1.0831663326653307
60	1909	2064	1.0811943425877422
61	1965	2127	1.082442748091603
62	2003	2141	1.0688966550174739
63	2032	2135	1.0506889763779528
64	2094	2221	1.0606494746895894
65	1981	2175	1.0979303382130237
66	2001	2224	1.1114442778610694
67	2016	2146	1.064484126984127
68	2009	2126	1.0582379293180686
69	1940	2102	1.0835051546391752
70	2026	2143	1.0577492596248765
71	2021	2186	1.0816427511133102
72	2024	2176	1.075098814229249
73	1993	2101	1.0541896638233819
74	2035	2148	1.0555282555282555
75	2068	2154	1.0415860735009672
76	2014	2197	1.0908639523336643
77	1986	2101	1.0579053373615308
78	2076	2203	1.061175337186898
79	1963	2151	1.0957717778909832
80	1954	2142	1.0962128966223132
81	2054	2271	1.105647517039922
82	2008	2159	1.075199203187251
83	2033	2094	1.030004918839154
84	2088	2270	1.0871647509578544
85	2046	2149	1.0503421309872922
86	2012	2124	1.0556660039761432
87	1978	2111	1.0672396359959555
88	2022	2146	1.0613254203758655
89	2007	2046	1.0194319880418534
90	2031	2118	1.0428360413589366
91	1975	2094	1.060253164556962
92	2071	2218	1.0709802028005795
93	1983	2026	1.021684316691881
94	1998	2169	1.0855855855855856
95	1975	2098	1.0622784810126582
96	1931	2064	1.0688762299326773
97	2015	2091	1.0377171215880894
98	1998	2143	1.0725725725725725
99	2056	2106	1.0243190661478598
