	Before	After	A/B
0	2063	2318	1.123606398448861
1	1981	2078	1.0489651691065118
2	1933	2055	1.0631143300569064
3	1983	2070	1.0438729198184569
4	2032	2118	1.0423228346456692
5	2013	2122	1.054148037754595
6	1978	2083	1.0530839231547018
7	2007	2119	1.0558046836073742
8	1923	2036	1.0587623504940198
9	2075	2206	1.063132530120482
10	2048	2217	1.08251953125
11	2008	2121	1.0562749003984064
12	1977	2057	1.0404653515427416
13	2000	2031	1.0155
14	2039	2094	1.0269740068661108
15	2045	2210	1.080684596577017
16	2069	2140	1.0343160947317545
17	2034	2103	1.0339233038348083
18	2004	2176	1.0858283433133733
19	1989	2068	1.0397184514831574
20	1956	2015	1.0301635991820042
21	2030	2158	1.0630541871921182
22	2051	2202	1.0736226231106778
23	1934	2095	1.0832471561530508
24	2068	2122	1.0261121856866537
25	2012	2122	1.054671968190855
26	2025	2111	1.0424691358024691
27	1958	2158	1.1021450459652706
28	1956	2142	1.0950920245398772
29	2045	2158	1.0552567237163815
30	1974	2118	1.0729483282674772
31	2016	2146	1.064484126984127
32	2037	2150	1.055473735886107
33	2019	2168	1.0737989103516592
34	2007	2090	1.0413552566018933
35	2052	2228	1.0857699805068226
36	1975	2062	1.0440506329113923
37	1958	2014	1.0286006128702758
38	2018	2188	1.0842418235877107
39	2003	2162	1.0793809286070895
40	1912	2038	1.0658995815899581
41	1984	2131	1.0740927419354838
42	2013	2077	1.0317933432687532
43	1956	2110	1.0787321063394684
44	1966	2084	1.0600203458799593
45	2021	2169	1.0732310737258783
46	2068	2211	1.0691489361702127
47	2072	2179	1.0516409266409266
48	1976	2128	1.0769230769230769
49	1969	2087	1.0599288979177248
50	2024	2111	1.04298418972332
51	2023	2137	1.0563519525457241
52	1942	1989	1.0242018537590114
53	2008	2116	1.0537848605577689
54	1971	2093	1.0618975139523086
55	2089	2224	1.0646242221158448
56	1993	2047	1.0270948319116908
57	1966	2077	1.0564598168870805
58	2007	2001	0.9970104633781763
59	2048	2260	1.103515625
60	1982	2152	1.0857719475277496
61	2010	2086	1.037810945273632
62	1955	2030	1.0383631713554988
63	2033	2101	1.0334481062469256
64	1890	1997	1.0566137566137566
65	1995	2045	1.0250626566416041
66	2048	2185	1.06689453125
67	1895	1989	1.0496042216358838
68	2005	2168	1.0812967581047381
69	2064	2164	1.0484496124031009
70	1997	2131	1.0671006509764647
71	2012	2165	1.0760437375745526
72	2122	2221	1.0466540999057492
73	1949	2078	1.0661877886095434
74	1954	2030	1.038894575230297
75	2043	2203	1.0783162016642194
76	1980	2046	1.0333333333333334
77	2011	2203	1.0954748881153655
78	1952	2132	1.0922131147540983
79	1997	2113	1.058087130696044
80	2042	2172	1.0636630754162586
81	2053	2242	1.0920603994154896
82	2002	2099	1.0484515484515484
83	1988	2081	1.0467806841046277
84	1975	2048	1.0369620253164558
85	2062	2199	1.0664403491755576
86	1978	2058	1.0404448938321538
87	2006	2088	1.040877367896311
88	2067	2178	1.053701015965167
89	1964	2148	1.0936863543788187
90	2011	2166	1.0770760815514668
91	1980	2117	1.0691919191919192
92	1957	2082	1.0638732754215636
93	1993	2101	1.0541896638233819
94	2052	2158	1.0516569200779726
95	2017	2098	1.0401586514625683
96	2065	2147	1.0397094430992737
97	2077	2163	1.0414058738565237
98	2012	2134	1.0606361829025845
99	2042	2239	1.0964740450538688
