	Before	After	A/B
0	999	9431	9.44044044044044
1	983	9440	9.60325534079349
2	1018	9428	9.261296660117878
3	1041	9433	9.06147934678194
4	979	9426	9.628192032686414
5	984	9412	9.565040650406504
6	995	9382	9.429145728643215
7	1022	9451	9.247553816046967
8	1012	9451	9.338932806324111
9	994	9413	9.469818913480886
10	932	9434	10.122317596566523
11	961	9400	9.781477627471384
12	976	9417	9.648565573770492
13	974	9392	9.64271047227926
14	1026	9439	9.199805068226121
15	965	9391	9.73160621761658
16	961	9430	9.812695109261186
17	1004	9443	9.405378486055778
18	1053	9433	8.958214624881291
19	958	9367	9.777661795407099
20	989	9382	9.486349848331647
21	958	9379	9.790187891440501
22	1007	9417	9.351539225422046
23	985	9385	9.527918781725889
24	950	9382	9.875789473684211
25	1008	9386	9.311507936507937
26	991	9432	9.51765893037336
27	981	9373	9.554536187563711
28	964	9337	9.685684647302905
29	987	9420	9.544072948328267
30	1032	9450	9.156976744186046
31	1021	9436	9.241919686581783
32	977	9454	9.67656090071648
33	1018	9410	9.24361493123772
34	979	9401	9.602655771195098
35	1010	9407	9.313861386138614
36	1024	9458	9.236328125
37	957	9390	9.81191222570533
38	1027	9421	9.17332035053554
39	999	9398	9.407407407407407
40	987	9412	9.53596757852077
41	974	9427	9.678644763860369
42	1018	9429	9.262278978388998
43	986	9400	9.533468559837727
44	967	9410	9.731127197518097
45	1012	9421	9.309288537549406
46	1052	9420	8.954372623574145
47	980	9416	9.608163265306123
48	1008	9464	9.38888888888889
49	1029	9452	9.18561710398445
50	1016	9420	9.271653543307087
51	973	9414	9.675231243576567
52	982	9392	9.564154786150713
53	961	9427	9.809573361082206
54	972	9418	9.689300411522634
55	929	9350	10.064585575888051
56	999	9432	9.441441441441441
57	960	9357	9.746875
58	971	9412	9.693099897013388
59	978	9398	9.609406952965236
60	987	9450	9.574468085106384
61	973	9406	9.667009249743062
62	942	9410	9.989384288747345
63	962	9406	9.777546777546778
64	1069	9409	8.801683816651076
65	1040	9452	9.088461538461539
66	994	9410	9.466800804828974
67	972	9424	9.695473251028806
68	980	9382	9.573469387755102
69	933	9378	10.05144694533762
70	960	9396	9.7875
71	959	9410	9.81230448383733
72	998	9392	9.410821643286573
73	957	9376	9.797283176593522
74	990	9416	9.511111111111111
75	1038	9475	9.128131021194605
76	991	9397	9.48234106962664
77	1019	9473	9.296368989205103
78	1034	9494	9.181818181818182
79	1002	9451	9.432135728542914
80	968	9410	9.72107438016529
81	1028	9428	9.171206225680933
82	1029	9490	9.222546161321672
83	965	9417	9.758549222797928
84	946	9380	9.915433403805498
85	1002	9432	9.41317365269461
86	1015	9405	9.266009852216749
87	947	9385	9.910242872228089
88	984	9434	9.58739837398374
89	971	9380	9.660144181256436
90	968	9415	9.726239669421487
91	989	9448	9.553083923154702
92	983	9456	9.619532044760936
93	1001	9424	9.414585414585414
94	984	9423	9.576219512195122
95	1007	9452	9.386295928500497
96	1072	9501	8.862873134328359
97	1035	9435	9.115942028985508
98	1030	9401	9.127184466019418
99	999	9380	9.38938938938939
