	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Precision	0.9740401316774683	0.9736087951048842	0.9703805579348577	0.9725234366982145	0.9725549084565261	0.9716458778604193	0.972547290638077	0.9725067604410096	0.9723696911237555	0.9741336625628404	0.974387143968836	0.9730144924493158	0.973868306474821	0.974736199379626	0.9727010177903009	0.9715455493418621	0.9727041744372262	0.9740816793508327	0.9712764223216842	0.9709770035660794	0.9745026690554639	0.974887212504469	0.9725429260180769	0.9723408636248042	0.9756114131929123	0.9745524794747631	0.9725055605882609	0.9729409935311935	0.972851076503576	0.9735485507760185	0.9732028665765232	0.9721384412709111	0.972978732612874	0.9712882636452569	0.970866069430768	0.9729424039696457	0.9737458339057554	0.9745154102220257	0.9744477396794894	0.9729139499200901	0.9707696363145094	0.972560821048909	0.9717262622517102	0.9737726141766647	0.9723906810790858	0.9732900600600161	0.9734704372223587	0.9721343534872515	0.9742110620346001	0.9732618654896881	0.9715918089965716	0.9733418074938845	0.9721597500456257	0.9723855023169231	0.9712673937886107	0.9706883599915243	0.9712660997657466	0.9724514401013452	0.9731063268234904	0.9734369294360119	0.9742833367420946	0.9708839544860057	0.9734670807761707	0.9724719876078551	0.9731154711995706	0.9737132798928261	0.9731291058929061	0.9727325383656447	0.9744623912199504	0.9724794987880201	0.9733031661355294	0.972402162685539	0.9742963704041794	0.9720153442875661	0.9718050871025039	0.9738411603324099	0.9705131569199483	0.9728589488050302	0.9713378719809695	0.9721672511061816	0.9732054256953633	0.9738049472237645	0.9725859930580574	0.9721963841783043	0.971181821368224	0.9737165884293281	0.971964237917059	0.971002858197952	0.9730176255942362	0.972608028468979	0.9711757403255501	0.9715756458480018	0.9744810368054492	0.9720802340023907	0.973913195092209	0.973391605387181	0.9730931192237691	0.9703139788406249	0.9713121425089909	0.9725235352924742
Dropout	0.00035	0.0002	0.0001	0.0001	0.00015	5e-05	0.0001	5e-05	0.0002	0.00015	0.00015	5e-05	0.00015	0.0002	0.00035	0.0002	0.0004	0.0004	0.0005	0.0003	0.0003	0.00015	0.00025	0.00025	0.0002	0.0003	0.00015	0.0002	0.00015	0.00015	0.0002	0.0002	0.00025	0.00015	0.0003	0.00015	0.00025	0.0003	0.00015	0.00015	0.00035	0.0001	0.0003	0.0004	0.00025	5e-05	0.0002	0.0001	0.0002	0.0001	0.00025	0.0003	0.0001	0.00025	0.0002	0.0002	0.00025	0.00015	0.0003	0.00035	0.00025	0.0001	0.00015	0.00025	5e-05	0.00035	0.0003	0.00015	0.0002	0.00015	0.00015	0.00025	0.00015	0.0001	0.0001	0.00015	0.0001	0.0002	0.0002	0.00025	0.0002	5e-05	0.0002	5e-05	0.00015	0.0001	0.0002	5e-05	0.0002	5e-05	0.00015	0.00015	0.00015	0.00035	0.0004	0.00025	0.0001	0.0003	0.00035	0.0003
