	Before	After	A/B
0	2007	8530	4.250124564025909
1	2002	8559	4.275224775224776
2	2008	8580	4.272908366533865
3	2032	8597	4.230807086614173
4	1994	8619	4.32246740220662
5	1979	8540	4.315310763011622
6	1980	8588	4.3373737373737375
7	2021	8586	4.2483918852053435
8	2024	8516	4.207509881422925
9	1954	8511	4.35568065506653
10	2077	8550	4.11651420317766
11	1955	8521	4.358567774936061
12	2087	8587	4.114518447532343
13	1994	8498	4.261785356068205
14	1956	8480	4.335378323108385
15	2016	8575	4.253472222222222
16	1954	8515	4.357727737973388
17	1901	8445	4.442398737506576
18	1950	8559	4.389230769230769
19	2026	8543	4.216683119447187
20	1944	8416	4.329218106995885
21	1985	8571	4.3178841309823675
22	2019	8568	4.2436849925705795
23	2007	8615	4.2924763328350775
24	2081	8623	4.143680922633349
25	2027	8482	4.184509126788357
26	1972	8606	4.3640973630831645
27	1955	8551	4.373913043478261
28	2046	8591	4.198924731182796
29	2000	8543	4.2715
30	2002	8595	4.293206793206793
31	2065	8614	4.171428571428572
32	1938	8510	4.391124871001032
33	1987	8595	4.3256165072974335
34	1979	8533	4.31177362304194
35	2010	8638	4.297512437810945
36	1955	8519	4.357544757033248
37	1948	8555	4.3916837782340865
38	2004	8577	4.279940119760479
39	1986	8537	4.2985901309164145
40	2016	8620	4.275793650793651
41	1983	8531	4.302067574382249
42	2010	8667	4.311940298507463
43	2011	8563	4.258080556936847
44	2051	8610	4.197952218430034
45	2010	8605	4.281094527363184
46	1967	8522	4.332486019318759
47	1986	8559	4.309667673716012
48	2012	8500	4.224652087475149
49	2000	8588	4.294
50	2022	8592	4.249258160237389
51	1956	8543	4.367586912065439
52	1984	8520	4.294354838709677
53	1957	8511	4.349003576903423
54	1939	8497	4.382155750386797
55	2037	8630	4.2366224840451645
56	2081	8628	4.146083613647285
57	2093	8564	4.091734352603917
58	2044	8620	4.217221135029354
59	1979	8545	4.3178372915613945
60	2014	8509	4.2249255213505466
61	1978	8619	4.357431749241658
62	2046	8607	4.206744868035191
63	1966	8558	4.353001017293998
64	2016	8623	4.277281746031746
65	1975	8455	4.281012658227848
66	1953	8482	4.343061955965182
67	2004	8600	4.291417165668663
68	2072	8628	4.164092664092664
69	2022	8598	4.252225519287834
70	2038	8600	4.2198233562316
71	2047	8584	4.193453834880312
72	2011	8518	4.235703630034808
73	2057	8635	4.197860962566845
74	2016	8605	4.268353174603175
75	1956	8547	4.369631901840491
76	1987	8591	4.32360342224459
77	1956	8499	4.345092024539877
78	2003	8616	4.301547678482277
79	2005	8566	4.272319201995012
80	2023	8627	4.264458724666337
81	2003	8497	4.242136794807788
82	1987	8526	4.290890790135883
83	2070	8594	4.151690821256039
84	1975	8548	4.328101265822784
85	1941	8552	4.405976300875837
86	1950	8486	4.351794871794872
87	2120	8691	4.099528301886792
88	2039	8580	4.207945071113291
89	2006	8588	4.281156530408774
90	2011	8630	4.291397314768772
91	1973	8513	4.314749113025849
92	2003	8552	4.269595606590115
93	1938	8508	4.390092879256966
94	2077	8642	4.1608088589311505
95	1957	8559	4.373530914665304
96	2012	8596	4.272365805168986
97	2015	8524	4.230272952853598
98	2024	8655	4.276185770750988
99	1958	8485	4.333503575076609
