	Before	After	A/B
0	212	7545	35.589622641509436
1	190	7296	38.4
2	186	7441	40.005376344086024
3	194	7390	38.09278350515464
4	200	7489	37.445
5	222	7701	34.689189189189186
6	206	7609	36.93689320388349
7	188	7347	39.079787234042556
8	222	7763	34.968468468468465
9	198	7347	37.10606060606061
10	210	7655	36.45238095238095
11	196	7509	38.31122448979592
12	197	7545	38.2994923857868
13	195	7438	38.14358974358974
14	216	7516	34.7962962962963
15	180	7321	40.672222222222224
16	179	7171	40.06145251396648
17	204	7606	37.28431372549019
18	221	7661	34.665158371040725
19	197	7387	37.49746192893401
20	194	7368	37.97938144329897
21	213	7553	35.460093896713616
22	181	7151	39.50828729281768
23	203	7540	37.142857142857146
24	212	7598	35.839622641509436
25	199	7353	36.949748743718594
26	211	7570	35.87677725118483
27	211	7571	35.88151658767772
28	175	7335	41.91428571428571
29	225	7708	34.257777777777775
30	209	7578	36.25837320574163
31	190	7482	39.37894736842105
32	179	7224	40.357541899441344
33	201	7536	37.492537313432834
34	189	7390	39.1005291005291
35	180	7291	40.50555555555555
36	206	7627	37.02427184466019
37	201	7496	37.29353233830846
38	198	7465	37.7020202020202
39	200	7413	37.065
40	180	7271	40.394444444444446
41	211	7627	36.14691943127962
42	197	7451	37.82233502538071
43	208	7606	36.56730769230769
44	185	7358	39.77297297297297
45	191	7333	38.39267015706806
46	193	7398	38.33160621761658
47	182	7487	41.137362637362635
48	186	7340	39.46236559139785
49	185	7495	40.513513513513516
50	196	7363	37.566326530612244
51	228	7805	34.23245614035088
52	200	7401	37.005
53	208	7575	36.41826923076923
54	195	7559	38.764102564102565
55	202	7565	37.45049504950495
56	191	7391	38.696335078534034
57	183	7304	39.91256830601093
58	210	7664	36.49523809523809
59	212	7597	35.83490566037736
60	174	7180	41.264367816091955
61	208	7568	36.38461538461539
62	206	7514	36.47572815533981
63	207	7552	36.48309178743961
64	211	7666	36.33175355450237
65	180	7237	40.205555555555556
66	209	7582	36.27751196172249
67	194	7305	37.654639175257735
68	174	7257	41.706896551724135
69	211	7631	36.165876777251185
70	206	7544	36.62135922330097
71	173	7165	41.41618497109827
72	199	7436	37.36683417085427
73	197	7462	37.878172588832484
74	187	7357	39.342245989304814
75	180	7386	41.03333333333333
76	204	7589	37.200980392156865
77	203	7561	37.24630541871921
78	205	7507	36.61951219512195
79	193	7412	38.40414507772021
80	174	7146	41.06896551724138
81	184	7320	39.78260869565217
82	192	7326	38.15625
83	195	7466	38.287179487179486
84	180	7282	40.455555555555556
85	178	7250	40.73033707865169
86	199	7446	37.41708542713568
87	173	7203	41.63583815028902
88	209	7661	36.655502392344495
89	211	7613	36.08056872037915
90	203	7582	37.34975369458128
91	187	7382	39.475935828877006
92	183	7219	39.44808743169399
93	197	7448	37.807106598984774
94	215	7716	35.88837209302326
95	210	7574	36.06666666666667
96	201	7580	37.711442786069654
97	206	7594	36.86407766990291
98	197	7546	38.30456852791878
99	194	7372	38.0
