	Before	After	A/B
0	2001	2117	1.0579710144927537
1	2046	2098	1.0254154447702835
2	1989	2107	1.0593262946204123
3	1962	2130	1.0856269113149848
4	1978	2105	1.064206268958544
5	1964	2056	1.0468431771894093
6	1992	2061	1.0346385542168675
7	1988	2090	1.051307847082495
8	2048	2165	1.05712890625
9	2030	2180	1.0738916256157636
10	2028	2127	1.0488165680473374
11	1975	2053	1.039493670886076
12	2024	2114	1.0444664031620554
13	1924	2082	1.0821205821205822
14	2040	2131	1.044607843137255
15	1893	1961	1.0359218172213418
16	2029	2205	1.086742237555446
17	2064	2138	1.0358527131782946
18	1958	2064	1.0541368743615935
19	2071	2172	1.048768710767745
20	2051	2177	1.0614334470989761
21	2014	2164	1.0744786494538232
22	1991	2139	1.0743345052737319
23	1991	2086	1.0477147162230036
24	1926	2026	1.051921079958463
25	1987	2056	1.03472571716155
26	1981	2119	1.0696617869762746
27	1987	1977	0.9949672873678913
28	2004	2127	1.061377245508982
29	1982	2073	1.0459132189707365
30	1935	2017	1.0423772609819122
31	2002	2112	1.054945054945055
32	1949	2020	1.0364289379168805
33	1985	2059	1.03727959697733
34	2019	2168	1.0737989103516592
35	2006	2105	1.0493519441674974
36	1976	2122	1.0738866396761133
37	2053	2246	1.094008767657087
38	1997	2137	1.070105157736605
39	1920	2036	1.0604166666666666
40	1933	2102	1.0874288670460424
41	2008	2152	1.0717131474103585
42	2044	2203	1.077788649706458
43	2048	2230	1.0888671875
44	1949	2101	1.0779887121600822
45	1953	2036	1.0424987199180749
46	2017	2150	1.065939514129896
47	2010	2212	1.100497512437811
48	2069	2192	1.0594490091831803
49	1971	2108	1.069507864028412
50	1920	2114	1.1010416666666667
51	1985	2113	1.0644836272040303
52	1997	2106	1.0545818728092138
53	2007	2081	1.0368709516691579
54	1976	2159	1.0926113360323886
55	1994	2058	1.0320962888665999
56	2023	2159	1.0672268907563025
57	1988	2096	1.0543259557344065
58	1934	2089	1.080144777662875
59	2141	2232	1.0425035030359644
60	2017	2127	1.0545364402578086
61	2007	2130	1.0612855007473843
62	2005	2201	1.0977556109725686
63	2055	2280	1.1094890510948905
64	2006	2068	1.0309072781655035
65	2003	2055	1.0259610584123815
66	1983	2199	1.1089258698940998
67	2019	2176	1.0777612679544328
68	2052	2213	1.0784600389863548
69	2011	2163	1.0755842864246643
70	2061	2178	1.056768558951965
71	1953	2104	1.0773169482846903
72	1959	2014	1.028075548749362
73	1985	2105	1.0604534005037782
74	1915	2014	1.0516971279373368
75	1953	2042	1.0455709165386584
76	1999	2154	1.0775387693846923
77	1983	2181	1.0998487140695916
78	1966	2080	1.0579857578840284
79	2045	2156	1.054278728606357
80	1951	2023	1.036904151717068
81	1996	2055	1.029559118236473
82	2038	2261	1.1094210009813543
83	1982	2119	1.06912209889001
84	2000	2061	1.0305
85	1992	2144	1.0763052208835342
86	1960	2072	1.0571428571428572
87	2035	2207	1.0845208845208845
88	1961	2055	1.0479347271800101
89	2031	2202	1.0841949778434268
90	2055	2179	1.0603406326034064
91	2035	2189	1.0756756756756756
92	2042	2206	1.0803134182174339
93	2024	2153	1.0637351778656126
94	1941	2145	1.1051004636785162
95	2002	2125	1.0614385614385615
96	1972	2126	1.0780933062880325
97	1999	2180	1.090545272636318
98	2014	2111	1.048162859980139
99	2044	2179	1.0660469667318981
