	Before	After	A/B
0	1019	1094	1.0736015701668302
1	1020	1160	1.1372549019607843
2	1011	1078	1.066271018793274
3	1003	1098	1.0947158524426719
4	995	1083	1.0884422110552763
5	961	1007	1.0478668054110303
6	1020	1057	1.0362745098039217
7	992	1034	1.0423387096774193
8	1013	1006	0.9930898321816387
9	995	1133	1.1386934673366833
10	1023	1069	1.0449657869012707
11	1025	1012	0.9873170731707317
12	971	1049	1.0803295571575695
13	1003	1054	1.0508474576271187
14	993	1056	1.0634441087613293
15	951	972	1.0220820189274449
16	1035	1094	1.0570048309178743
17	1003	1043	1.0398803589232304
18	935	954	1.0203208556149732
19	975	981	1.0061538461538462
20	1035	1150	1.1111111111111112
21	998	1094	1.0961923847695392
22	1029	1049	1.0194363459669582
23	998	1093	1.095190380761523
24	988	1004	1.0161943319838056
25	1005	1073	1.0676616915422885
26	992	1082	1.090725806451613
27	1006	1031	1.0248508946322068
28	1061	1056	0.9952874646559849
29	1014	1065	1.0502958579881656
30	1033	1124	1.0880929332042595
31	1024	1120	1.09375
32	1076	1177	1.0938661710037174
33	940	984	1.0468085106382978
34	993	1067	1.0745216515609264
35	972	1010	1.0390946502057614
36	1044	1140	1.0919540229885059
37	1000	1105	1.105
38	988	1096	1.1093117408906883
39	1003	1072	1.0687936191425722
40	961	961	1.0
41	951	981	1.0315457413249212
42	1008	1033	1.0248015873015872
43	1057	1115	1.054872280037843
44	973	1091	1.1212744090441933
45	1025	1103	1.0760975609756098
46	1017	1028	1.0108161258603736
47	952	1003	1.0535714285714286
48	996	1058	1.0622489959839359
49	974	1010	1.0369609856262834
50	983	1091	1.1098677517802644
51	987	1018	1.0314083080040526
52	1022	1116	1.091976516634051
53	984	1042	1.0589430894308942
54	955	978	1.024083769633508
55	973	1009	1.0369989722507709
56	1050	1184	1.1276190476190475
57	998	1047	1.0490981963927857
58	1012	1042	1.0296442687747036
59	1066	1108	1.0393996247654784
60	943	922	0.9777306468716861
61	1023	1103	1.078201368523949
62	1012	1120	1.1067193675889329
63	1018	1128	1.1080550098231827
64	1033	1086	1.0513068731848985
65	1026	1087	1.0594541910331383
66	1008	1124	1.1150793650793651
67	912	1016	1.1140350877192982
68	1037	1104	1.064609450337512
69	983	1001	1.0183112919633774
70	1003	1033	1.0299102691924227
71	1013	1060	1.0463968410661402
72	1003	1085	1.081754735792622
73	1032	1083	1.0494186046511629
74	990	1022	1.0323232323232323
75	1050	1090	1.0380952380952382
76	1049	1098	1.0467111534795044
77	936	964	1.0299145299145298
78	976	1014	1.0389344262295082
79	1045	1119	1.0708133971291867
80	1004	1005	1.000996015936255
81	1018	1085	1.0658153241650294
82	976	1077	1.103483606557377
83	984	1040	1.056910569105691
84	955	1016	1.0638743455497381
85	986	1051	1.065922920892495
86	988	1094	1.1072874493927125
87	997	1013	1.0160481444332998
88	1038	1072	1.0327552986512525
89	961	1021	1.0624349635796047
90	1008	1078	1.0694444444444444
91	1004	1059	1.0547808764940239
92	998	1070	1.0721442885771544
93	997	1091	1.0942828485456368
94	975	1029	1.0553846153846154
95	1020	1061	1.0401960784313726
96	1022	1038	1.015655577299413
97	1004	1053	1.048804780876494
98	988	1038	1.0506072874493928
99	1008	1091	1.0823412698412698
