	Before	After	A/B
0	969	1038	1.0712074303405572
1	959	1034	1.078206465067779
2	964	1023	1.0612033195020747
3	1001	1046	1.0449550449550449
4	1017	1161	1.1415929203539823
5	1005	1033	1.0278606965174129
6	970	996	1.02680412371134
7	986	1075	1.09026369168357
8	1028	1077	1.0476653696498055
9	1025	1096	1.069268292682927
10	987	1081	1.0952380952380953
11	1043	1104	1.0584851390220518
12	996	1031	1.035140562248996
13	1003	1012	1.0089730807577268
14	1051	1114	1.059942911512845
15	957	992	1.0365726227795193
16	964	985	1.0217842323651452
17	1029	1086	1.055393586005831
18	979	1060	1.0827374872318694
19	976	1025	1.0502049180327868
20	985	1075	1.0913705583756346
21	939	1010	1.0756123535676252
22	1001	1017	1.0159840159840159
23	1020	1082	1.0607843137254902
24	1001	977	0.9760239760239761
25	1021	1099	1.0763956904995102
26	964	1033	1.0715767634854771
27	987	1025	1.038500506585613
28	999	1065	1.0660660660660661
29	1032	1077	1.0436046511627908
30	1008	1013	1.0049603174603174
31	1006	1134	1.1272365805168987
32	983	1003	1.0203458799593081
33	998	1082	1.0841683366733468
34	1065	1161	1.0901408450704226
35	958	1012	1.0563674321503131
36	1004	1089	1.0846613545816732
37	1005	1054	1.0487562189054727
38	987	1033	1.0466058763931105
39	994	1057	1.0633802816901408
40	1059	1132	1.068932955618508
41	1022	1064	1.0410958904109588
42	1010	1013	1.002970297029703
43	1031	1097	1.064015518913676
44	987	983	0.9959473150962512
45	952	993	1.0430672268907564
46	975	1080	1.1076923076923078
47	1036	1146	1.106177606177606
48	993	1016	1.0231621349446123
49	1043	1044	1.0009587727708533
50	1010	1077	1.0663366336633664
51	1012	1032	1.0197628458498025
52	960	982	1.0229166666666667
53	1022	1073	1.0499021526418786
54	959	1023	1.0667361835245046
55	1046	1095	1.0468451242829828
56	1018	1086	1.0667976424361494
57	1016	1087	1.0698818897637796
58	1040	1080	1.0384615384615385
59	1038	1148	1.1059730250481696
60	992	1056	1.064516129032258
61	1009	998	0.9890981169474727
62	987	1043	1.0567375886524824
63	1031	1095	1.0620756547041708
64	960	1031	1.0739583333333333
65	1035	1151	1.1120772946859903
66	978	1033	1.056237218813906
67	1050	1124	1.0704761904761906
68	1044	1112	1.0651340996168583
69	1009	1088	1.0782953419226957
70	974	1062	1.0903490759753593
71	1010	1087	1.0762376237623763
72	997	1055	1.058174523570712
73	986	1025	1.039553752535497
74	1030	1124	1.09126213592233
75	973	1000	1.027749229188078
76	1002	1053	1.0508982035928143
77	1059	1121	1.0585457979225685
78	1062	1068	1.0056497175141244
79	1041	1092	1.0489913544668588
80	1026	1109	1.0808966861598441
81	1049	1065	1.0152526215443278
82	988	1018	1.0303643724696356
83	1063	1151	1.0827845719661335
84	1022	1082	1.0587084148727985
85	1000	1049	1.049
86	1058	1134	1.0718336483931947
87	1061	1122	1.057492931196984
88	991	1081	1.0908173562058527
89	1009	1028	1.0188305252725471
90	1035	1062	1.0260869565217392
91	982	1085	1.104887983706721
92	971	1080	1.1122554067971164
93	1028	1086	1.056420233463035
94	1039	1132	1.0895091434071222
95	997	1040	1.0431293881644934
96	1018	1051	1.0324165029469548
97	914	965	1.0557986870897156
98	1044	1098	1.0517241379310345
99	1014	1046	1.0315581854043392
