	Before	After	A/B
0	222	7790	35.090090090090094
1	195	7322	37.54871794871795
2	220	7611	34.595454545454544
3	216	7680	35.55555555555556
4	189	7315	38.7037037037037
5	180	7262	40.34444444444444
6	211	7572	35.88625592417062
7	195	7447	38.18974358974359
8	202	7442	36.84158415841584
9	204	7610	37.30392156862745
10	189	7449	39.41269841269841
11	204	7540	36.96078431372549
12	196	7400	37.755102040816325
13	199	7542	37.89949748743719
14	184	7298	39.66304347826087
15	197	7394	37.53299492385787
16	194	7372	38.0
17	213	7681	36.06103286384977
18	221	7706	34.86877828054298
19	191	7330	38.37696335078534
20	186	7263	39.04838709677419
21	220	7710	35.04545454545455
22	186	7509	40.37096774193548
23	208	7535	36.22596153846154
24	203	7601	37.443349753694584
25	201	7530	37.46268656716418
26	169	7084	41.917159763313606
27	167	7074	42.35928143712575
28	212	7607	35.882075471698116
29	220	7670	34.86363636363637
30	186	7290	39.193548387096776
31	181	7344	40.574585635359114
32	210	7509	35.75714285714286
33	182	7414	40.73626373626374
34	198	7548	38.121212121212125
35	195	7458	38.246153846153845
36	199	7468	37.527638190954775
37	169	7158	42.35502958579882
38	204	7521	36.86764705882353
39	188	7371	39.20744680851064
40	198	7382	37.282828282828284
41	192	7389	38.484375
42	190	7224	38.02105263157895
43	191	7440	38.952879581151834
44	197	7491	38.025380710659896
45	216	7713	35.708333333333336
46	213	7636	35.84976525821596
47	209	7525	36.004784688995215
48	210	7616	36.266666666666666
49	211	7486	35.47867298578199
50	213	7685	36.07981220657277
51	202	7417	36.71782178217822
52	190	7340	38.63157894736842
53	232	7753	33.418103448275865
54	202	7581	37.52970297029703
55	217	7555	34.815668202764975
56	209	7520	35.98086124401914
57	216	7767	35.958333333333336
58	214	7590	35.467289719626166
59	195	7369	37.78974358974359
60	210	7644	36.4
61	222	7658	34.4954954954955
62	185	7257	39.22702702702703
63	193	7290	37.7720207253886
64	186	7412	39.8494623655914
65	199	7541	37.89447236180904
66	214	7609	35.55607476635514
67	208	7480	35.96153846153846
68	195	7439	38.14871794871795
69	191	7387	38.675392670157066
70	207	7635	36.88405797101449
71	216	7670	35.50925925925926
72	200	7441	37.205
73	199	7464	37.50753768844221
74	215	7596	35.330232558139535
75	193	7413	38.409326424870464
76	201	7472	37.17412935323383
77	199	7519	37.78391959798995
78	188	7393	39.32446808510638
79	198	7503	37.89393939393939
80	190	7321	38.53157894736842
81	218	7647	35.07798165137615
82	183	7376	40.30601092896175
83	176	7277	41.34659090909091
84	207	7542	36.43478260869565
85	193	7343	38.04663212435233
86	183	7290	39.83606557377049
87	232	7772	33.5
88	198	7524	38.0
89	193	7377	38.22279792746114
90	165	7154	43.35757575757576
91	196	7507	38.30102040816327
92	220	7708	35.03636363636364
93	203	7496	36.926108374384235
94	181	7236	39.97790055248619
95	229	7619	33.2707423580786
96	207	7495	36.207729468599034
97	212	7613	35.910377358490564
98	207	7425	35.869565217391305
99	191	7512	39.32984293193717
