	Before	After	A/B
0	3998	4292	1.073536768384192
1	4020	4152	1.0328358208955224
2	4069	4385	1.0776603588105185
3	3980	4226	1.0618090452261306
4	4025	4333	1.0765217391304347
5	3963	4191	1.0575321725965179
6	3962	4130	1.0424028268551238
7	4065	4322	1.0632226322263223
8	4082	4350	1.0656540911317982
9	3996	4172	1.044044044044044
10	3940	4148	1.052791878172589
11	3942	4130	1.047691527143582
12	3976	4281	1.0767102615694164
13	3963	4179	1.0545041635124905
14	4006	4251	1.061158262606091
15	3986	4215	1.057451078775715
16	3921	4169	1.0632491711298138
17	3968	4135	1.042086693548387
18	3979	4275	1.074390550389545
19	4010	4278	1.0668329177057356
20	4040	4268	1.0564356435643565
21	3975	4218	1.0611320754716982
22	3983	4236	1.0635199598292744
23	3955	4200	1.0619469026548674
24	3942	4094	1.0385591070522577
25	4053	4236	1.0451517394522576
26	4156	4375	1.0526948989412896
27	3979	4224	1.0615732596129681
28	4051	4328	1.068378178227598
29	3952	4178	1.0571862348178138
30	3981	4322	1.0856568701331324
31	4023	4268	1.0608998260004971
32	3979	4213	1.0588087459160593
33	4088	4281	1.047211350293542
34	3928	4179	1.0639002036659877
35	3891	4157	1.0683628887175534
36	4025	4321	1.0735403726708075
37	4060	4331	1.0667487684729065
38	3987	4287	1.0752445447705041
39	4034	4272	1.0589985126425385
40	4013	4252	1.0595564415649141
41	4064	4265	1.049458661417323
42	3955	4283	1.0829329962073324
43	4066	4394	1.0806689621249386
44	4043	4318	1.068018797922335
45	3982	4186	1.0512305374183828
46	3940	4199	1.065736040609137
47	4017	4182	1.041075429424944
48	4034	4336	1.0748636588993554
49	4018	4286	1.066699850671976
50	4001	4223	1.055486128467883
51	3973	4226	1.0636798389126605
52	3987	4250	1.0659643842488087
53	4038	4396	1.0886577513620603
54	3985	4147	1.0406524466750313
55	4007	4344	1.0841028200648863
56	3974	4131	1.0395067941620533
57	3996	4157	1.0402902902902902
58	3995	4295	1.0750938673341677
59	4049	4256	1.0511237342553716
60	4024	4254	1.0571570576540756
61	3982	4248	1.066800602712205
62	4009	4192	1.0456472935894239
63	3992	4303	1.0779058116232465
64	4034	4227	1.0478433316807139
65	3971	4175	1.051372450264417
66	3997	4213	1.0540405303977984
67	4036	4327	1.0721010901883052
68	3996	4184	1.047047047047047
69	3997	4258	1.065298974230673
70	3994	4236	1.0605908863294942
71	3996	4334	1.0845845845845845
72	4031	4344	1.077648226246589
73	3946	4173	1.0575266092245312
74	3860	4081	1.0572538860103626
75	4044	4245	1.0497032640949555
76	3959	4289	1.083354382419803
77	3976	4271	1.074195171026157
78	3921	4141	1.0561081356796735
79	4093	4399	1.0747617884192524
80	3887	4152	1.0681759711860046
81	4004	4131	1.0317182817182817
82	3960	4190	1.0580808080808082
83	3970	4152	1.0458438287153653
84	4009	4339	1.082314791718633
85	3993	4170	1.0443275732531931
86	3948	4217	1.0681357649442755
87	4069	4290	1.0543130990415335
88	4040	4278	1.058910891089109
89	3981	4146	1.041446872645064
90	3999	4251	1.0630157539384846
91	4064	4372	1.0757874015748032
92	4014	4242	1.0568011958146488
93	3932	4173	1.061291963377416
94	4002	4196	1.0484757621189404
95	3967	4159	1.04839929417696
96	3977	4103	1.031682172491828
97	4049	4353	1.0750802667325265
98	4092	4407	1.0769794721407624
99	3962	4243	1.0709237758707724
