	Before	After	A/B
0	1953	2102	1.0762928827444957
1	2025	2135	1.054320987654321
2	2017	2091	1.0366881507188894
3	2033	2164	1.0644367929168717
4	2016	2087	1.035218253968254
5	2037	2183	1.071674030436917
6	2040	2194	1.0754901960784313
7	2000	2105	1.0525
8	2057	2211	1.0748663101604279
9	2050	2192	1.069268292682927
10	1939	2112	1.0892212480660135
11	1956	2079	1.062883435582822
12	2037	2206	1.0829651448208149
13	1974	2103	1.0653495440729484
14	2062	2151	1.0431619786614936
15	1917	2036	1.06207616066771
16	1944	2118	1.0895061728395061
17	2029	2198	1.0832922621981271
18	1963	2183	1.1120733571064696
19	1982	2134	1.0766902119071644
20	2024	2068	1.0217391304347827
21	2021	2178	1.0776843146956951
22	1996	2033	1.0185370741482966
23	2044	2173	1.0631115459882583
24	2019	2160	1.0698365527488856
25	1970	2024	1.0274111675126905
26	2032	2219	1.092027559055118
27	2034	2100	1.0324483775811208
28	1970	2058	1.0446700507614213
29	1965	2126	1.0819338422391858
30	1934	2069	1.0698035160289556
31	2001	2137	1.0679660169915042
32	2052	2164	1.0545808966861598
33	2038	2168	1.0637880274779195
34	2040	2184	1.0705882352941176
35	1948	2048	1.051334702258727
36	1943	2057	1.058672156459084
37	2011	2116	1.0522128294380906
38	1983	2083	1.0504286434694907
39	2029	2159	1.0640709709216363
40	2007	2087	1.0398604882909817
41	2021	2166	1.0717466600692727
42	1998	2072	1.037037037037037
43	2015	2145	1.064516129032258
44	2029	2106	1.0379497289305077
45	1968	2039	1.0360772357723578
46	2010	2152	1.0706467661691543
47	1991	2165	1.0873932697137116
48	2005	2161	1.0778054862842892
49	2009	2141	1.065704330512693
50	2005	2201	1.0977556109725686
51	2005	2083	1.0389027431421447
52	2084	2174	1.0431861804222649
53	2080	2222	1.0682692307692307
54	2019	2117	1.0485388806339773
55	2086	2280	1.093000958772771
56	2021	2140	1.0588817417120238
57	2029	2163	1.0660423854115328
58	1940	2071	1.0675257731958763
59	1984	2095	1.0559475806451613
60	2056	2092	1.017509727626459
61	2019	2205	1.0921248142644873
62	1963	2079	1.0590932246561386
63	2040	2203	1.0799019607843137
64	1979	2187	1.1051035876705406
65	1929	2163	1.1213063763608087
66	1973	2168	1.0988342625443488
67	2015	2150	1.066997518610422
68	1992	2078	1.0431726907630523
69	1993	2167	1.0873055694932263
70	1994	2079	1.0426278836509528
71	1917	2094	1.0923317683881064
72	1976	2010	1.0172064777327936
73	1928	2090	1.08402489626556
74	1933	2042	1.0563890325918261
75	1983	2094	1.0559757942511347
76	1995	2193	1.0992481203007518
77	2026	2133	1.0528134254689043
78	2008	2170	1.0806772908366533
79	1974	2117	1.0724417426545085
80	2079	2152	1.035113035113035
81	2022	2106	1.0415430267062316
82	1992	2096	1.0522088353413654
83	2042	2256	1.1047992164544564
84	2028	2217	1.0931952662721893
85	2012	2098	1.0427435387673956
86	2000	2058	1.029
87	1940	2057	1.0603092783505155
88	2010	2171	1.0800995024875621
89	1899	1991	1.048446550816219
90	2004	2197	1.0963073852295409
91	1950	2108	1.081025641025641
92	1975	2025	1.0253164556962024
93	1992	2083	1.0456827309236947
94	2017	2158	1.0699058006941002
95	2008	2074	1.0328685258964143
96	2071	2160	1.04297440849831
97	1995	2136	1.0706766917293233
98	2001	2150	1.0744627686156922
99	2008	2147	1.0692231075697212
