	Before	After	A/B
0	2021	8586	4.2483918852053435
1	1967	8564	4.35383833248602
2	2039	8609	4.222167729279058
3	1921	8530	4.44039562727746
4	2005	8536	4.257356608478803
5	2048	8617	4.20751953125
6	2003	8511	4.249126310534199
7	2009	8585	4.273270283723245
8	2007	8534	4.252117588440458
9	1933	8548	4.422141748577341
10	2006	8625	4.299601196410768
11	1981	8565	4.323573952549218
12	1990	8557	4.3
13	1985	8605	4.335012594458438
14	2025	8570	4.232098765432099
15	1967	8615	4.379766141331977
16	1988	8615	4.333501006036217
17	1954	8453	4.325997952917093
18	2030	8609	4.2408866995073895
19	1975	8533	4.320506329113924
20	1981	8515	4.298334174659263
21	2048	8608	4.203125
22	1926	8562	4.445482866043614
23	2039	8647	4.240804315841099
24	2016	8594	4.262896825396825
25	2001	8570	4.282858570714643
26	2041	8623	4.224889759921607
27	2026	8572	4.230997038499506
28	1996	8516	4.266533066132265
29	1994	8583	4.304413239719158
30	1949	8558	4.3909697280656745
31	1932	8538	4.419254658385094
32	1915	8530	4.454308093994778
33	1944	8494	4.3693415637860085
34	1940	8487	4.374742268041237
35	2011	8632	4.292391844853307
36	2028	8608	4.2445759368836296
37	2031	8575	4.222058099458395
38	1929	8569	4.4421980300673924
39	2070	8657	4.182125603864734
40	2021	8571	4.240969816922315
41	1968	8523	4.3307926829268295
42	2015	8567	4.251612903225807
43	1992	8578	4.306224899598393
44	1995	8644	4.332832080200501
45	2053	8582	4.180224062347784
46	1989	8557	4.302161890397184
47	1968	8527	4.332825203252033
48	2004	8541	4.2619760479041915
49	1965	8564	4.358269720101781
50	1958	8546	4.364657814096017
51	1930	8545	4.427461139896373
52	2016	8623	4.277281746031746
53	1931	8463	4.38270326255826
54	1989	8570	4.308697838109603
55	1972	8515	4.317951318458418
56	2058	8609	4.183187560738581
57	1986	8513	4.2865055387714
58	2028	8615	4.248027613412229
59	2022	8580	4.243323442136498
60	2023	8664	4.282748393475037
61	2003	8558	4.272591113330005
62	1958	8544	4.363636363636363
63	2017	8558	4.242935052057511
64	2044	8619	4.216731898238748
65	1988	8636	4.344064386317908
66	2036	8576	4.212180746561886
67	2002	8612	4.301698301698302
68	2000	8621	4.3105
69	1941	8537	4.398248325605358
70	2059	8634	4.193297717338514
71	2105	8649	4.108788598574822
72	1985	8566	4.31536523929471
73	2007	8532	4.251121076233184
74	2096	8665	4.1340648854961835
75	2016	8527	4.229662698412699
76	1963	8538	4.349465104431991
77	1984	8623	4.346270161290323
78	1945	8510	4.375321336760925
79	2010	8550	4.253731343283582
80	2012	8624	4.286282306163022
81	1992	8559	4.296686746987952
82	2029	8652	4.264169541646131
83	2018	8582	4.2527254707631315
84	2013	8577	4.26080476900149
85	1928	8514	4.41597510373444
86	1998	8585	4.296796796796797
87	2020	8560	4.237623762376238
88	2087	8718	4.177287973167226
89	2105	8670	4.118764845605701
90	1894	8518	4.497360084477297
91	1998	8598	4.303303303303303
92	2027	8596	4.2407498766650225
93	1980	8541	4.3136363636363635
94	2012	8667	4.307654075546719
95	1964	8577	4.367107942973523
96	2037	8664	4.253313696612666
97	1991	8543	4.290808638874937
98	2053	8616	4.1967851924013635
99	2046	8640	4.222873900293255
