	Before	After	A/B
0	992	9415	9.490927419354838
1	952	9364	9.836134453781513
2	970	9411	9.702061855670102
3	1003	9375	9.346959122632104
4	1006	9418	9.36182902584493
5	974	9458	9.710472279260781
6	994	9388	9.44466800804829
7	968	9350	9.659090909090908
8	1026	9427	9.188109161793372
9	994	9402	9.458752515090543
10	1028	9450	9.19260700389105
11	1044	9442	9.044061302681992
12	1007	9452	9.386295928500497
13	992	9405	9.480846774193548
14	1027	9478	9.228821811100293
15	990	9446	9.541414141414142
16	973	9412	9.673175745118192
17	998	9425	9.443887775551103
18	987	9456	9.580547112462007
19	988	9381	9.494939271255062
20	1052	9453	8.98574144486692
21	988	9405	9.51923076923077
22	1081	9484	8.77335800185014
23	1027	9463	9.214216163583252
24	984	9366	9.518292682926829
25	965	9370	9.709844559585493
26	996	9437	9.474899598393574
27	975	9366	9.606153846153846
28	1031	9433	9.149369544131911
29	984	9392	9.544715447154472
30	1004	9464	9.426294820717132
31	979	9365	9.5658835546476
32	990	9401	9.495959595959595
33	1050	9465	9.014285714285714
34	997	9457	9.485456369107322
35	1009	9430	9.345887016848364
36	1011	9417	9.31454005934718
37	934	9411	10.076017130620984
38	1023	9447	9.234604105571847
39	974	9462	9.714579055441478
40	943	9427	9.996818663838813
41	1025	9442	9.21170731707317
42	956	9405	9.837866108786612
43	1013	9431	9.309970384995065
44	961	9411	9.792924037460978
45	1031	9427	9.143549951503395
46	965	9408	9.74922279792746
47	966	9376	9.70600414078675
48	1053	9431	8.956315289648623
49	1008	9410	9.33531746031746
50	984	9382	9.534552845528456
51	1037	9424	9.0877531340405
52	988	9332	9.445344129554655
53	984	9414	9.567073170731707
54	973	9443	9.70503597122302
55	1004	9377	9.339641434262948
56	1020	9421	9.236274509803922
57	1030	9431	9.15631067961165
58	996	9452	9.48995983935743
59	978	9439	9.651329243353784
60	983	9418	9.580874872838251
61	1001	9378	9.368631368631368
62	982	9406	9.578411405295316
63	1028	9429	9.172178988326849
64	986	9408	9.54158215010142
65	968	9415	9.726239669421487
66	1052	9467	8.999049429657795
67	996	9418	9.45582329317269
68	998	9427	9.445891783567134
69	960	9445	9.838541666666666
70	1042	9448	9.067178502879079
71	924	9335	10.102813852813853
72	1036	9395	9.068532818532818
73	973	9398	9.658787255909559
74	1013	9463	9.341559723593287
75	977	9383	9.60388945752303
76	971	9409	9.690010298661175
77	997	9435	9.463390170511534
78	991	9388	9.473259334006055
79	1010	9446	9.352475247524753
80	1006	9454	9.397614314115309
81	1040	9457	9.09326923076923
82	1043	9451	9.06136145733461
83	1017	9435	9.277286135693215
84	1052	9428	8.961977186311787
85	1020	9403	9.218627450980392
86	968	9405	9.715909090909092
87	988	9437	9.55161943319838
88	964	9391	9.741701244813278
89	979	9424	9.626149131767109
90	1008	9385	9.310515873015873
91	1003	9454	9.425722831505484
92	984	9405	9.557926829268293
93	987	9410	9.533941236068896
94	1043	9460	9.069990412272292
95	991	9459	9.544904137235116
96	1004	9424	9.386454183266933
97	987	9411	9.534954407294833
98	1004	9441	9.403386454183266
99	952	9399	9.872899159663865
