	Before	After	A/B
0	4012	4317	1.0760219341974078
1	3948	4128	1.0455927051671732
2	3986	4218	1.0582037129954842
3	3971	4189	1.054898010576681
4	4043	4369	1.0806331931733861
5	3965	4290	1.0819672131147542
6	4015	4247	1.057783312577833
7	3979	4225	1.0618245790399599
8	3972	4253	1.0707452165156093
9	4009	4189	1.0448989773010726
10	4028	4268	1.0595829195630586
11	4088	4293	1.050146771037182
12	3961	4247	1.072203988891694
13	4043	4337	1.0727182785060598
14	3979	4235	1.0643377733098769
15	3990	4201	1.0528822055137845
16	3991	4090	1.0248058130794286
17	4009	4255	1.0613619356447992
18	3994	4290	1.074111166750125
19	4026	4341	1.078241430700447
20	3998	4206	1.0520260130065033
21	3944	4184	1.0608519269776877
22	4023	4220	1.048968431518767
23	3964	4262	1.0751765893037335
24	3995	4212	1.0543178973717147
25	3976	4251	1.0691649899396378
26	3953	4167	1.054136099165191
27	4054	4325	1.0668475579674395
28	4008	4249	1.060129740518962
29	4057	4357	1.0739462657135814
30	4014	4178	1.040857000498256
31	3974	4279	1.0767488676396577
32	4043	4277	1.0578778135048232
33	4002	4218	1.0539730134932535
34	4047	4367	1.079070916728441
35	3991	4222	1.057880230518667
36	4034	4326	1.0723847297967277
37	4098	4342	1.0595412396290873
38	3970	4218	1.0624685138539043
39	3968	4313	1.086945564516129
40	3932	4173	1.061291963377416
41	3923	4146	1.0568442518480754
42	4063	4238	1.043071621954221
43	3937	4203	1.0675641351282703
44	3947	4173	1.0572586774765644
45	3945	4217	1.0689480354879595
46	3947	4182	1.0595388902964276
47	3936	4269	1.0846036585365855
48	4002	4219	1.054222888555722
49	3939	4248	1.0784463061690786
50	3974	4218	1.0613990941117262
51	3976	4249	1.068661971830986
52	3986	4192	1.0516808830908178
53	3958	4186	1.0576048509348155
54	3945	4195	1.0633713561470215
55	3985	4173	1.047176913425345
56	4067	4310	1.0597492008851734
57	3992	4122	1.032565130260521
58	4094	4281	1.0456765999022961
59	3989	4220	1.0579092504387064
60	4023	4220	1.048968431518767
61	3942	4156	1.054287163876205
62	4048	4285	1.0585474308300395
63	3997	4199	1.0505379034275706
64	4021	4310	1.0718726684904252
65	4011	4246	1.0585888805784094
66	4013	4243	1.0573137303762772
67	4039	4378	1.0839316662540233
68	4005	4291	1.071410736579276
69	4009	4265	1.0638563232726366
70	4026	4267	1.0598609041231992
71	3994	4237	1.0608412618928393
72	4032	4229	1.048859126984127
73	3980	4217	1.0595477386934673
74	4010	4193	1.0456359102244388
75	3999	4184	1.0462615653913478
76	4086	4291	1.0501713166911404
77	3994	4183	1.0473209814722084
78	4126	4437	1.0753756665050898
79	3972	4155	1.04607250755287
80	4065	4352	1.0706027060270602
81	4040	4301	1.0646039603960396
82	4023	4283	1.0646283867760378
83	4060	4312	1.0620689655172413
84	4063	4232	1.0415948806300763
85	4090	4226	1.0332518337408314
86	4018	4242	1.0557491289198606
87	4004	4247	1.0606893106893107
88	3998	4325	1.0817908954477238
89	3985	4202	1.0544542032622333
90	4045	4256	1.0521631644004945
91	4061	4256	1.0480177296232456
92	3924	4116	1.0489296636085628
93	4063	4373	1.0762983017474772
94	3934	4194	1.0660904931367565
95	3974	4274	1.0754906894816305
96	3952	4160	1.0526315789473684
97	3989	4303	1.0787164702933065
98	3988	4187	1.049899699097292
99	4000	4205	1.05125
