	Before	After	A/B
0	1970	9756	4.952284263959391
1	1989	9717	4.885369532428356
2	1980	9706	4.902020202020202
3	2055	9732	4.735766423357664
4	1967	9727	4.945094051855618
5	2027	9732	4.801184015786877
6	2026	9747	4.810957551826259
7	1959	9730	4.966819806023481
8	2030	9758	4.8068965517241375
9	2039	9742	4.777832270720942
10	1999	9735	4.869934967483742
11	1989	9729	4.891402714932127
12	2039	9740	4.776851397743992
13	1968	9742	4.95020325203252
14	2014	9730	4.831181727904667
15	1946	9758	5.014388489208633
16	2048	9723	4.74755859375
17	1932	9717	5.029503105590062
18	2062	9760	4.7332686711930165
19	2084	9747	4.677063339731286
20	2010	9764	4.857711442786069
21	1985	9722	4.897732997481108
22	1997	9735	4.874812218327492
23	1957	9755	4.984670413898825
24	2001	9736	4.8655672163918045
25	1964	9742	4.960285132382892
26	2010	9721	4.836318407960199
27	1974	9720	4.924012158054711
28	1972	9733	4.935598377281948
29	2079	9747	4.688311688311688
30	2002	9734	4.862137862137862
31	2017	9742	4.829945463559742
32	2020	9738	4.820792079207921
33	1927	9710	5.038920601971977
34	1906	9705	5.091815320041973
35	1934	9747	5.039813857290589
36	1982	9749	4.918768920282543
37	1979	9710	4.906518443658413
38	2064	9719	4.708817829457364
39	1957	9736	4.974961676034747
40	1983	9715	4.899142713061019
41	1928	9757	5.060684647302905
42	2005	9744	4.8598503740648376
43	1956	9718	4.968302658486707
44	1976	9762	4.940283400809717
45	2006	9734	4.852442671984048
46	2033	9713	4.777668470241023
47	2009	9742	4.849178695868591
48	1954	9729	4.979017400204708
49	2024	9742	4.813241106719367
50	2007	9724	4.845042351768809
51	1952	9735	4.98719262295082
52	1998	9744	4.876876876876877
53	2003	9721	4.853220169745382
54	2061	9744	4.727802037845706
55	2027	9752	4.811050814010853
56	2103	9739	4.631003328578221
57	2026	9742	4.808489634748272
58	2002	9744	4.8671328671328675
59	1985	9735	4.904282115869018
60	1954	9699	4.963664278403275
61	1895	9718	5.128232189973615
62	1946	9722	4.9958890030832475
63	2039	9764	4.7886218734673855
64	1987	9727	4.895319577252139
65	2035	9754	4.793120393120393
66	1983	9746	4.914775592536561
67	1995	9741	4.882706766917293
68	2039	9740	4.776851397743992
69	2039	9736	4.774889651790093
70	2014	9736	4.83416087388282
71	1928	9707	5.034751037344399
72	2011	9778	4.862257583291894
73	2006	9728	4.849451645064805
74	1894	9709	5.126187961985217
75	1982	9725	4.906659939455096
76	2006	9752	4.861415752741775
77	2032	9774	4.81003937007874
78	1981	9743	4.918223119636547
79	2054	9730	4.7370983446932815
80	1950	9724	4.986666666666666
81	2044	9744	4.767123287671233
82	1927	9736	5.052413077322263
83	1935	9741	5.034108527131783
84	2012	9740	4.8409542743538765
85	1987	9734	4.898842476094615
86	2014	9736	4.83416087388282
87	1967	9738	4.950686324351805
88	2024	9729	4.806818181818182
89	1989	9724	4.888888888888889
90	1972	9727	4.932555780933063
91	1976	9744	4.931174089068826
92	1985	9743	4.908312342569269
93	1929	9757	5.058061171591498
94	2086	9747	4.672579098753595
95	1938	9723	5.0170278637770895
96	1993	9739	4.8866031108881085
97	2054	9760	4.751703992210321
98	2054	9727	4.735637779941578
99	2043	9726	4.76064610866373
