	Before	After	A/B
0	1979	8557	4.323900960080849
1	2009	8559	4.260328521652563
2	1999	8597	4.300650325162581
3	1959	8545	4.361919346605411
4	1978	8507	4.300808897876643
5	2009	8540	4.2508710801393725
6	2012	8565	4.256958250497018
7	2008	8601	4.283366533864542
8	2059	8636	4.194269062651773
9	2012	8627	4.287773359840954
10	2010	8630	4.293532338308458
11	2025	8552	4.22320987654321
12	1970	8629	4.380203045685279
13	1950	8544	4.381538461538462
14	2028	8610	4.245562130177515
15	1963	8528	4.344370860927152
16	1963	8540	4.35048395313296
17	2000	8552	4.276
18	2022	8644	4.274975272007913
19	1996	8617	4.317134268537074
20	2090	8612	4.120574162679426
21	1941	8448	4.352395672333849
22	2036	8585	4.216601178781925
23	1982	8500	4.288597376387488
24	2042	8566	4.194906953966699
25	2021	8575	4.242949035131123
26	1944	8547	4.396604938271605
27	2012	8609	4.27882703777336
28	1969	8542	4.338242762823769
29	2020	8597	4.255940594059406
30	1922	8499	4.4219562955254945
31	2051	8566	4.176499268649439
32	1976	8518	4.310728744939271
33	1989	8586	4.316742081447964
34	2020	8610	4.262376237623762
35	1973	8528	4.3223517486061835
36	1996	8584	4.30060120240481
37	2047	8636	4.21885686370298
38	2003	8568	4.277583624563155
39	2040	8541	4.186764705882353
40	2019	8636	4.277365032194155
41	2012	8612	4.280318091451292
42	2018	8552	4.237859266600594
43	1982	8500	4.288597376387488
44	1987	8543	4.299446401610468
45	1974	8513	4.312563323201621
46	2069	8678	4.194296761720638
47	1995	8534	4.277694235588973
48	2020	8597	4.255940594059406
49	1960	8523	4.348469387755102
50	2022	8616	4.261127596439169
51	2024	8524	4.211462450592886
52	1979	8548	4.3193532086912585
53	1986	8563	4.311681772406848
54	2012	8577	4.262922465208748
55	1974	8417	4.263931104356637
56	2051	8594	4.190151145782545
57	2033	8546	4.20363994097393
58	2020	8570	4.242574257425742
59	1940	8534	4.398969072164949
60	2006	8522	4.248255234297108
61	1989	8616	4.33182503770739
62	2013	8609	4.2767014406358665
63	2006	8535	4.254735792622133
64	1994	8528	4.276830491474423
65	2049	8595	4.194729136163982
66	1977	8567	4.333333333333333
67	1900	8543	4.496315789473684
68	1970	8505	4.317258883248731
69	2007	8532	4.251121076233184
70	2013	8653	4.298559364133134
71	2014	8534	4.23733862959285
72	1998	8584	4.296296296296297
73	1987	8610	4.333165576245596
74	1996	8510	4.263527054108216
75	2008	8584	4.274900398406374
76	2000	8603	4.3015
77	1979	8584	4.337544214249621
78	2047	8571	4.187103077674646
79	1956	8513	4.352249488752556
80	1994	8559	4.292377131394183
81	2036	8629	4.238212180746562
82	1927	8490	4.4058121432278154
83	2037	8604	4.223858615611193
84	1944	8506	4.375514403292181
85	2023	8503	4.2031636183885315
86	1962	8552	4.35881753312946
87	1972	8436	4.27789046653144
88	1977	8483	4.2908447142134545
89	1999	8537	4.270635317658829
90	2002	8594	4.292707292707293
91	1948	8507	4.367043121149897
92	1953	8569	4.387608806963645
93	1951	8487	4.35007688364941
94	1963	8585	4.3734080489047376
95	2023	8594	4.24814631735047
96	2038	8591	4.21540726202159
97	1908	8454	4.430817610062893
98	2021	8593	4.251855517070757
99	2022	8562	4.234421364985163
