	Before	After	A/B
0	1979	2140	1.0813542193026782
1	1990	2142	1.0763819095477387
2	2088	2264	1.0842911877394636
3	1941	2032	1.04688304997424
4	2033	2108	1.0368912936546975
5	2014	2115	1.0501489572989076
6	2045	2200	1.075794621026895
7	1983	2070	1.0438729198184569
8	1974	2111	1.0694022289766971
9	2037	2170	1.0652920962199313
10	2012	2230	1.1083499005964215
11	2008	2132	1.0617529880478087
12	1940	2101	1.0829896907216494
13	2044	2127	1.0406066536203522
14	1953	2143	1.0972862263184844
15	2059	2188	1.0626517727051967
16	2061	2106	1.0218340611353711
17	2012	2134	1.0606361829025845
18	1995	2127	1.0661654135338345
19	2041	2164	1.060264576188143
20	2036	2111	1.0368369351669942
21	2016	2192	1.0873015873015872
22	1936	2078	1.0733471074380165
23	2085	2235	1.0719424460431655
24	2000	2109	1.0545
25	1946	2033	1.0447070914696814
26	2050	2104	1.0263414634146342
27	2020	2160	1.0693069306930694
28	2057	2134	1.0374331550802138
29	1973	2055	1.0415610745058286
30	1995	2139	1.0721804511278195
31	1973	2133	1.0810947795235681
32	2023	2210	1.0924369747899159
33	2046	2210	1.0801564027370478
34	2024	2191	1.0825098814229248
35	1942	2094	1.07826982492276
36	2035	2207	1.0845208845208845
37	1992	2082	1.0451807228915662
38	1993	2102	1.0546914199698947
39	1987	2227	1.1207851031706089
40	1984	2097	1.0569556451612903
41	1989	2098	1.0548014077425842
42	1971	2126	1.0786402841197362
43	1967	2120	1.077783426537875
44	2001	2072	1.0354822588705648
45	2036	2165	1.06335952848723
46	1983	2085	1.0514372163388805
47	2052	2149	1.047270955165692
48	1956	2113	1.0802658486707566
49	1982	2079	1.0489404641775983
50	1953	2082	1.06605222734255
51	1973	2109	1.068930562595033
52	2062	2252	1.0921435499515033
53	1987	2085	1.0493205837946653
54	1981	2097	1.0585562847046945
55	1971	2080	1.0553018772196854
56	1937	2088	1.0779556014455343
57	1927	2050	1.0638297872340425
58	1949	2054	1.0538737814263726
59	2046	2170	1.0606060606060606
60	2013	2131	1.0586189766517635
61	1977	2044	1.0338897319170461
62	2004	2101	1.0484031936127745
63	2013	2066	1.0263288623944362
64	2027	2139	1.0552540700542674
65	1977	2135	1.0799190692969145
66	2052	2184	1.064327485380117
67	2093	2204	1.05303392259914
68	1967	2053	1.0437214031520081
69	2041	2099	1.0284174424301813
70	2040	2204	1.080392156862745
71	1954	2004	1.0255885363357216
72	2013	2090	1.0382513661202186
73	2059	2123	1.0310830500242836
74	1963	2074	1.0565461029037189
75	1984	2132	1.0745967741935485
76	2040	2127	1.0426470588235295
77	1902	2054	1.0799158780231335
78	1994	2183	1.0947843530591774
79	2052	2212	1.077972709551657
80	1936	2037	1.0521694214876034
81	2036	2240	1.100196463654224
82	2033	2156	1.0605017215937038
83	2014	2139	1.0620655412115194
84	1979	2044	1.032844871147044
85	1968	2081	1.0574186991869918
86	1968	2075	1.054369918699187
87	1988	2108	1.0603621730382293
88	2031	2254	1.1097981290004924
89	1952	2066	1.0584016393442623
90	1976	2127	1.076417004048583
91	2043	2147	1.0509055310817426
92	1948	2117	1.0867556468172486
93	2007	2164	1.0782262082710514
94	2013	2177	1.0814704421261798
95	2060	2236	1.0854368932038836
96	1952	2039	1.0445696721311475
97	2008	2085	1.0383466135458168
98	1996	2062	1.0330661322645291
99	1956	2156	1.1022494887525562
