	Before	After	A/B
0	990	1065	1.0757575757575757
1	1045	1085	1.0382775119617225
2	1000	1041	1.041
3	1055	1067	1.0113744075829383
4	1040	1147	1.1028846153846155
5	1007	1041	1.0337636544190665
6	1033	1074	1.0396902226524685
7	1066	1127	1.0572232645403377
8	1001	1013	1.011988011988012
9	1082	1146	1.0591497227356748
10	961	998	1.0385015608740895
11	984	1049	1.0660569105691058
12	1013	1077	1.0631786771964462
13	1018	1113	1.0933202357563852
14	1003	1043	1.0398803589232304
15	1055	1044	0.9895734597156398
16	975	1050	1.0769230769230769
17	1045	1098	1.0507177033492823
18	1054	1180	1.1195445920303606
19	975	1024	1.0502564102564103
20	1029	1114	1.0826044703595723
21	1049	1110	1.0581506196377501
22	1010	1081	1.0702970297029704
23	979	1075	1.09805924412666
24	996	1064	1.0682730923694779
25	1016	1070	1.0531496062992125
26	972	1052	1.0823045267489713
27	1025	1122	1.0946341463414635
28	1043	1076	1.0316395014381592
29	980	1131	1.1540816326530612
30	1060	1104	1.0415094339622641
31	993	1009	1.0161127895266868
32	990	1034	1.0444444444444445
33	1003	1089	1.0857427716849453
34	997	998	1.0010030090270812
35	980	1058	1.079591836734694
36	1061	1111	1.0471253534401508
37	1015	1072	1.0561576354679802
38	1058	1144	1.0812854442344046
39	1024	1081	1.0556640625
40	1025	1149	1.1209756097560977
41	980	1073	1.0948979591836734
42	997	1084	1.0872617853560682
43	1033	1156	1.1190706679574056
44	1010	1010	1.0
45	1001	1026	1.024975024975025
46	967	990	1.0237849017580145
47	977	1073	1.098259979529171
48	967	1036	1.0713547052740435
49	989	1073	1.0849342770475228
50	1023	1081	1.056695992179863
51	991	1044	1.053481331987891
52	958	956	0.9979123173277662
53	997	1106	1.1093279839518555
54	1005	1070	1.064676616915423
55	954	1020	1.069182389937107
56	1007	1064	1.0566037735849056
57	1008	1055	1.0466269841269842
58	1017	1112	1.0934119960668633
59	1025	1094	1.0673170731707318
60	994	1066	1.0724346076458753
61	1007	1106	1.0983118172790467
62	1036	1052	1.0154440154440154
63	990	1040	1.0505050505050506
64	976	1008	1.0327868852459017
65	1028	1089	1.0593385214007782
66	994	1094	1.1006036217303823
67	1016	1048	1.031496062992126
68	997	1043	1.0461384152457371
69	1019	1113	1.0922473012757605
70	974	1046	1.0739219712525667
71	1001	1089	1.0879120879120878
72	1052	1165	1.1074144486692015
73	946	1015	1.072938689217759
74	993	1053	1.0604229607250755
75	991	1029	1.0383451059535822
76	963	1005	1.043613707165109
77	974	1035	1.0626283367556468
78	1010	1040	1.0297029702970297
79	984	1035	1.0518292682926829
80	1032	1141	1.1056201550387597
81	986	1072	1.0872210953346857
82	1019	1053	1.0333660451422964
83	1076	1106	1.0278810408921932
84	1018	1059	1.0402750491159136
85	1013	1068	1.054294175715696
86	990	1051	1.0616161616161617
87	985	1090	1.1065989847715736
88	985	1000	1.015228426395939
89	1050	1128	1.0742857142857143
90	1015	1036	1.0206896551724138
91	989	1057	1.0687563195146612
92	1020	1104	1.0823529411764705
93	1039	1072	1.0317613089509143
94	982	1089	1.1089613034623218
95	1027	1128	1.098344693281402
96	1012	1028	1.0158102766798418
97	968	1077	1.112603305785124
98	958	971	1.0135699373695197
99	970	1032	1.0639175257731959
