	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Precision	0.48990761899734475	0.4800916364596908	0.4759188670187779	0.5262499928886604	0.5036165565864075	0.454605899315891	0.49725994564521586	0.4729860310642335	0.49023993674160793	0.46848866997211513	0.47586898599934835	0.4906075132639982	0.48316341988814715	0.5151764216826413	0.4960467025982026	0.5103353809601253	0.48416636230344623	0.47654892879941024	0.4881312750564787	0.4804409727252846	0.48987895099014134	0.4868769728078875	0.5157949989288948	0.4654963980433205	0.49796320411867234	0.4877540673066322	0.501645004974313	0.5034326404485365	0.48589848983263145	0.4873524405898729	0.4941150406218294	0.5044140768030629	0.4887809483305539	0.4824693550592308	0.4977642881718606	0.4899345653430855	0.4949641948573401	0.47915864669491065	0.4991145229350663	0.5106041917682115	0.4621100685228197	0.48585096096059477	0.4826946474978363	0.5053957231905556	0.4833874743164861	0.4972133453302302	0.47326187980648615	0.5010111476952017	0.49923529683714185	0.4840771651798509	0.4907103909292297	0.4728600092872683	0.4878775201742326	0.4785639563130825	0.47872904320636267	0.46555692589813313	0.49892435757553966	0.4834303234703215	0.4931112634820766	0.4636418104890744	0.4871767547282846	0.5064218943401392	0.5055714905931987	0.496836802674026	0.47387247850108105	0.4921202757884868	0.4858480368128508	0.4925587321593782	0.4972515167232632	0.47718389028814967	0.513006006731161	0.49154614084805287	0.4860835432277469	0.4913689030522353	0.5034938547306129	0.48365875046127016	0.47948746400928194	0.46951584647175765	0.49341573830343216	0.4850406682707884	0.4765033442890515	0.48155386585869686	0.49774584932165894	0.49816474717443776	0.5123366378375867	0.4692040032285709	0.4863907535941834	0.502470115851501	0.4906227084266742	0.4816090032291407	0.48150669887012143	0.4952494860571901	0.4778220670031126	0.4890446444864765	0.4858565984899773	0.4684126878508606	0.4694075921266185	0.4791909780511241	0.4856971519086051	0.5051906485864394
Dropout	0.04535	0.0458	0.0463	0.04315	0.04675	0.0481	0.0434	0.0451	0.04375	0.0485	0.047	0.04325	0.04615	0.04755	0.04475	0.0465	0.0468	0.0474	0.04545	0.0468	0.0472	0.0482	0.0463	0.04435	0.0432	0.04675	0.0477	0.04715	0.0474	0.0464	0.04425	0.0457	0.04675	0.04605	0.0442	0.04675	0.04755	0.04605	0.04355	0.0452	0.05025	0.0474	0.04605	0.04805	0.04495	0.0464	0.04735	0.0481	0.04775	0.0462	0.04665	0.051	0.0433	0.0465	0.04655	0.0445	0.04365	0.04865	0.0489	0.0447	0.04695	0.0491	0.046	0.04875	0.0457	0.04735	0.04785	0.04895	0.0451	0.0456	0.04405	0.0441	0.0472	0.04565	0.0453	0.04305	0.04725	0.04885	0.0452	0.0441	0.04655	0.0453	0.04455	0.04725	0.045	0.04575	0.04285	0.0436	0.0458	0.04675	0.0496	0.0434	0.04975	0.0462	0.04665	0.04465	0.04565	0.04525	0.04755	0.04585
