	Before	After	A/B
0	1950	2127	1.0907692307692307
1	1995	2122	1.0636591478696742
2	1987	2057	1.035228988424761
3	1916	2054	1.072025052192067
4	1951	2095	1.0738083034341364
5	2059	2159	1.0485672656629432
6	2049	2169	1.0585651537335286
7	2012	2164	1.0755467196819086
8	2034	2171	1.067354965585054
9	2017	2131	1.0565195835399108
10	1981	2103	1.0615850580514892
11	1973	2182	1.105930055752661
12	2000	2147	1.0735
13	2051	2239	1.0916626036079962
14	2007	2143	1.0677628300946687
15	2041	2131	1.0440960313571779
16	2027	2067	1.0197335964479526
17	2044	2243	1.097358121330724
18	2000	2201	1.1005
19	1980	2079	1.05
20	2040	2173	1.0651960784313725
21	2015	2144	1.0640198511166252
22	2044	2105	1.029843444227006
23	1976	2043	1.033906882591093
24	2056	2179	1.0598249027237354
25	2032	2186	1.0757874015748032
26	1970	2037	1.034010152284264
27	2097	2194	1.0462565569861708
28	2000	2047	1.0235
29	2049	2207	1.077110785749146
30	2020	2155	1.066831683168317
31	2004	2100	1.0479041916167664
32	1983	2129	1.0736258194654564
33	1948	2018	1.0359342915811087
34	2024	2185	1.0795454545454546
35	1929	2088	1.0824261275272162
36	1995	2134	1.069674185463659
37	2077	2247	1.0818488204140588
38	2002	2101	1.0494505494505495
39	2012	2070	1.02882703777336
40	2042	2187	1.0710088148873653
41	2017	2154	1.067922657411998
42	1985	2109	1.0624685138539043
43	2098	2235	1.065300285986654
44	2011	2153	1.070611636001989
45	1930	1991	1.0316062176165803
46	2032	2169	1.0674212598425197
47	1898	2036	1.0727081138040042
48	2019	2194	1.0866765725606735
49	1962	2077	1.0586136595310907
50	1969	2177	1.1056373793803962
51	2007	2136	1.0642750373692078
52	1990	2108	1.0592964824120603
53	1953	2061	1.055299539170507
54	2052	2135	1.040448343079922
55	2085	2150	1.0311750599520384
56	1944	2092	1.0761316872427984
57	2012	2121	1.0541749502982107
58	1968	2199	1.1173780487804879
59	1989	2111	1.0613373554550025
60	1960	2062	1.0520408163265307
61	2033	2182	1.0732907033939991
62	2080	2224	1.0692307692307692
63	2051	2184	1.0648464163822526
64	2005	2081	1.0379052369077306
65	1968	2033	1.0330284552845528
66	1934	2065	1.0677352637021718
67	1985	2111	1.0634760705289672
68	2054	2166	1.0545277507302824
69	2009	2221	1.105525136884022
70	1917	2043	1.0657276995305165
71	2051	2152	1.0492442710872745
72	1998	2027	1.0145145145145145
73	2048	2105	1.02783203125
74	1975	2126	1.0764556962025316
75	1984	2118	1.0675403225806452
76	2018	2084	1.0327056491575817
77	1997	2085	1.0440660991487232
78	2006	2126	1.0598205383848454
79	1909	1971	1.0324777370350968
80	1991	2125	1.0673028628829735
81	1972	2072	1.050709939148073
82	1989	2111	1.0613373554550025
83	1938	2043	1.0541795665634675
84	1981	2102	1.0610802624936901
85	1942	2096	1.0792996910401649
86	2042	2182	1.0685602350636632
87	1995	2132	1.0686716791979949
88	2021	2185	1.0811479465611085
89	1971	2116	1.0735667174023338
90	2033	2204	1.0841121495327102
91	1978	2122	1.0728008088978767
92	2032	2199	1.0821850393700787
93	2041	2114	1.0357667809897109
94	2009	1996	0.993529118964659
95	1959	2106	1.0750382848392037
96	2009	2122	1.0562468889995023
97	2017	2068	1.0252850768468023
98	2051	2126	1.0365675280351048
99	1934	2054	1.0620475698035161
