	Before	After	A/B
0	217	3433	15.820276497695852
1	188	3298	17.54255319148936
2	197	3234	16.416243654822335
3	188	3223	17.143617021276597
4	177	3084	17.423728813559322
5	195	3231	16.56923076923077
6	193	3106	16.093264248704664
7	192	3257	16.963541666666668
8	204	3281	16.083333333333332
9	200	3274	16.37
10	188	3159	16.8031914893617
11	217	3541	16.317972350230416
12	212	3481	16.419811320754718
13	174	2870	16.49425287356322
14	184	3063	16.64673913043478
15	209	3223	15.421052631578947
16	193	3089	16.00518134715026
17	206	3333	16.179611650485437
18	216	3319	15.36574074074074
19	212	3512	16.566037735849058
20	193	3137	16.253886010362695
21	212	3358	15.839622641509434
22	206	3397	16.490291262135923
23	228	3505	15.37280701754386
24	220	3602	16.37272727272727
25	216	3565	16.50462962962963
26	186	3065	16.478494623655912
27	195	3241	16.620512820512822
28	196	3228	16.46938775510204
29	217	3495	16.10599078341014
30	221	3423	15.48868778280543
31	205	3326	16.224390243902437
32	207	3310	15.990338164251208
33	212	3201	15.099056603773585
34	194	3147	16.221649484536083
35	190	3188	16.778947368421054
36	201	3090	15.373134328358208
37	208	3261	15.677884615384615
38	185	3046	16.464864864864865
39	199	3230	16.231155778894472
40	193	3187	16.512953367875646
41	205	3363	16.40487804878049
42	204	3445	16.887254901960784
43	214	3475	16.238317757009344
44	198	3200	16.161616161616163
45	176	3183	18.085227272727273
46	196	3117	15.903061224489797
47	205	3237	15.790243902439025
48	210	3494	16.63809523809524
49	203	3386	16.679802955665025
50	197	3283	16.66497461928934
51	195	3343	17.143589743589743
52	210	3297	15.7
53	216	3373	15.61574074074074
54	187	3010	16.09625668449198
55	222	3392	15.27927927927928
56	212	3270	15.424528301886792
57	187	3214	17.18716577540107
58	203	3271	16.113300492610836
59	202	3414	16.900990099009903
60	210	3400	16.19047619047619
61	218	3654	16.761467889908257
62	189	3155	16.693121693121693
63	205	3223	15.721951219512196
64	170	3137	18.45294117647059
65	193	3006	15.575129533678757
66	199	3174	15.949748743718592
67	215	3578	16.641860465116277
68	175	3122	17.84
69	190	2845	14.973684210526315
70	200	3185	15.925
71	212	3267	15.410377358490566
72	217	3387	15.608294930875577
73	206	3388	16.446601941747574
74	212	3454	16.29245283018868
75	192	3045	15.859375
76	197	3217	16.32994923857868
77	205	3249	15.848780487804879
78	190	3017	15.878947368421052
79	230	3626	15.765217391304347
80	188	3045	16.1968085106383
81	214	3396	15.869158878504672
82	222	3500	15.765765765765765
83	206	3260	15.825242718446601
84	205	3382	16.497560975609755
85	196	3132	15.979591836734693
86	223	3544	15.89237668161435
87	212	3496	16.49056603773585
88	204	3363	16.485294117647058
89	211	3369	15.966824644549764
90	202	3277	16.222772277227723
91	183	3065	16.74863387978142
92	202	3265	16.163366336633665
93	185	3082	16.65945945945946
94	208	3414	16.41346153846154
95	205	3270	15.951219512195122
96	201	3131	15.577114427860696
97	191	3126	16.36649214659686
98	211	3287	15.578199052132701
99	169	2941	17.402366863905325
