	Before	After	A/B
0	3957	9359	2.365175638109679
1	3995	9433	2.3612015018773467
2	4063	9437	2.3226679793256215
3	3987	9419	2.362427890644595
4	4039	9439	2.336964595196831
5	3937	9402	2.3881127762255523
6	4029	9423	2.3387937453462397
7	3939	9462	2.402132520944402
8	4021	9421	2.3429495150460085
9	4052	9426	2.326258637709773
10	3939	9426	2.392993145468393
11	4078	9453	2.3180480627758704
12	3989	9424	2.362496866382552
13	3987	9421	2.362929520943065
14	4041	9399	2.325909428359317
15	4020	9426	2.3447761194029852
16	4056	9399	2.3173076923076925
17	3962	9411	2.3753154972236246
18	4041	9462	2.341499628804751
19	4030	9422	2.337965260545906
20	4045	9418	2.3283065512978984
21	3981	9415	2.3649836724441093
22	4001	9461	2.364658835291177
23	3994	9442	2.3640460691036553
24	3974	9436	2.3744338198288877
25	4112	9395	2.28477626459144
26	3998	9429	2.3584292146073036
27	3896	9426	2.4194045174537986
28	4021	9383	2.3334991295697587
29	3999	9437	2.3598399599899973
30	4009	9419	2.349463706660015
31	4035	9418	2.334076827757125
32	4009	9469	2.361935644799202
33	3975	9449	2.3771069182389937
34	4036	9430	2.336471754212091
35	4049	9456	2.3353914546801677
36	4050	9460	2.3358024691358024
37	4018	9442	2.3499253359880536
38	4025	9383	2.3311801242236023
39	4050	9463	2.336543209876543
40	4028	9481	2.3537735849056602
41	4127	9458	2.291737339471771
42	4082	9429	2.3098971092601666
43	4009	9464	2.360688450985283
44	3989	9404	2.3574830784657808
45	4026	9420	2.339791356184799
46	4111	9458	2.300656774507419
47	4071	9479	2.3284205354949643
48	4019	9435	2.347598905200299
49	4014	9443	2.352516193323368
50	3970	9404	2.3687657430730478
51	3978	9395	2.3617395676219206
52	3947	9411	2.3843425386369392
53	3973	9424	2.3720110747545937
54	3996	9441	2.3626126126126126
55	4053	9436	2.3281519861830744
56	3989	9408	2.358485836049135
57	3957	9418	2.3800859236795553
58	4002	9414	2.3523238380809595
59	3970	9408	2.3697732997481107
60	4056	9475	2.3360453648915187
61	3993	9376	2.3481091910843976
62	4042	9419	2.330282038594755
63	4017	9435	2.3487677371172517
64	3991	9435	2.3640691556001
65	3981	9451	2.37402662647576
66	4071	9446	2.320314419061656
67	3904	9391	2.4054815573770494
68	4082	9408	2.304752572268496
69	4037	9410	2.33093881595244
70	3993	9395	2.352867518156774
71	4120	9466	2.2975728155339805
72	4070	9430	2.3169533169533167
73	3969	9413	2.3716301335348953
74	4021	9456	2.351653817458344
75	3947	9387	2.378261971117304
76	4067	9475	2.3297270715515124
77	3923	9430	2.4037726229926077
78	3990	9366	2.3473684210526318
79	4002	9420	2.3538230884557723
80	3981	9417	2.3654860587792013
81	3981	9413	2.364481286109018
82	4055	9462	2.333415536374846
83	4018	9396	2.338476854156297
84	4033	9427	2.3374659062732457
85	4100	9458	2.3068292682926828
86	4033	9417	2.3349863625092984
87	4054	9454	2.3320177602368033
88	4010	9411	2.3468827930174565
89	4030	9480	2.3523573200992556
90	3985	9396	2.3578419071518195
91	4017	9410	2.3425441872043815
92	3977	9437	2.372894141312547
93	3976	9427	2.370975855130785
94	4051	9398	2.3199210071587264
95	4033	9453	2.343912720059509
96	4024	9434	2.344433399602386
97	3987	9413	2.3609229997491847
98	4013	9420	2.3473710441066533
99	4002	9386	2.345327336331834
