sample	raw	bam	bam_f
A	data/raw/GSM3271867	Zhu_Single_Cell_10X_genomics_Human2_002_possorted_genome_bam	data/raw/GSM3271867/Zhu_Single_Cell_10X_genomics_Human2_002_possorted_genome_bam
